joint,initial_rad,final_rad,delta_rad
theta_1,0.0,0.0035865209751251735,0.0035865209751251735
theta_2,-1.5707963267948966,-1.5554544144152833,0.015341912379613243
theta_3,1.5707963267948966,1.5568094127879522,-0.013986914006944406
theta_4,0.0,-0.044802172628860944,-0.044802172628860944
theta_5,1.5707963267948966,1.5016688480398883,-0.06912747875500824
theta_6,0.0,3.449444997807117e-14,3.449444997807117e-14
