method,idx,kp,lam,gamma,reg,power,clip,mean_pos,final_pos,drift,solver,score,ok
method1,199,80.0,0.1,5.0,0.01,1.0,1.0,0.0073125055532840735,0.007511574940914103,0.052742921452175455,0.690684850815758,0.008712706407735462,True
method1,200,80.0,0.1,5.0,0.01,1.0,2.0,0.007282227168609994,0.007639583080083188,0.053302486739449616,0.6991319890915907,0.008697842897944782,True
method1,201,80.0,0.1,5.0,0.1,1.0,1.0,0.017809100766933535,0.025054265060202443,0.13894602501467956,2.079755554273965,0.02162789904436411,True
method1,202,80.0,0.1,5.0,0.1,1.0,2.0,0.015726551931095754,0.00937161609911368,0.05783518576464511,0.9442354460230988,0.01735537336940021,True
method1,203,80.0,0.1,5.0,1.0,1.0,1.0,0.036552623916208685,0.041992442035082476,0.24303883240085955,3.368098417785466,0.043097449773118614,True
method1,204,80.0,0.1,5.0,1.0,1.0,2.0,0.026479904055759756,0.01989513605683702,0.14061633131366588,1.8667462017570764,0.030225603782911614,True
method1,205,80.0,0.1,10.0,0.01,1.0,1.0,0.006126405556130573,0.009638421361079267,0.05900887115777308,0.8428450377176253,0.007728005498144847,True
method1,206,80.0,0.1,10.0,0.01,1.0,2.0,0.006126405556130573,0.009638421361079267,0.05900887115777308,0.8428450377176253,0.007728005498144847,True
method1,207,80.0,0.1,10.0,0.1,1.0,1.0,0.01545647439497042,0.01604206127817975,0.08486351400568552,1.3113620806126864,0.017809425715390473,True
method1,208,80.0,0.1,10.0,0.1,1.0,2.0,0.01377111241370025,0.004456120420175715,0.02351849432467398,0.47635759834783853,0.014479661099367649,True
method1,209,80.0,0.1,10.0,1.0,1.0,1.0,0.030529058939925635,0.038414575742741354,0.2119928795490571,3.125061008174582,0.036331447034994066,True
method1,210,80.0,0.1,10.0,1.0,1.0,2.0,0.02290069915944959,0.0164228877495473,0.09648803457047288,1.5355051764269976,0.025598212439072544,True
method1,211,80.0,0.5,0.5,0.01,1.0,1.0,0.009642050300136802,0.01318290187908226,0.08128333949461343,1.1871503784826372,0.01186129227927039,True
method1,212,80.0,0.5,0.5,0.01,1.0,2.0,0.009499255140017713,0.011450390085686532,0.07307515251902541,1.079795786333803,0.011500656083565122,True
method1,213,80.0,0.5,0.5,0.1,1.0,1.0,0.022442510958751372,0.024284490351392435,0.15065634846758644,2.0408836272438586,0.02647607974172503,True
method1,214,80.0,0.5,0.5,0.1,1.0,2.0,0.021394565878981,0.023633175392573823,0.1508053319229639,2.0416498871255326,0.025431497461003046,True
method1,215,80.0,0.5,0.5,1.0,1.0,1.0,0.05492012471288206,0.04183590402140381,0.16097068692912705,3.2026770278389196,0.05974087696538406,False
method1,216,80.0,0.5,0.5,1.0,1.0,2.0,0.05116685549517398,0.053898512406438635,0.28746778942205176,4.167922107474967,0.0590001723373525,False
method1,217,80.0,0.5,1.0,0.01,1.0,1.0,0.009345399980107973,0.009339424449881723,0.05975463360088652,0.8508101397094419,0.010965897721980424,True
method1,218,80.0,0.5,1.0,0.01,1.0,2.0,0.009126927928066146,0.007207552241059369,0.050405414942970114,0.7360240296380877,0.010503048241744592,True
method1,219,80.0,0.5,1.0,0.1,1.0,1.0,0.02159498740570205,0.027394029571559137,0.16768309920591182,2.267160771958332,0.026082229775799454,True
method1,220,80.0,0.5,1.0,0.1,1.0,2.0,0.019768831903507745,0.02010486257325583,0.13385929648700903,1.834575805852934,0.02336330573617439,True
method1,221,80.0,0.5,1.0,1.0,1.0,1.0,0.05179486244870845,0.043360783052839205,0.19903894981869072,3.3082139667134087,0.05742974842843897,False
method1,222,80.0,0.5,1.0,1.0,1.0,2.0,0.043022360599045406,0.05073488438403267,0.295916406957279,3.995827097558124,0.050938602286970044,True
method1,223,80.0,0.5,2.0,0.01,1.0,1.0,0.008634517846982598,0.0034642846847864127,0.030419237138809566,0.43643696931455733,0.009461121074416068,True
method1,224,80.0,0.5,2.0,0.01,1.0,2.0,0.008436038449306592,0.0027013496293986773,0.028747014932220698,0.4319108288622267,0.009226934162382119,True
method1,225,80.0,0.5,2.0,0.1,1.0,1.0,0.02002691906344778,0.027052342065367347,0.1593360114141707,2.246611801755082,0.024336945192608733,True
method1,226,80.0,0.5,2.0,0.1,1.0,2.0,0.0179928318278843,0.014749720123848625,0.09790334835887286,1.4567496269601752,0.020679273608541847,True
method1,227,80.0,0.5,2.0,1.0,1.0,1.0,0.04538252611008781,0.04390201396368246,0.23753359032546975,3.3995821889091142,0.05183298901105176,True
method1,228,80.0,0.5,2.0,1.0,1.0,2.0,0.03400165617519924,0.03411340715332038,0.20939769028123478,2.81582383722673,0.0395975218994373,True
method1,229,80.0,0.5,5.0,0.01,1.0,1.0,0.0072185762056973645,0.006247260998114621,0.04023005619360453,0.5883245801740976,0.008317339619656503,True
method1,230,80.0,0.5,5.0,0.01,1.0,2.0,0.007196203987478109,0.006347384433457481,0.04071479135774942,0.5949683657612088,0.008307983997513702,True
method1,231,80.0,0.5,5.0,0.1,1.0,1.0,0.017313067468601884,0.02264243746244931,0.12258462874906435,1.896015118922154,0.020712767603044246,True
method1,232,80.0,0.5,5.0,0.1,1.0,2.0,0.015590874964034282,0.010038078566424639,0.053969611500115415,0.9873496068708475,0.017163941997472017,True
method1,233,80.0,0.5,5.0,1.0,1.0,1.0,0.03519238919575913,0.03592035382547613,0.206276355817707,2.8794201685920595,0.0407576263964093,True
