method,idx,kp,lam,gamma,reg,power,clip,mean_pos,final_pos,drift,solver,score,ok
method2,122,40.0,5.0,20.0,1e-06,0.9,1.0,0.03252629454011636,0.036572630304377345,0.2006080485420626,1.5783326225095744,0.037327621822212394,True
method2,123,40.0,5.0,20.0,0.0001,1.0,1.0,0.032563419359537514,0.03600466693854243,0.19741352229584194,1.5475338328246457,0.03728545672186668,True
method2,124,40.0,5.0,50.0,1e-08,0.8,1.0,0.028019735084088154,0.04045939308405482,0.2238565856754292,1.6241741668617993,0.033308953881027635,True
method2,125,40.0,5.0,50.0,1e-06,0.9,1.0,0.028129005056934112,0.03991118581528081,0.2179050877433048,1.7034174086186329,0.03333881551610953,True
method2,126,40.0,5.0,50.0,0.0001,1.0,1.0,0.028268706702743576,0.040024461485740646,0.22284638158753503,1.602605603992069,0.03352693713649031,True
method2,127,40.0,10.0,1.0,1e-08,0.8,1.0,0.07473807005837314,0.07393613819842516,0.22645606317560643,4.7542048249912865,0.08164429373438091,False
method2,128,40.0,10.0,1.0,1e-06,0.9,1.0,0.07473853985058804,0.07394265291260249,0.2264823627028978,4.753999327671779,0.08164518676848188,False
method2,129,40.0,10.0,1.0,0.0001,1.0,1.0,0.07476924423131143,0.07401484328809944,0.22672420373792737,4.752683113604336,0.08168006986287214,False
method2,130,40.0,10.0,2.0,1e-08,0.8,1.0,0.07375973265456014,0.10062959072858978,0.2289477081842818,4.361919767057329,0.08051964670177443,False
method2,131,40.0,10.0,2.0,1e-06,0.9,1.0,0.07374692874441767,0.10054685264171315,0.2288038751458576,4.357892651177322,0.08050195257292347,False
method2,132,40.0,10.0,2.0,0.0001,1.0,1.0,0.07372217909497647,0.10032277374559218,0.228404668077632,4.347350056307395,0.08046394748468282,False
method2,133,40.0,10.0,5.0,1e-08,0.8,1.0,0.07126157893225678,0.08766791616362792,0.19134993628578584,3.7931355828129076,0.07698514544937896,False
method2,134,40.0,10.0,5.0,1e-06,0.9,1.0,0.07124490235602118,0.08757720342184752,0.19109895872417207,3.783957665777494,0.07695886036339337,False
method2,135,40.0,10.0,5.0,0.0001,1.0,1.0,0.07122460277766951,0.08737006185840096,0.19073275800617717,3.7706047120710764,0.07692456029382859,False
