Joint,Initial angle (rad),Final angle (rad),Delta (rad)
theta_1,0.000005477,0.000003623,-1.853350568e-06
theta_2,-1.570523858,-1.570358515,1.653432846e-04
theta_3,1.570793748,1.570704579,-8.916854858e-05
theta_4,0.000420568,0.000780698,3.601303615e-04
theta_5,1.570769072,1.570741415,-2.765655518e-05
theta_6,0.000000000,-0.000000000,-3.327857989e-10
