experiment,trajectory_name,solver_type,pdnn_gain,pdnn_inner_steps,mean_position_error_m,final_position_error_m,max_position_error_m,final_joint_drift_norm_rad,max_joint_drift_rad,mean_task_residual,final_task_residual,mean_solver_residual,final_solver_residual,min_boundary_slack,runtime_s,avg_step_time_s
single_heart_method2_pdnn_live,heart,pdnn,500.0,5,0.0034586693221861733,0.00021765730749371396,0.008682536170765599,0.008224428820742667,0.007382158102700487,0.5260183802133563,0.019564204584877145,0.5355131481403702,0.02048432457981223,1.5646163849905397,185.51149379999697,0.09275574689999848
