case_id,task_gain,position_weight,drift_weight,regularization_gain,solver_max_iters,use_jacobi_preconditioner,status,mean_position_error_m,final_position_error_m,final_joint_drift_norm_rad,mean_inner_residual_norm,mean_inner_iterations,wall_clock_run_s,result_dir,composite_score
tg198_pw1p5e04_dw0p001_rg1em08_it5_jac1,198.0,15000.0,0.001,1e-08,5,True,ok,0.0002043366985526776,6.079928258542989e-07,1.732207126260764e-05,6.685436049339881e-06,4.4155,1.640051600003062,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw1p5e04_dw0p001_rg1em08_it5_jac1\offline,11.856690781136928
tg180_pw8e03_dw0p001_rg1em09_it6_jac1,180.0,8000.0,0.001,1e-09,6,True,ok,0.00020433679558755192,6.175843983738158e-07,1.799963393556868e-05,4.017404212819808e-06,4.8545,1.7882528000009188,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg180_pw8e03_dw0p001_rg1em09_it6_jac1\offline,12.196340869343825
tg198_pw8e03_dw0p001_rg1em08_it5_jac1,198.0,8000.0,0.001,1e-08,5,True,ok,0.0002043367226696078,6.075369786563436e-07,1.834543643525388e-05,3.429112310962684e-06,4.449,1.6336814999995113,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw8e03_dw0p001_rg1em08_it5_jac1\offline,12.379207581464884
tg180_pw1p5e04_dw0p002_rg1em10_it6_jac1,180.0,15000.0,0.002,1e-10,6,True,ok,0.00020433679993209022,6.176216079963705e-07,1.847057085847828e-05,5.88811779101863e-06,4.90025,1.5829655999987153,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg180_pw1p5e04_dw0p002_rg1em10_it6_jac1\offline,12.569175843788681
tg180_pw1p5e04_dw0p001_rg1em09_it5_jac1,180.0,15000.0,0.001,1e-09,5,True,ok,0.00020433676812579399,6.175861893406537e-07,2.0146490881578065e-05,6.493665783819016e-06,4.441,1.768925099997432,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg180_pw1p5e04_dw0p001_rg1em09_it5_jac1\offline,13.64409878402362
tg180_pw1p5e04_dw0p001_rg1em08_it5_jac1,180.0,15000.0,0.001,1e-08,5,True,ok,0.000204336768168374,6.176173113425489e-07,2.0233741716328958e-05,6.813738270425282e-06,4.4195,1.7345956999997725,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg180_pw1p5e04_dw0p001_rg1em08_it5_jac1\offline,13.71139736295944
tg198_pw1e04_dw0p001_rg1em08_it6_jac1,198.0,10000.0,0.001,1e-08,6,True,ok,0.00020433671146499093,6.078318398449323e-07,2.125565171939659e-05,5.000300779533607e-06,4.85325,1.7867502999979479,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw1e04_dw0p001_rg1em08_it6_jac1\offline,14.296255532670932
tg198_pw1p5e04_dw0p002_rg1em10_it6_jac1,198.0,15000.0,0.002,1e-10,6,True,ok,0.00020433672686167965,6.080880304428363e-07,2.133400382195907e-05,5.9478821527202625e-06,4.89025,1.742360500000359,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw1p5e04_dw0p002_rg1em10_it6_jac1\offline,14.383947267536435
tg180_pw1e04_dw0p001_rg1em08_it5_jac1,180.0,10000.0,0.001,1e-08,5,True,ok,0.00020433678304896291,6.176003749479091e-07,2.2547871711987698e-05,4.033481523894077e-06,4.47775,1.8094818999998097,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg180_pw1e04_dw0p001_rg1em08_it5_jac1\offline,15.071797023593373
tg198_pw1e04_dw0p001_rg1em09_it5_jac1,198.0,10000.0,0.001,1e-09,5,True,ok,0.00020433671160163258,6.079450556495063e-07,2.2841365565166473e-05,4.153088404162327e-06,4.44375,1.7091928999980155,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw1e04_dw0p001_rg1em09_it5_jac1\offline,15.25854929628102
tg180_pw1p5e04_dw0p002_rg1em08_it6_jac1,180.0,15000.0,0.002,1e-08,6,True,ok,0.00020433680006106387,6.176444882607586e-07,2.4322216171979783e-05,5.70938299343725e-06,4.885,1.7430238999986614,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg180_pw1p5e04_dw0p002_rg1em08_it6_jac1\offline,16.272618192862605
tg180_pw1e04_dw0p001_rg1em09_it6_jac1,180.0,10000.0,0.001,1e-09,6,True,ok,0.00020433678321887274,6.176185057049947e-07,2.513419003288931e-05,5.4260256503031614e-06,4.85275,1.7408342000017,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg180_pw1e04_dw0p001_rg1em09_it6_jac1\offline,16.775649881100772
tg198_pw1e04_dw0p001_rg1em10_it5_jac1,198.0,10000.0,0.001,1e-10,5,True,ok,0.0002043367114837151,6.080038428700394e-07,2.72092059085548e-05,4.324728862039567e-06,4.4325,1.76118839999981,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw1e04_dw0p001_rg1em10_it5_jac1\offline,18.034834638144655
tg180_pw1p5e04_dw0p001_rg1em08_it6_jac1,180.0,15000.0,0.001,1e-08,6,True,ok,0.0002043367677647107,6.175697199232907e-07,2.9640080966391714e-05,8.178860202075169e-06,4.81875,1.7386817000005976,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg180_pw1p5e04_dw0p001_rg1em08_it6_jac1\offline,19.739649612178887
tg180_pw1e04_dw0p001_rg1em10_it5_jac1,180.0,10000.0,0.001,1e-10,5,True,ok,0.00020433678307031218,6.175818532649657e-07,3.0563114191757096e-05,4.299970972375143e-06,4.448,1.6932968999972218,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg180_pw1e04_dw0p001_rg1em10_it5_jac1\offline,20.164280822437572
tg180_pw8e03_dw0p001_rg1em09_it5_jac1,180.0,8000.0,0.001,1e-09,5,True,ok,0.0002043367955437067,6.176492731243033e-07,3.2916785048050216e-05,3.517064029022592e-06,4.44675,1.7943095000009635,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg180_pw8e03_dw0p001_rg1em09_it5_jac1\offline,21.62627535306511
tg180_pw1p5e04_dw0p001_rg1em10_it5_jac1,180.0,15000.0,0.001,1e-10,5,True,ok,0.00020433676809469844,6.17597004683922e-07,3.587704409956588e-05,6.59492444910223e-06,4.422,1.6886544000008143,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg180_pw1p5e04_dw0p001_rg1em10_it5_jac1\offline,23.62303940694121
tg198_pw1p5e04_dw0p0005_rg1em09_it5_jac1,198.0,15000.0,0.0005,1e-09,5,True,ok,0.00020433668202168907,6.093783759605254e-07,3.699639194872697e-05,1.078309986840592e-05,4.396,1.7156041999987792,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw1p5e04_dw0p0005_rg1em09_it5_jac1\offline,24.493021676969665
tg198_pw1p5e04_dw0p001_rg1em09_it6_jac1,198.0,15000.0,0.001,1e-09,6,True,ok,0.00020433669827103846,6.076960061333428e-07,3.8667015207947465e-05,8.3383417847848e-06,4.826,1.8081731999991462,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw1p5e04_dw0p001_rg1em09_it6_jac1\offline,25.467189678793215
tg198_pw1p5e04_dw0p001_rg1em10_it6_jac1,198.0,15000.0,0.001,1e-10,6,True,ok,0.00020433669854649824,6.09440662889406e-07,3.97662916961551e-05,8.099007731636098e-06,4.81525,1.7242336999988765,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw1p5e04_dw0p001_rg1em10_it6_jac1\offline,26.15525349218566
tg198_pw1p5e04_dw0p001_rg1em09_it5_jac1,198.0,15000.0,0.001,1e-09,5,True,ok,0.00020433669782267026,6.08754631991246e-07,4.013739070606755e-05,6.588274091335066e-06,4.434,1.7736758000028203,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw1p5e04_dw0p001_rg1em09_it5_jac1\offline,26.32184245629985
tg180_pw8e03_dw0p0005_rg1em10_it6_jac1,180.0,8000.0,0.0005,1e-10,6,True,ok,0.00020433676478761397,6.176107760548227e-07,4.407361859831481e-05,6.596757697133755e-06,4.8115,1.5722134000025108,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg180_pw8e03_dw0p0005_rg1em10_it6_jac1\offline,28.83067592802894
tg198_pw1e04_dw0p0005_rg1em10_it5_jac1,198.0,10000.0,0.0005,1e-10,5,True,ok,0.00020433669168695137,6.066127804229974e-07,4.481296244130804e-05,6.78990315886934e-06,4.402,1.6663995000017167,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw1e04_dw0p0005_rg1em10_it5_jac1\offline,29.293200287650574
tg198_pw8e03_dw0p0005_rg1em09_it5_jac1,198.0,8000.0,0.0005,1e-09,5,True,ok,0.0002043366958181638,6.086724324385681e-07,4.531854066181297e-05,5.091731081770662e-06,4.41975,1.6958247000002302,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw8e03_dw0p0005_rg1em09_it5_jac1\offline,29.54863387131228
tg180_pw8e03_dw0p0005_rg1em08_it6_jac1,180.0,8000.0,0.0005,1e-08,6,True,ok,0.0002043367652520285,6.176331094097244e-07,5.29822373610911e-05,6.205897615356241e-06,4.8,1.7726688000002468,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg180_pw8e03_dw0p0005_rg1em08_it6_jac1\offline,34.464495926412354
tg198_pw8e03_dw0p0005_rg1em10_it6_jac1,198.0,8000.0,0.0005,1e-10,6,True,ok,0.00020433669482489565,6.072040392897537e-07,5.4749265703279474e-05,6.464457270767086e-06,4.80875,1.7127078000012261,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw8e03_dw0p0005_rg1em10_it6_jac1\offline,35.59192216675521
tg180_pw8e03_dw0p0005_rg1em08_it5_jac1,180.0,8000.0,0.0005,1e-08,5,True,ok,0.0002043367656963825,6.176303945005853e-07,5.493333670962627e-05,5.136502271671061e-06,4.412,1.7727484999995795,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg180_pw8e03_dw0p0005_rg1em08_it5_jac1\offline,35.65032220300131
tg198_pw8e03_dw0p0005_rg1em08_it6_jac1,198.0,8000.0,0.0005,1e-08,6,True,ok,0.0002043366947196193,6.078522343511054e-07,5.988984906145593e-05,6.034082676201866e-06,4.81625,1.7159488999968744,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw8e03_dw0p0005_rg1em08_it6_jac1\offline,38.83539847722693
tg198_pw8e03_dw0p0005_rg1em09_it6_jac1,198.0,8000.0,0.0005,1e-09,6,True,ok,0.00020433669645257956,6.091940560329273e-07,6.0216001130097346e-05,6.179678589811624e-06,4.788,1.7324751000014658,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw8e03_dw0p0005_rg1em09_it6_jac1\offline,39.04764685152569
tg198_pw8e03_dw0p0005_rg1em08_it5_jac1,198.0,8000.0,0.0005,1e-08,5,True,ok,0.00020433669623915273,6.079482710360875e-07,6.0506673444354054e-05,5.2600432485936835e-06,4.41075,1.6689650000007532,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw8e03_dw0p0005_rg1em08_it5_jac1\offline,39.18622655915614
tg180_pw1e04_dw0p0005_rg1em09_it5_jac1,180.0,10000.0,0.0005,1e-09,5,True,ok,0.0002043367589744901,6.176274577202212e-07,6.258973136973373e-05,6.5465669130647555e-06,4.4045,1.7769170999999915,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg180_pw1e04_dw0p0005_rg1em09_it5_jac1\offline,40.56045311667055
tg198_pw1e04_dw0p0005_rg1em09_it6_jac1,198.0,10000.0,0.0005,1e-09,6,True,ok,0.00020433668913004334,6.087847917238977e-07,6.479811331074214e-05,8.096126925079335e-06,4.81025,1.7325912000014796,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw1e04_dw0p0005_rg1em09_it6_jac1\offline,42.02861556883511
tg198_pw1e04_dw0p0005_rg1em09_it5_jac1,198.0,10000.0,0.0005,1e-09,5,True,ok,0.0002043366895598816,6.07256946702611e-07,6.722154774038996e-05,6.696199806032623e-06,4.40575,1.7222280999994837,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw1e04_dw0p0005_rg1em09_it5_jac1\offline,43.50015073501992
tg198_pw8e03_dw0p0005_rg1em10_it5_jac1,198.0,8000.0,0.0005,1e-10,5,True,ok,0.00020433669531438008,6.071410119560464e-07,7.16419290988588e-05,5.215952947395923e-06,4.405,1.683555299998261,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw8e03_dw0p0005_rg1em10_it5_jac1\offline,46.24546690095393
tg198_pw1p5e04_dw0p001_rg1em10_it5_jac1,198.0,15000.0,0.001,1e-10,5,True,ok,0.0002043366986302202,6.086815240663478e-07,7.579318234051558e-05,6.8126615708019294e-06,4.42675,1.7468063999986043,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw1p5e04_dw0p001_rg1em10_it5_jac1\offline,48.94135580570995
tg180_pw1p5e04_dw0p0005_rg1em09_it6_jac1,180.0,15000.0,0.0005,1e-09,6,True,ok,0.00020433675074255154,6.174411217724111e-07,7.936745947730232e-05,1.39962049717487e-05,4.7695,1.7563702000006742,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg180_pw1p5e04_dw0p0005_rg1em09_it6_jac1\offline,51.49988673609902
tg180_pw1p5e04_dw0p0005_rg1em08_it6_jac1,180.0,15000.0,0.0005,1e-08,6,True,ok,0.00020433674830577675,6.176246706365239e-07,8.158001598236414e-05,1.3050416969306448e-05,4.79575,1.6905411000007007,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg180_pw1p5e04_dw0p0005_rg1em08_it6_jac1\offline,52.86676101769068
tg180_pw1p5e04_dw0p0005_rg1em10_it6_jac1,180.0,15000.0,0.0005,1e-10,6,True,ok,0.00020433674951809915,6.176244026100394e-07,9.673907950369244e-05,1.3096133345870481e-05,4.7855,1.766664699996909,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg180_pw1p5e04_dw0p0005_rg1em10_it6_jac1\offline,62.48134072221092
tg198_pw1p5e04_dw0p0005_rg1em09_it6_jac1,198.0,15000.0,0.0005,1e-09,6,True,ok,0.0002043366844596862,6.088171821630965e-07,9.926189723276044e-05,1.3745900383980437e-05,4.77325,1.7529577000022982,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw1p5e04_dw0p0005_rg1em09_it6_jac1\offline,64.10333069001796
tg180_pw1p5e04_dw0p0005_rg1em08_it5_jac1,180.0,15000.0,0.0005,1e-08,5,True,ok,0.00020433675065428835,6.176247587299448e-07,0.00010966217657459412,1.0874932211032052e-05,4.3965,1.7847500999996555,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg180_pw1p5e04_dw0p0005_rg1em08_it5_jac1\offline,70.58001686079953
tg198_pw1p5e04_dw0p0005_rg1em08_it6_jac1,198.0,15000.0,0.0005,1e-08,6,True,ok,0.000204336681572991,6.063225108974145e-07,0.00011467441181740584,1.2870522413249167e-05,4.77625,1.6853197999989789,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg198_pw1p5e04_dw0p0005_rg1em08_it6_jac1\offline,73.84218252218675
tg216_pw1p5e04_dw0p0005_rg1em09_it5_jac1,216.0,15000.0,0.0005,1e-09,5,True,ok,0.003524093424910974,0.00398544139399977,0.010804657112101478,0.0005642046298527665,4.989,1.2692200000019511,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw1p5e04_dw0p0005_rg1em09_it5_jac1\offline,8193.678075550624
tg216_pw8e03_dw0p0005_rg1em10_it5_jac1,216.0,8000.0,0.0005,1e-10,5,True,ok,0.0035248311028199825,0.003985441844286648,0.010804651406051002,0.0005643003851998821,4.989,1.7592643999996653,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw8e03_dw0p0005_rg1em10_it5_jac1\offline,8193.679427115572
tg216_pw8e03_dw0p0005_rg1em09_it5_jac1,216.0,8000.0,0.0005,1e-09,5,True,ok,0.003524859042637697,0.00398544201909541,0.01080465221506971,0.0005642975784139682,4.98825,1.7980999999999767,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw8e03_dw0p0005_rg1em09_it5_jac1\offline,8193.679910496503
tg216_pw1e04_dw0p0005_rg1em10_it5_jac1,216.0,10000.0,0.0005,1e-10,5,True,ok,0.003524869788572243,0.003985441576948786,0.010804653508168697,0.0005643278425460059,4.9905,1.7532788000025903,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw1e04_dw0p0005_rg1em10_it5_jac1\offline,8193.681838273043
tg216_pw1e04_dw0p0005_rg1em09_it5_jac1,216.0,10000.0,0.0005,1e-09,5,True,ok,0.0035248772089127717,0.00398544175013286,0.010804654308189289,0.0005643313740632056,4.989,1.765945199997077,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw1e04_dw0p0005_rg1em09_it5_jac1\offline,8193.682513990452
tg216_pw1p5e04_dw0p0005_rg1em10_it5_jac1,216.0,15000.0,0.0005,1e-10,5,True,ok,0.0035242361749944005,0.00398544121842253,0.010804656298827145,0.0005643347935336434,4.989,1.269416099999944,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw1p5e04_dw0p0005_rg1em10_it5_jac1\offline,8193.6827933146
tg216_pw1p5e04_dw0p0005_rg1em08_it5_jac1,216.0,15000.0,0.0005,1e-08,5,True,ok,0.0035241588657039784,0.003985443138266867,0.01080466518153511,0.0005642122942287572,4.98875,1.2074537000007695,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw1p5e04_dw0p0005_rg1em08_it5_jac1\offline,8193.684157162672
tg216_pw8e03_dw0p0005_rg1em08_it5_jac1,216.0,8000.0,0.0005,1e-08,5,True,ok,0.0035248613280343837,0.003985443761303884,0.010804660279000202,0.0005643303598307035,4.9885,1.7601376000020537,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw8e03_dw0p0005_rg1em08_it5_jac1\offline,8193.686888336411
tg216_pw1e04_dw0p0005_rg1em08_it5_jac1,216.0,10000.0,0.0005,1e-08,5,True,ok,0.0035248511550092934,0.003985443494973157,0.010804662381151473,0.0005643577303801235,4.98975,1.7572778000030667,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw1e04_dw0p0005_rg1em08_it5_jac1\offline,8193.689218474361
tg216_pw8e03_dw0p001_rg1em09_it5_jac1,216.0,8000.0,0.001,1e-09,5,True,ok,0.0035246195466135354,0.003985443260554095,0.010804641270406083,0.0011283102585263258,4.99175,1.7753330000014103,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw8e03_dw0p001_rg1em09_it5_jac1\offline,8215.693222726597
tg216_pw8e03_dw0p001_rg1em10_it5_jac1,216.0,8000.0,0.001,1e-10,5,True,ok,0.003524645099757799,0.0039854431725782815,0.010804640864499636,0.0011284007106611995,4.99275,1.7975194999999076,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw8e03_dw0p001_rg1em10_it5_jac1\offline,8215.696530245983
tg216_pw8e03_dw0p001_rg1em08_it5_jac1,216.0,8000.0,0.001,1e-08,5,True,ok,0.003524626193225714,0.003985444131697004,0.010804645301987147,0.0011283626210730874,4.99275,1.7742188999982318,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw8e03_dw0p001_rg1em08_it5_jac1\offline,8215.698145784489
tg216_pw1e04_dw0p001_rg1em10_it5_jac1,216.0,10000.0,0.001,1e-10,5,True,ok,0.0035247012096750866,0.003985442638151522,0.010804645065870026,0.001128459509181317,4.992,1.7716696999996202,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw1e04_dw0p001_rg1em10_it5_jac1\offline,8215.701377469144
tg216_pw1p5e04_dw0p001_rg1em09_it5_jac1,216.0,15000.0,0.001,1e-09,5,True,ok,0.003524756536618973,0.003985442010645693,0.010804651062610728,0.001128416903241226,4.98975,1.2066925999970408,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw1p5e04_dw0p001_rg1em09_it5_jac1\offline,8215.70333483717
tg216_pw1e04_dw0p001_rg1em09_it5_jac1,216.0,10000.0,0.001,1e-09,5,True,ok,0.0035247787885242035,0.0039854427250176775,0.010804645466512022,0.001128506375466893,4.99225,1.779997400000866,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw1e04_dw0p001_rg1em09_it5_jac1\offline,8215.703610085253
tg216_pw1e04_dw0p001_rg1em08_it5_jac1,216.0,10000.0,0.001,1e-08,5,True,ok,0.0035248683499712586,0.00398544359555596,0.010804649498923721,0.0011284710647292875,4.99175,1.776210699998046,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw1e04_dw0p001_rg1em08_it5_jac1\offline,8215.70519476515
tg216_pw1p5e04_dw0p001_rg1em10_it5_jac1,216.0,15000.0,0.001,1e-10,5,True,ok,0.0035248613803367693,0.003985441924816159,0.010804650664511263,0.001128553157501281,4.99,1.3733647000008204,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw1p5e04_dw0p001_rg1em10_it5_jac1\offline,8215.708533872681
tg216_pw1p5e04_dw0p001_rg1em08_it5_jac1,216.0,15000.0,0.001,1e-08,5,True,ok,0.0035248623642919505,0.003985442881513848,0.01080465509464474,0.0011285723441585183,4.99,1.2992549000009603,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw1p5e04_dw0p001_rg1em08_it5_jac1\offline,8215.712409323065
tg216_pw8e03_dw0p002_rg1em10_it5_jac1,216.0,8000.0,0.002,1e-10,5,True,ok,0.0035246244907769894,0.003985445844978935,0.010804619852789209,0.002256586794759972,4.9945,1.7769533999999112,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw8e03_dw0p002_rg1em10_it5_jac1\offline,8259.730590404524
tg216_pw8e03_dw0p002_rg1em08_it5_jac1,216.0,8000.0,0.002,1e-08,5,True,ok,0.0035246249776080276,0.003985446324706739,0.010804622071833319,0.0022566065320388322,4.9945,1.8217336000016076,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw8e03_dw0p002_rg1em08_it5_jac1\offline,8259.732927137995
tg216_pw8e03_dw0p002_rg1em09_it5_jac1,216.0,8000.0,0.002,1e-09,5,True,ok,0.003524642091943882,0.003985445889044571,0.010804620055998063,0.002256663728269895,4.9945,1.759863300001598,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw8e03_dw0p002_rg1em09_it5_jac1\offline,8259.733763273061
tg216_pw1e04_dw0p002_rg1em08_it5_jac1,216.0,10000.0,0.002,1e-08,5,True,ok,0.0035246517259839186,0.003985445253646421,0.010804630466595556,0.002256711850833058,4.99325,1.2415650000002643,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw1e04_dw0p002_rg1em08_it5_jac1\offline,8259.742017196539
tg216_pw1e04_dw0p002_rg1em10_it5_jac1,216.0,10000.0,0.002,1e-10,5,True,ok,0.003524667367374578,0.003985444773917207,0.010804628248198386,0.002256802144955482,4.99375,1.7677317000016046,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw1e04_dw0p002_rg1em10_it5_jac1\offline,8259.744012886073
tg216_pw1e04_dw0p002_rg1em09_it5_jac1,216.0,10000.0,0.002,1e-09,5,True,ok,0.0035246798940267395,0.0039854448181410535,0.010804628451778835,0.002256852677474888,4.994,1.7902821999996377,C:\Users\lyx\Desktop\sci\code\project_method3a_pcg_solver\results\tuning_20260421\method3a_pcg\offline_broad_runs\tg216_pw1e04_dw0p002_rg1em09_it5_jac1\offline,8259.746154099852
