noise_level,noise_type,trials,mean_position_error_m_mean,mean_position_error_m_std,mean_position_error_m_min,mean_position_error_m_max,final_position_error_m_mean,final_position_error_m_std,final_position_error_m_min,final_position_error_m_max,max_position_error_m_mean,max_position_error_m_std,max_position_error_m_min,max_position_error_m_max,final_joint_drift_norm_rad_mean,final_joint_drift_norm_rad_std,final_joint_drift_norm_rad_min,final_joint_drift_norm_rad_max,max_drift_norm_mean,max_drift_norm_std,max_drift_norm_min,max_drift_norm_max,mean_drift_norm_mean,mean_drift_norm_std,mean_drift_norm_min,mean_drift_norm_max
1e-05,actuator,5,4.0676736361314855e-06,2.6817008431040964e-10,4.067282241824257e-06,4.068125877626476e-06,1.3286438296614996e-06,2.230960258077783e-08,1.2921455063096553e-06,1.3597499425366724e-06,1.5187107542318531e-05,6.312165079865271e-09,1.5177065679251026e-05,1.5195930110914397e-05,3.8899931392752084e-06,7.012885652501201e-08,3.769352114979305e-06,3.975035624570123e-06,0.5123564815035311,3.657290371829817e-08,0.512356422322121,0.5123565261383414,0.31017710976559554,9.454495703553275e-10,0.31017710853870756,0.31017711091826516
5e-05,actuator,5,4.070985860558523e-06,1.3116353724796026e-09,4.06972173191651e-06,4.072854044600737e-06,1.3605548197344024e-06,1.9703254726193638e-07,1.0539164194051375e-06,1.5745083853881515e-06,1.5128322317439611e-05,5.668089226822761e-08,1.5061989920870579e-05,1.521287322334962e-05,3.90030119568582e-06,1.610968735522642e-07,3.598410816616744e-06,4.0345898717461484e-06,0.512356493005299,2.4677059180168794e-07,0.5123562349740196,0.5123568641259013,0.3101771091279715,2.762470090578745e-09,0.3101771052850798,0.3101771131492239
0.0001,actuator,5,4.081000001240893e-06,1.3808224326708509e-09,4.079773390829678e-06,4.083642164209029e-06,1.519374510466335e-06,1.929097532484211e-07,1.217967988519715e-06,1.758230680863587e-06,1.5187054523653291e-05,9.443753385269542e-08,1.5047525767343221e-05,1.53116992332518e-05,4.010378961109211e-06,2.697705619526567e-07,3.7231513232556755e-06,4.435373513067303e-06,0.5123563342966276,3.9267132823974255e-07,0.512355771179882,0.5123567777960212,0.3101771122118791,1.5429482112284643e-08,0.31017708384347714,0.3101771276935189
0.0005,actuator,5,4.384539874771676e-06,1.459312854719092e-08,4.361175756917447e-06,4.407132582230376e-06,2.7109329853121192e-06,8.615359140663569e-07,1.2949813349179918e-06,3.9924627417109865e-06,1.5367437214179364e-05,6.969489056823601e-07,1.432488657550715e-05,1.6421309974416558e-05,6.421850032702756e-06,3.1828622299849436e-06,2.298783268534095e-06,1.0338637656507801e-05,0.512358328828679,1.3703068482951053e-06,0.5123557764492731,0.5123598504109398,0.3101771195919635,3.3690171070114917e-08,0.3101770929143224,0.31017718051733767
0.001,actuator,5,5.135999005808967e-06,5.676533695763686e-09,5.128605868675158e-06,5.144978074537614e-06,4.677060659510524e-06,1.5384602612734721e-06,2.621211176290176e-06,7.054739959386674e-06,1.5101871572694269e-05,3.847768659465709e-07,1.4736032072795311e-05,1.573472656857722e-05,1.4606900062249387e-05,4.805208524124028e-06,8.316041249972674e-06,2.0560445806616462e-05,0.5123579476175761,4.192286948521812e-06,0.5123512183566792,0.5123627635994408,0.3101771299200453,7.836541603918603e-08,0.3101770179867999,0.31017725575087185
0.005,actuator,5,1.444229023489626e-05,1.1113720400836074e-07,1.4274319509074662e-05,1.4590512706489239e-05,1.3914524888894938e-05,5.350634058023082e-06,8.516389858881897e-06,2.198395405365978e-05,4.2420928188946503e-05,1.0165176485267543e-06,4.1080062171675455e-05,4.400412837011542e-05,5.7283038152771795e-05,1.0379276016878377e-05,4.20883857126565e-05,7.385562962993363e-05,0.5123925957455308,1.5987191528472496e-05,0.5123711224745212,0.5124179721249719,0.3101770331581954,6.469052654288997e-07,0.31017639963684523,0.310178174995811
0.01,actuator,5,2.7763231902642575e-05,1.9502363681644986e-07,2.7548439640814477e-05,2.8068318778899002e-05,1.8553197133585684e-05,6.627555452766711e-06,1.1863926880331965e-05,2.9659000494168385e-05,9.144206472373045e-05,9.876996323569863e-06,7.971472356617603e-05,0.00010392551498622908,0.00011366808988277498,2.5361923033529194e-05,7.933003497490249e-05,0.00013746073431817628,0.5123964219447693,1.2610282813715754e-05,0.5123812285751759,0.5124136095606566,0.3101777067365627,1.0612865237624737e-06,0.31017612485243096,0.31017927472193046
