avg_step_time_s,final_joint_drift_norm_rad,final_position_error_m,gamma,max_joint_drift_rad,max_position_error_m,mean_position_error_m,mode,ns,param,runtime_s,shape,summary_path
0.0927001425999988,0.007883439668424752,0.00014482935675583724,500,0.006855978979729116,0.00039200007565054387,0.00019457911745146328,live,20,g500_ns20,185.4002851999976,circle,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_live\circle\g500_ns20\single\circle\method2_dlccznn\live\method2_dlccznn_live_with_fb_summary.json
0.09259002605000205,0.007883949527964666,0.00014485247376719204,500,0.006856701686047018,0.00037741245507343037,0.00020245279770528761,live,20,g500_ns20,185.1800521000041,ellipse,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_live\ellipse\g500_ns20\single\ellipse\method2_dlccznn\live\method2_dlccznn_live_with_fb_summary.json
0.09277465084999859,0.007882475463480889,0.00014486815511712112,500,0.00685523624997586,0.00040620505664365686,0.00018449701039809834,live,20,g500_ns20,185.54930169999716,figure8,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_live\figure8\g500_ns20\single\figure8\method2_dlccznn\live\method2_dlccznn_live_with_fb_summary.json
0.09270698450000055,0.007882491476002488,0.00014482663523929075,500,0.006854616920463741,0.0003149116837155919,0.00016805163639002657,live,40,g500_ns40,185.4139690000011,figure8,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_live\figure8\g500_ns40\single\figure8\method2_dlccznn\live\method2_dlccznn_live_with_fb_summary.json
0.09272532544999922,0.007879492259919196,0.00014477333484635798,500,0.006836816086433828,0.0001688606340245929,0.00014991014745806725,live,20,g500_ns20,185.45065089999844,line,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_live\line\g500_ns20\single\line\method2_dlccznn\live\method2_dlccznn_live_with_fb_summary.json
0.09295945690000008,0.007880135881626374,0.00014481512392965773,500,0.006842133007012308,0.00015910822365177343,0.0001439074779856814,live,40,g500_ns40,185.91891380000015,line,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_live\line\g500_ns40\single\line\method2_dlccznn\live\method2_dlccznn_live_with_fb_summary.json
0.0928915885000024,0.007880200493679216,0.00014476881914927877,500,0.0068432706175372005,0.00015895141010922414,0.0001422729548429372,live,60,g500_ns60,185.7831770000048,line,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_live\line\g500_ns60\single\line\method2_dlccznn\live\method2_dlccznn_live_with_fb_summary.json
0.09291703364999922,0.007883083105002098,0.0001448386359288856,500,0.006855140323750675,0.00023584391724278746,0.00016009409737726343,live,20,g500_ns20,185.83406729999842,small_circle,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_live\small_circle\g500_ns20\single\small_circle\method2_dlccznn\live\method2_dlccznn_live_with_fb_summary.json
0.09274828005000017,0.007887785141478938,0.00014490947721903334,500,0.006859412882477045,0.0002106016757828984,0.0001534221197635619,live,40,g500_ns40,185.49656010000035,small_circle,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_live\small_circle\g500_ns40\single\small_circle\method2_dlccznn\live\method2_dlccznn_live_with_fb_summary.json
