Joint,Initial angle (rad),Final angle (rad),Delta (rad)
theta_1,0.000224777,0.000178625,-4.615110811e-05
theta_2,-1.570299387,-1.569160223,1.139163971e-03
theta_3,1.570735216,1.568858266,-1.876950264e-03
theta_4,0.000340814,0.004318797,3.977982793e-03
theta_5,1.570683956,1.570489407,-1.945495605e-04
theta_6,-0.000000000,-0.000000000,0.000000000e+00
