experiment,trajectory_name,solver_type,dlccznn_inner_steps,dlccznn_integrator,noise_profile,pdnn_gain,pdnn_inner_steps,mean_position_error_m,final_position_error_m,max_position_error_m,final_joint_drift_norm_rad,max_joint_drift_rad,mean_task_residual,final_task_residual,mean_solver_residual,final_solver_residual,min_boundary_slack,runtime_s,avg_step_time_s
single_figure8_method2_dlccznn_live,figure8,dlccznn,40,euler,paper_n2_linear,20.0,1,0.00042016783575983795,0.0003567886503087581,0.0010342323923514187,0.0008851463651723169,0.0007370710372924805,0.03841723511913361,0.029220857891845406,0.07999588594671034,0.12115458772422404,1.1889707351875918,184.11734850000357,0.09205867425000179
