experiment,trajectory_name,solver_type,dlccznn_inner_steps,pdnn_gain,pdnn_inner_steps,mean_position_error_m,final_position_error_m,max_position_error_m,final_joint_drift_norm_rad,max_joint_drift_rad,mean_task_residual,final_task_residual,mean_solver_residual,final_solver_residual,min_boundary_slack,runtime_s,avg_step_time_s
single_line_method2_dlccznn_offline,line,dlccznn,60,20.0,1,6.473482768573894e-06,5.142559173876592e-07,2.1453693713539205e-05,7.170107596427372e-06,5.095896568584516e-06,0.0016480857010844187,0.00013328489276501242,0.0030732253409975507,0.0007416258704676953,1.9720860129941957,16.08912170000258,0.0040222804250006445
