experiment,trajectory_name,solver_type,dlccznn_inner_steps,dlccznn_integrator,noise_profile,pdnn_gain,pdnn_inner_steps,mean_position_error_m,final_position_error_m,max_position_error_m,final_joint_drift_norm_rad,max_joint_drift_rad,mean_task_residual,final_task_residual,mean_solver_residual,final_solver_residual,min_boundary_slack,runtime_s,avg_step_time_s
single_small_circle_method2_dlccznn_live,small_circle,dlccznn,40,euler,clean,20.0,1,0.0004013382845263623,0.0004001992303522618,0.0005568942642631489,0.0011073571961978349,0.001010298728942871,0.022283897420672376,0.0035854664284858226,0.05242502959853885,0.014905119433049892,1.7597118201052415,181.50336920001428,0.09075168460000714
