joint,initial_rad,final_rad,delta_rad
theta_1,0.0,8.637215412402487e-08,8.637215412402487e-08
theta_2,-1.5707963267948966,-1.5707960837814265,2.430134700137643e-07
theta_3,1.5707963267948966,1.5707961160053017,-2.1078959488995963e-07
theta_4,0.0,-1.668504768477477e-07,-1.668504768477477e-07
theta_5,1.5707963267948966,1.5707962372094801,-8.958541641845841e-08
theta_6,0.0,1.721681982947167e-11,1.721681982947167e-11
