experiment,trajectory_name,solver_type,dlccznn_inner_steps,pdnn_gain,pdnn_inner_steps,mean_position_error_m,final_position_error_m,max_position_error_m,final_joint_drift_norm_rad,max_joint_drift_rad,mean_task_residual,final_task_residual,mean_solver_residual,final_solver_residual,min_boundary_slack,runtime_s,avg_step_time_s
single_small_circle_method2_dlccznn_live,small_circle,dlccznn,40,20.0,1,0.0001534221197635619,0.00014490947721903334,0.0002106016757828984,0.007887785141478938,0.006859412882477045,0.003122487622454701,8.916473254331171e-05,0.0032732064627277353,9.127286954042191e-05,1.8823780695978396,185.49656010000035,0.09274828005000017
