Joint,Initial angle (rad),Final angle (rad),Delta (rad)
theta_1,0.005334393,0.005813438,4.790453240e-04
theta_2,-1.568557501,-1.566533685,2.023816109e-03
theta_3,1.564966321,1.563086390,-1.879930496e-03
theta_4,-0.003125678,-0.002577139,5.485392176e-04
theta_5,1.568397403,1.567818999,-5.784034729e-04
theta_6,0.000000000,-0.000000007,-7.463186957e-09
