step,time_s,cycle_period_s,cycle_work_s,state_read_s,state_age_s,controller_step_s,publish_s,sleep_s,command_step_norm_rad,command_step_max_abs_rad,command_velocity_norm_rad_s,command_accel_norm_rad_s2,feedback_velocity_norm_rad_s,tcp_pose_used,tcp_pose_age_s,tcp_fk_error_norm_m,deadline_miss,period_overrun
0,0.0,nan,0.0017028070001288143,5.190000138100004e-06,0.0020777839999936987,0.001308203999997204,4.7279000227717916e-05,0.003396235999844066,0.0,0.0,0.0,0.0,0.000259614665992558,False,nan,nan,False,False
1,0.005,0.005184384000131104,0.0014471559998128214,5.981999947834993e-06,0.0011638619998848299,0.0010789719999593217,4.692799984695739e-05,0.003469393000159471,1.1277336596497249e-05,7.519686742635624e-06,0.0022554673192994494,0.45109346385988996,0.00023427189444191754,False,nan,nan,False,False
2,0.01,0.005019713999899977,0.0014399219999177149,9.2280001808831e-06,0.0022723000001860783,0.0010840009999810718,4.52049998784787e-05,0.0034547059999567864,8.160059314563845e-06,6.006066214911025e-06,0.001632011862912769,0.13831715237428774,0.00021995813585817814,False,nan,nan,False,False
3,0.015,0.004966232999777276,0.001259642000150052,4.639000053430209e-06,0.0011287860002084926,0.0008693479999237752,4.680799975176342e-05,0.0036652730000241718,7.736344357778861e-06,5.69809370664747e-06,0.0015472688715557723,0.01695755909075546,0.00020729210518766195,False,nan,nan,False,False
4,0.02,0.004995568000140338,0.0014451920001192775,6.852999831608031e-06,0.002226702999905683,0.001060657999914838,4.452399980436894e-05,0.00349867999966591,2.052990039078702e-06,1.5914450111065293e-06,0.0004105980078157404,0.27278268085989793,0.00019081159553024918,False,nan,nan,False,False
5,0.025,0.005016859000079421,0.0013654710000992054,5.089999831398018e-06,0.0011421909998716728,0.0008918090002225654,4.65279999843915e-05,0.0035475319996294274,1.1218005027192807e-05,8.383861712867656e-06,0.002243601005438561,0.48652760173566956,0.000176758345332928,False,nan,nan,False,False
6,0.03,0.005004745999940496,0.0013854089997948904,6.852999831608031e-06,0.0022631930000898137,0.0010364820000177133,5.6226000197057147e-05,0.0035273930002404086,6.70221430871175e-06,4.143791697774901e-06,0.00134044286174235,0.25748361221395605,0.00016848600353114307,False,nan,nan,False,False
7,0.035,0.004987573000107659,0.0014292219998424116,5.109000085212756e-06,0.0011576409997360315,0.001074934000371286,4.437300003701239e-05,0.0034973470001204987,1.2867619549579381e-05,7.822308931946154e-06,0.0025735239099158765,0.6608655924314875,0.00015743367839604616,False,nan,nan,False,False
8,0.04,0.0050228400000378315,0.0013756109997302701,6.93300034981803e-06,0.002268972999900143,0.0010265040000376757,4.276999970898032e-05,0.0035229449999860663,1.0292751513029096e-05,6.597541260136844e-06,0.0020585503026058194,0.10559061173498892,0.00015083748439792544,False,nan,nan,False,False
9,0.045,0.004967294999914884,0.0012405359998410859,5.070000042906031e-06,0.0011252589997639006,0.0008458730003439996,4.24899999416084e-05,0.0036915030000272964,7.902158845470995e-06,5.463917158815601e-06,0.001580431769094199,0.10031335072557789,0.00014477167860604823,False,nan,nan,False,False
10,0.05,0.005020995999984734,0.0013894569997319195,6.493000000773463e-06,0.0022519909998663934,0.0010519110001041554,4.299099964555353e-05,0.003520431000197277,7.908064222054474e-06,5.466482255964561e-06,0.0015816128444108948,0.00025962425452184064,0.00013653577479999512,False,nan,nan,False,False
11,0.055,0.0049834159999591066,0.0012458860001061112,4.848999651585473e-06,0.0011250890001974767,0.0008524559998477343,4.38130000475212e-05,0.00368358800005808,3.993370528853909e-06,3.534597185087139e-06,0.0007986741057707818,0.24862831035716979,0.00013154656335245818,False,nan,nan,False,False
12,0.06,0.005024864000006346,0.0013328899999578425,8.536000223102747e-06,0.002275235000070097,0.0009445289997529471,4.256000011082506e-05,0.0035710560000552505,3.112442088099801e-05,2.124051614060818e-05,0.006224884176199602,1.341290672740127,0.00012690923176705837,False,nan,nan,False,False
13,0.065,0.00496978000001036,0.0014247330000216607,4.859000000578817e-06,0.0010683119999157498,0.0010655559999577235,4.496500014283811e-05,0.003512254999805009,1.9536275261426033e-05,1.3144952161203705e-05,0.0039072550522852075,0.4648319011723673,0.00011855092452606186,False,nan,nan,False,False
14,0.07,0.005018401000143058,0.0013112599999658414,7.083000127749983e-06,0.00011904399980267044,0.0009621819999665604,4.3741999888879946e-05,0.003600731000005908,2.0168308551918584e-05,1.3587892556010672e-05,0.004033661710383716,0.02539335394380844,0.00011477147927507758,False,nan,nan,False,False
15,0.075,0.0049801289997049025,0.0013777150002169947,4.980000085197389e-06,0.0012268899999980931,0.0010114550000253075,4.653799987863749e-05,0.0035566480000852607,2.0160438515543586e-05,1.3582495251185378e-05,0.004032087703108717,0.0003149967682578996,0.00010953364835586399,False,nan,nan,False,False
16,0.08,0.005002732000320975,0.001199108999571763,5.0499997996666934e-06,0.00010913599999184953,0.0008587580000494199,4.251000018484774e-05,0.0037328600001274026,1.556302508816947e-05,1.0353914348337767e-05,0.0031126050176338944,0.18494089745578735,0.00010629942698869854,False,nan,nan,False,False
17,0.085,0.004999845999918762,0.0013366379998842604,5.118999979458749e-06,0.0012232439999024791,0.0010019470000770525,4.32709998676728e-05,0.00359633300013229,5.029968577203177e-06,3.3446838678674595e-06,0.0010059937154406355,0.42133991779104746,0.00010179106175201014,False,nan,nan,False,False
18,0.09,0.005000569000003452,0.0011861929997394327,4.818999968847493e-06,0.00011350400018272921,0.0008364049999727285,4.1878999581967946e-05,0.003843800000140618,3.0191110839335966e-05,1.6561630910905123e-05,0.0060382221678671934,1.0940004105063919,9.899197175400332e-05,False,nan,nan,False,False
19,0.095,0.005219238999870868,0.0016741029999138846,1.392600006511202e-05,0.0014650490002168226,0.0012173120003353688,4.404300034366315e-05,0.0030389640000976215,2.814109273072129e-05,1.5550681129526467e-05,0.005628218546144258,0.08633665042468612,9.507076174486428e-05,False,nan,nan,False,False
20,0.1,0.004793859000074008,0.0014037529999768594,7.384000127785839e-06,0.0022788820001551358,0.0010514400000829482,4.392299979372183e-05,0.003515231000164931,2.556439949655393e-05,1.4495787110310113e-05,0.005112879899310785,0.10811202380250781,9.262475941795856e-05,False,nan,nan,False,False
21,0.105,0.00499068899989652,0.001335164000010991,6.262000169954263e-06,0.001112213999931555,0.000981368000338989,4.341199974078336e-05,0.0035915140001634427,2.450683960536617e-05,1.4053516938770241e-05,0.0049013679210732335,0.043915960272382815,8.918292587623e-05,False,nan,nan,False,False
22,0.11,0.00499832300010894,0.0012095080001017777,5.090000286145369e-06,0.000549464999949123,0.0008633859997644322,4.7789999825909035e-05,0.0037196349999248923,2.1671983546451046e-05,1.2623479452368992e-05,0.00433439670929021,0.11500024199593205,8.702702325535938e-05,False,nan,nan,False,False
23,0.115,0.004998132999844529,0.0013349640003070817,4.568999884213554e-06,0.0011148700000376266,0.000987519999853248,4.225999964546645e-05,0.003597114999593032,2.1680248483497893e-05,1.2626972689138931e-05,0.004336049696699578,0.0003410677753509625,8.398185634280566e-05,False,nan,nan,False,False
24,0.12,0.005001138999887189,0.0013935040001342713,6.993000170041341e-06,0.002233535999948799,0.0010394579999228881,4.4163999973534374e-05,0.0035368610001569323,1.5825378191142047e-05,1.0799336844804057e-05,0.0031650756382284096,0.2956269332547123,8.20673958514818e-05,False,nan,nan,False,False
25,0.125,0.005001479000384279,0.001261034999970434,4.980000085197389e-06,0.0014496700000563578,0.00086757300005047,4.2800000301213004e-05,0.0036670469999080524,1.5650128130045867e-05,1.0757814489885322e-05,0.0031300256260091727,0.009162248792206744,8.023829286685213e-05,False,nan,nan,False,False
26,0.13,0.004998313999749371,0.001191292999919824,4.738999905384844e-06,0.0001057790000231762,0.000856042000123125,4.143800015299348e-05,0.003737208000075043,1.532085723492741e-05,1.0684867843416367e-05,0.0030641714469854826,0.017185027031581465,7.553813574645574e-09,False,nan,nan,False,False
27,0.135,0.004997551000087697,0.0013719640000999789,4.918999820802128e-06,0.0011831380002149672,0.0010228359997199732,4.380300015327521e-05,0.0035619790000964713,1.4703162725075254e-05,1.0612874098501804e-05,0.0029406325450150508,0.047044559049299106,7.0155652087103195e-15,False,nan,nan,False,False
28,0.14,0.005015005000132078,0.0013666739996551769,6.842999937362038e-06,0.002270054999826243,0.001023237000026711,5.244900012257858e-05,0.0035527810000530735,1.0533045694873079e-05,8.530397224477701e-06,0.002106609138974616,0.19381595272032676,6.678212690149664e-19,False,nan,nan,False,False
29,0.145,0.004990488999737863,0.0012960910003130266,5.100000180391362e-06,0.0011144289996991574,0.0009652280000409519,4.165900008956669e-05,0.003629735999766126,1.5747558095508155e-05,1.3964826963409082e-05,0.0031495116191016313,0.2679809979727635,6.202354772351656e-25,False,nan,nan,False,False
30,0.15,0.005075249000128679,0.0011826370000562747,5.379999947763281e-06,3.532699975039577e-05,0.0008546300000489282,4.274000002624234e-05,0.0036704429999190324,1.4942986089256885e-05,1.3252632024628964e-05,0.0029885972178513775,0.04264618967129381,5.904106161536098e-29,False,nan,nan,False,False
31,0.155,0.004921147999993991,0.0012970520001545083,4.818999968847493e-06,0.001116793000164762,0.0009560399998918001,4.328199975134339e-05,0.0036340540000310284,1.3254857494761768e-05,1.1724452592182907e-05,0.0026509714989523536,0.07051743481778143,5.483408509956752e-35,False,nan,nan,False,False
32,0.16,0.005084895999971195,0.0011959630001001642,5.130000317876693e-06,3.4936000247398624e-05,0.000854289000017161,4.177900018476066e-05,0.003641126999809785,1.1694410229184622e-05,8.62438239798262e-06,0.0023388820458369246,0.3054568334286075,5.219731682225119e-39,False,nan,nan,False,False
33,0.165,0.004888045999905444,0.0010233269999844197,3.456000285950722e-06,0.0010720089999267657,0.0006984550000197487,5.680699996446492e-05,0.003933217999929184,1.455057448734615e-05,1.1992950515254596e-05,0.0029101148974692305,0.4650286652538114,4.203895392974451e-45,False,nan,nan,False,False
34,0.17,0.00502469299999575,0.0011977660001321055,4.9599998419580515e-06,0.00023036399988995981,0.000836786000036227,4.6137000026647e-05,0.0037361360000431887,1.4074783096183869e-05,1.2251829280671858e-05,0.002814956619236774,0.13757785907714004,0.0,False,nan,nan,False,False
35,0.17500000000000002,0.005003372999908606,0.0013303160003488301,4.89999956698739e-06,0.0015384080002149858,0.0009757379998518445,4.375200023787329e-05,0.0036014419997627556,3.3758924638064504e-05,2.9236185905030115e-05,0.006751784927612901,0.8410255554289221,0.0,False,nan,nan,False,False
36,0.18,0.005001258999982383,0.0011968340004386846,4.909999915980734e-06,0.0003566319996934908,0.0008564729996578535,4.056699981447309e-05,0.003730154999630031,3.1423782690435644e-05,2.7383761778979515e-05,0.0062847565380871285,0.1026091389727249,0.0,False,nan,nan,False,False
37,0.185,0.0049958390000028885,0.00122614900010376,4.749000254378188e-06,0.001235897000242403,0.0008506609997311898,4.220999971948913e-05,0.003705918999912683,2.937892777868093e-05,2.572904314076115e-05,0.005875785555736186,0.09057368935140261,0.0,False,nan,nan,False,False
38,0.19,0.004999676000352338,0.0011778079997384339,4.798999725608155e-06,0.00011682000013024663,0.0008402520002164238,4.1960000089602545e-05,0.003752226999949926,2.4459144616704494e-05,2.131563895700519e-05,0.0048918289233408985,0.1986546213259571,0.0,False,nan,nan,False,False
39,0.195,0.004997391999950196,0.001288796999688202,4.617999820766272e-06,0.0012240749997545208,0.0009160859999610693,4.301099988879287e-05,0.0036464470003920724,2.2463504787549974e-05,1.9517109865375718e-05,0.0044927009575099945,0.09231431719577082,0.0,False,nan,nan,False,False
40,0.2,0.005002972000056616,0.0011710149997270491,4.718999662145507e-06,0.00011475600013000076,0.0008114790002764494,4.24200002271391e-05,0.003761955000300077,1.9934808846448345e-05,1.7417022530622665e-05,0.003986961769289668,0.10920107102757835,0.0,False,nan,nan,False,False
41,0.20500000000000002,0.005000316999939969,0.0013268590000734548,4.729000011138851e-06,0.0012310080001043389,0.0009947840003405872,4.262000038579572e-05,0.0036048389997631602,7.388201040313289e-05,6.178834443657536e-05,0.014776402080626578,2.1988700215931107,0.0,False,nan,nan,False,False
42,0.21,0.005002230999707535,0.0011844410000776406,5.0399999054207e-06,0.00010969699997076532,0.000825645000077202,4.283999987819698e-05,0.003745354000329826,6.794506143805571e-05,5.729982667732717e-05,0.013589012287611143,0.24810109111236983,0.0,False,nan,nan,False,False
43,0.215,0.005002742000215221,0.0013536689998545626,4.358000296633691e-06,0.0012332019996392773,0.0010078779996547382,4.969300016455236e-05,0.003573820999918098,6.638093799877227e-05,5.6051120411080706e-05,0.013276187599754453,0.06361648457700997,0.0,False,nan,nan,False,False
44,0.22,0.00499219199991785,0.0009404209999956947,3.858000127365813e-06,0.00012057699996148585,0.000674149000133184,3.7429999792948365e-05,0.003992518999893946,6.401432066334188e-05,5.420301615123378e-05,0.012802864132668377,0.09775107039923232,0.0,False,nan,nan,False,False
45,0.225,0.004990138000266597,0.0009278869997615402,4.156999693805119e-06,0.0012565960000756604,0.0006645219996244123,3.5247000141680473e-05,0.00402782599985585,6.14741632690496e-05,5.212635355441065e-05,0.01229483265380992,0.10287095929828263,0.0,False,nan,nan,False,False
46,0.23,0.005012249999708729,0.0009222470002896443,3.56700002157595e-06,0.00013906200001656543,0.0006604339996556519,4.033599998365389e-05,0.003997918999630201,5.9639117939636426e-05,5.066781493789836e-05,0.011927823587927284,0.07529691650223361,4.612064367393032e-05,False,nan,nan,False,False
47,0.23500000000000001,0.004993113000182348,0.0011138679997202416,5.099999725644011e-06,0.0012344349997874815,0.000803733999873657,3.9725000078760786e-05,0.0038143140000101994,5.6655943633026006e-05,4.8352476576023884e-05,0.0113311887266052,0.12549493918881355,5.193665492697619e-05,False,nan,nan,False,False
48,0.24,0.004986882000139303,0.0009362439996039029,3.957999979320448e-06,0.00012557599984575063,0.0006743499998265179,3.430499964451883e-05,0.004001185000106489,5.497515261499334e-05,4.702510222852601e-05,0.010995030522998668,0.07031271561186406,5.08041848661378e-05,False,nan,nan,False,False
49,0.245,0.00500330299973939,0.0010213529999418824,4.058000286022434e-06,0.001253410000117583,0.0006690099999104859,0.0001193449998027063,0.003922287000023061,5.18930689610234e-05,4.461807466497861e-05,0.010378613792204679,0.13237905104919256,0.00044400920498957743,False,nan,nan,False,False
50,0.25,0.005021346999910747,0.0012893380003333732,5.230000169831328e-06,0.00016456999992442434,0.0009262250000574568,4.472500040719751e-05,0.003641006999714591,5.064619311037051e-05,4.355946001682889e-05,0.010129238622074105,0.05036490069622118,0.0003421261963465931,False,nan,nan,False,False
51,0.255,0.00500391400009903,0.0013951569999335334,7.243999789352529e-06,0.0012794889998986037,0.000905645999864646,4.5806999878550414e-05,0.0035333450000507582,4.94604897090655e-05,4.255508302195536e-05,0.0098920979418131,0.04779622015139113,0.00029696368338902725,False,nan,nan,False,False
52,0.26,0.004999755999961053,0.0012962509999852045,4.6889999794075266e-06,0.00015072299993335037,0.0009252730001207965,4.382299994176719e-05,0.0036294760002419935,4.4906710879133425e-05,3.8907418682015054e-05,0.008981342175826685,0.19681285197064213,0.0003419975110167714,False,nan,nan,False,False
53,0.265,0.004997391999950196,0.001330726000105642,5.1500001063686796e-06,0.001260173999980907,0.0009292600002481777,4.462400011107093e-05,0.0035976459998892096,4.2220889696391e-05,3.706353547980671e-05,0.0084441779392782,0.17164860480498553,0.00031258823582905787,False,nan,nan,False,False
54,0.27,0.004999005000172474,0.0012453449999156874,4.7789999371161684e-06,0.00013499400029104436,0.0008939429999372805,4.257099999449565e-05,0.0036874850002277526,4.907075357804949e-05,4.222470353961786e-05,0.009814150715609898,0.316807133034761,0.000298604485578835,False,nan,nan,False,False
55,0.275,0.005006738999782101,0.001393194000229414,5.089999831398018e-06,0.0012545130002763472,0.0010452080000504793,4.5324999973672675e-05,0.003530158000103256,4.826153758117166e-05,4.2177599038693405e-05,0.009652307516234332,0.17596175714942838,0.0002752862637862563,False,nan,nan,False,False
56,0.28,0.004994326000087312,0.0012587810001605249,4.828999863093486e-06,0.00013245900026959134,0.000908430999970733,4.540600002655992e-05,0.0036720449998028926,4.909932174688879e-05,4.3095320953542e-05,0.009819864349377757,0.055504080275771424,0.00025573279708623886,False,nan,nan,False,False
57,0.28500000000000003,0.005002290999982506,0.0013019920002079743,4.799000180355506e-06,0.0012546529997052858,0.0009145419999185833,4.3541999730223324e-05,0.0036252969998713525,5.965897430162827e-05,5.174510590760865e-05,0.011931794860325654,0.45085369628391714,0.0002387708518654108,False,nan,nan,False,False
58,0.29,0.004999906000193732,0.001245355999799358,4.6980003389762715e-06,0.00014466300035564927,0.0008777130001362821,4.4023000100423815e-05,0.003678878000300756,5.878663627843817e-05,5.126293369222236e-05,0.011757327255687632,0.08222168458439663,0.00018335573258809745,False,nan,nan,False,False
59,0.295,0.0049993059997177625,0.0013616840001304809,4.679000085161533e-06,0.001256736999948771,0.0008786539997345244,4.520500033322605e-05,0.0035648339999170275,6.110887847265519e-05,5.373207141759995e-05,0.01222177569453104,0.4427832717286319,0.0002033328200923279,False,nan,nan,False,False
60,0.3,0.005001800000172807,0.0012434420000317914,5.030000011174707e-06,0.0001226009999300004,0.0008724530002837128,4.279099994164426e-05,0.003677424999750656,7.071406513433723e-05,6.160286016135056e-05,0.014142813026867448,0.6851345344113648,0.00021314882906153798,False,nan,nan,False,False
61,0.305,0.004991400000108115,0.0013016409998272138,4.5889996727055404e-06,0.0012475190001168812,0.000895485999990342,4.262000038579572e-05,0.003630747999977757,7.293709934564912e-05,6.430807435052638e-05,0.014587419869129824,0.28986311681875004,0.0005864897393621504,False,nan,nan,False,False
62,0.31,0.0050002570001197455,0.0012276719999135821,4.6590002966695465e-06,0.00012202000016259262,0.0008719620000192663,4.760000001624576e-05,0.0037020219997430104,7.269897896874448e-05,6.407866373304364e-05,0.014539795793748896,0.013923081017275006,0.0013749320060014725,False,nan,nan,False,False
63,0.315,0.004998914999760018,0.001374958999804221,4.9690002015267964e-06,0.0012461369997254224,0.0008974809998107958,5.2880000112054404e-05,0.0035589830004028045,7.298374125551301e-05,6.432407693931846e-05,0.014596748251102604,0.017604462961128116,0.0010641353437677026,False,nan,nan,False,False
64,0.32,0.00500362299999324,0.001240126000084274,4.729000011138851e-06,0.0001362660000268079,0.0008967689996097761,4.276999970898032e-05,0.003687383999931626,9.815053084405249e-05,8.573597647881093e-05,0.019630106168810498,1.054939688126558,0.0007742946036159992,False,nan,nan,False,False
65,0.325,0.0049983740000243415,0.001282073999846034,4.608999915944878e-06,0.001240987000073801,0.0009025099998325459,4.231999992043711e-05,0.003648662000159675,9.7203056078296e-05,8.498838696781727e-05,0.0194406112156592,0.04476644977906009,0.0007096725748851895,False,nan,nan,False,False
66,0.33,0.004998904999865772,0.0012421890000950953,4.8790002438181546e-06,0.00013031500020588282,0.0008799679999356158,4.1757999952096725e-05,0.0036910009998791793,9.360747058959296e-05,8.229374951149854e-05,0.018721494117918593,0.21387444912050743,0.001779500744305551,False,nan,nan,False,False
67,0.335,0.00501057600013155,0.0013035749998380197,5.230000169831328e-06,0.0012598120001712232,0.0009059760000127426,4.345200022726203e-05,0.0036201380003149097,9.033712909217786e-05,7.968672244663467e-05,0.01806742581843557,0.22602692690537954,0.0010823914781212807,False,nan,nan,False,False
68,0.34,0.0049978420001934865,0.0012444740000319143,4.889000138064148e-06,0.000145494000207691,0.0008913689998735208,4.2641000163712306e-05,0.003694708999773866,0.00010137458939703969,8.973103717458893e-05,0.020274917879407935,0.48859811871812503,0.0010157952167663166,False,nan,nan,False,False
69,0.34500000000000003,0.005010666999623936,0.0014279700003498874,4.708000233222265e-06,0.0012677179997808707,0.0010617500001899316,4.829099998460151e-05,0.0034872169999289326,0.00010105283302714628,8.93293473008803e-05,0.020210566605429255,0.14879097874028743,0.0031656905376101184,False,nan,nan,False,False
