experiment,trajectory_name,solver_type,dlccznn_inner_steps,dlccznn_integrator,noise_profile,pdnn_gain,pdnn_inner_steps,mean_position_error_m,final_position_error_m,max_position_error_m,final_joint_drift_norm_rad,max_joint_drift_rad,mean_task_residual,final_task_residual,mean_solver_residual,final_solver_residual,min_boundary_slack,runtime_s,avg_step_time_s
single_line_method2_dlccznn_live,line,dlccznn,40,euler,clean,20.0,1,0.00037487299563980834,0.0003855377746648795,0.0005182973862380846,0.00027880261994919667,0.00022919854382053018,0.020306240779453855,0.010757502144042258,0.048437652801699545,0.03643831097796165,1.7974595065010293,184.42877620001673,0.09221438810000836
