method,noise_channel,noise_profile,noise_level,trials,duration_s,tau,mean_position_error_m_mean,mean_position_error_m_std,mean_position_error_m_min,mean_position_error_m_max,max_position_error_m_mean,max_position_error_m_std,max_position_error_m_min,max_position_error_m_max,final_position_error_m_mean,final_position_error_m_std,final_position_error_m_min,final_position_error_m_max,mean_joint_drift_norm_rad_mean,mean_joint_drift_norm_rad_std,mean_joint_drift_norm_rad_min,mean_joint_drift_norm_rad_max,max_abs_joint_drift_rad_mean,max_abs_joint_drift_rad_std,max_abs_joint_drift_rad_min,max_abs_joint_drift_rad_max,final_joint_drift_norm_rad_mean,final_joint_drift_norm_rad_std,final_joint_drift_norm_rad_min,final_joint_drift_norm_rad_max,mean_elncp_residual_norm_mean,mean_elncp_residual_norm_std,mean_elncp_residual_norm_min,mean_elncp_residual_norm_max,max_elncp_residual_norm_mean,max_elncp_residual_norm_std,max_elncp_residual_norm_min,max_elncp_residual_norm_max,mean_stationarity_norm_mean,mean_stationarity_norm_std,mean_stationarity_norm_min,mean_stationarity_norm_max,mean_ncp_residual_norm_mean,mean_ncp_residual_norm_std,mean_ncp_residual_norm_min,mean_ncp_residual_norm_max,mean_pcg_iterations_mean,mean_pcg_iterations_std,mean_pcg_iterations_min,mean_pcg_iterations_max,max_pcg_iterations_mean,max_pcg_iterations_std,max_pcg_iterations_min,max_pcg_iterations_max,mean_active_iterations_mean,mean_active_iterations_std,mean_active_iterations_min,mean_active_iterations_max,max_active_iterations_mean,max_active_iterations_std,max_active_iterations_min,max_active_iterations_max,min_boundary_slack_mean,min_boundary_slack_std,min_boundary_slack_min,min_boundary_slack_max,mean_noise_norm_mean,mean_noise_norm_std,mean_noise_norm_min,mean_noise_norm_max,max_noise_norm_mean,max_noise_norm_std,max_noise_norm_min,max_noise_norm_max,wall_clock_run_s_mean,wall_clock_run_s_std,wall_clock_run_s_min,wall_clock_run_s_max
Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,1e-05,5,20.0,0.005,0.00020435924384996405,2.1895946859976963e-08,0.00020434425630448032,0.0002044021233015963,0.00030761985736743375,2.611542129828933e-07,0.0003071995855774643,0.00030794128674930805,2.0317494193279616e-06,8.439971744091117e-07,7.291375141324319e-07,3.1477488688831942e-06,0.3101204671808516,4.787283113501416e-07,0.31011996787756746,0.3101213690094605,0.4125530228791991,1.0390058845164649e-06,0.41255117796851004,0.41255435127545725,1.0020886704462268e-05,2.0305501399595117e-07,9.753384578498724e-06,1.0262740576000775e-05,1.9504502308171314e-08,4.097022398257756e-10,1.8927592192754803e-08,2.0104829244819834e-08,1.5357803885639433e-07,4.168132457551575e-09,1.45773169591309e-07,1.5772726455618012e-07,1.94646169790551e-08,4.1001515706981633e-10,1.8887620063885926e-08,2.006538980729383e-08,8.670083626830415e-11,1.3036707358370514e-18,8.670083492777836e-11,8.67008381068897e-11,9.551950000000001,0.01837008437650773,9.52775,9.57825,13.0,0.0,13.0,13.0,1.53835,0.005171073389539192,1.53225,1.54475,2.0,0.0,2.0,2.0,1.8596596621907229,8.429360468087791e-08,1.8596595519047427,1.8596597742031213,4.99875e-06,3.7880464984852187e-22,4.998749999999999e-06,4.99875e-06,9.9975e-06,7.576092996970437e-22,9.997499999999999e-06,9.9975e-06,1.832196319999639,0.04208996626582367,1.7556195000070147,1.8740869000030216
Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,5e-05,5,20.0,0.005,0.0002045703966473333,3.051106893684531e-07,0.00020426894120567141,0.00020509160840919156,0.0003073141293449988,3.2178468591824786e-06,0.00030278779420505,0.00031132189367656974,1.3714856877309841e-05,5.247266360556579e-06,6.70745688045914e-06,2.1938033765579775e-05,0.31011948843492154,3.4019378898511636e-06,0.3101133318819661,0.310123175403716,0.4125569580127954,7.444830379730172e-06,0.4125457993795867,0.4125665565716703,5.01109509905032e-05,1.7786128319847816e-07,4.991868801235939e-05,5.044716875681979e-05,1.948599058703749e-08,4.813893081787134e-10,1.8867898269240494e-08,2.0325984794732135e-08,1.6441831544874952e-07,3.478061793030007e-09,1.5975255646700758e-07,1.7009575879284757e-07,1.9446063001983435e-08,4.816485562290738e-10,1.8827418454006005e-08,2.0286409942832624e-08,8.670083553343015e-11,1.0772066886104968e-18,8.670083397660769e-11,8.670083704318574e-11,9.551150000000002,0.022087666241592935,9.52125,9.5835,13.0,0.0,13.0,13.0,1.5389,0.006226154511413959,1.53175,1.548,2.0,0.0,2.0,2.0,1.8596589910392882,1.1221336203184082e-06,1.8596577989281216,1.8596608610103216,2.499375e-05,3.030437198788175e-21,2.4993749999999998e-05,2.499375e-05,4.99875e-05,4.285685386446168e-21,4.9987499999999995e-05,4.99875e-05,1.8564916599949357,0.03285450082899829,1.811977899982594,1.9065859999973327
Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,0.0001,5,20.0,0.005,0.0002052148872338289,5.268284104698796e-07,0.0002043982706993837,0.00020593660573827856,0.0003133532480687943,1.004277945374364e-05,0.00029970656119553374,0.0003257774659988135,2.7748237729507167e-05,6.843441695363689e-06,1.5823537430273323e-05,3.678066609595641e-05,0.31011872826010844,8.49800014700167e-06,0.310105680824633,0.31013151983051096,0.41254725435297795,2.48495219434018e-05,0.41251982351666516,0.4125923021686104,9.991325834019424e-05,2.0150527707830947e-07,9.972221483735486e-05,0.00010027792991306863,1.9419637221951174e-08,1.1444087850533362e-10,1.929062538259377e-08,1.9582677694547502e-08,1.5115637694603204e-07,1.2072069694549285e-08,1.401001399164261e-07,1.7240347500000383e-07,1.9379626549486815e-08,1.1445319961442062e-10,1.925042845477001e-08,1.9542486172316455e-08,8.670083675298918e-11,8.905269497808657e-19,8.670083510186683e-11,8.670083761698163e-11,9.5565,0.006314665470157385,9.545,9.56425,12.8,0.39999999999999997,12.0,13.0,1.5401500000000001,0.0011789826122551974,1.5385,1.5415,2.0,0.0,2.0,2.0,1.8596592563079557,2.112919861789495e-06,1.859655911681534,1.8596616568903326,4.99875e-05,6.06087439757635e-21,4.9987499999999995e-05,4.998750000000001e-05,9.9975e-05,1.4846049669160442e-20,9.997499999999999e-05,9.997500000000003e-05,1.8661903600033838,0.09466347039767134,1.7474246000056155,1.9979987000115216
Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,0.0005,5,20.0,0.005,0.0002117885136858233,6.940736824607237e-06,0.0002040835261943027,0.00022410453784426704,0.0003352547132013745,3.366036588686592e-05,0.00030770708714013956,0.00040105316960590924,9.918869200477378e-05,3.817128742441553e-05,5.4789224616688523e-05,0.00015214898151430197,0.31015674600378296,3.3468493524459634e-05,0.3101170284604145,0.31019622187738377,0.4126039936700073,0.00010241929293445794,0.4124249952163679,0.41270003931295407,0.0004998871370974847,1.28546175711061e-07,0.0004997259108814889,0.0005000600555916108,1.9507239666083185e-08,3.25157330725975e-10,1.9149893164924827e-08,1.9949672088769438e-08,1.540583451648864e-07,1.1451749814978552e-08,1.376744472619077e-07,1.6580519733834109e-07,1.9467412532843516e-08,3.2517219604997585e-10,1.9110445168276753e-08,1.99098186551644e-08,8.670083768013739e-11,1.3683211178959838e-17,8.670081891567028e-11,8.670086109109556e-11,9.55625,0.010094552986635887,9.5435,9.5725,12.8,0.39999999999999997,12.0,13.0,1.5386,0.0028486839066487924,1.5355,1.54375,2.0,0.0,2.0,2.0,1.8596618159412581,9.903592079881966e-06,1.8596483179652692,1.8596760692382253,0.00024993750000000005,0.0,0.00024993750000000005,0.00024993750000000005,0.0004998750000000001,9.69739903612216e-20,0.000499875,0.0004998750000000001,1.8153575200005434,0.0895339933718486,1.716373500006739,1.9647444000001997
Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,0.001,5,20.0,0.005,0.0002375308346410538,1.2149655676317909e-05,0.0002216102829337169,0.0002576335635809302,0.0004046630923943922,4.668259606184628e-05,0.0003393836279669131,0.00045942071723250054,0.00021346370804757467,7.817417585769749e-05,0.00011248676345250993,0.00033031858255077164,0.31012165908936135,0.00010367430604828144,0.3100089250467492,0.3103011662502264,0.4125989234126733,0.00026456772317586154,0.41231392632467845,0.4130191299954531,0.0009998343172167828,1.866705242524437e-07,0.0009996275500354327,0.0010001271490054932,1.9774242495537654e-08,1.774594961910042e-10,1.945370347559429e-08,1.9936226464749333e-08,1.577943016392598e-07,1.0175037884299398e-08,1.3960552584244077e-07,1.6938205871740392e-07,1.9734761887577034e-08,1.777438742306063e-10,1.9413706013659912e-08,1.989737182532341e-08,8.670083154345004e-11,2.858961081084312e-17,8.67007950006956e-11,8.670087445397715e-11,9.53645,0.02177578930831222,9.51175,9.56275,12.4,0.48989794855663565,12.0,13.0,1.5337,0.005857473858242946,1.52625,1.54075,2.0,0.0,2.0,2.0,1.8596489304545305,1.4332009512014937e-05,1.8596259335048864,1.8596708576423553,0.0004998750000000001,8.39819391591652e-20,0.000499875,0.0004998750000000001,0.0009997499999999998,1.939479807224432e-19,0.0009997499999999998,0.00099975,1.871330740005942,0.038806358020387226,1.8218565999995917,1.9339059000194538
Method 3: continuous TVQP + ELNCP + PCG,sensor,quadratic,1e-06,5,20.0,0.005,0.00020433685346747037,2.7687534851770495e-08,0.00020430406772445133,0.00020436984400431325,0.0003074099945097788,1.8046580938076675e-08,0.0003073906965028348,0.000307432730713644,5.835939696346824e-07,9.309641600010657e-08,5.201154664344121e-07,7.639867043503963e-07,0.31012091036213557,3.945007681565213e-08,0.31012084181562255,0.31012095813593976,0.4125530800211125,1.419047120882311e-11,0.4125530800109287,0.4125530800490971,1.050689795196282e-06,1.068207304600745e-07,9.398314062522574e-07,1.2354887130055814e-06,1.925917531599777e-08,5.116051287075983e-10,1.8511988079731893e-08,1.9864815145317108e-08,1.507716513409093e-07,7.842459228768385e-09,1.4443744373717484e-07,1.6438456758198267e-07,1.9218859171539653e-08,5.121687989456814e-10,1.8470810265720366e-08,1.9825124518928197e-08,8.670083586077386e-11,1.010247337010938e-18,8.670083445807813e-11,8.670083712683281e-11,9.57175,0.020316249653909643,9.55,9.604,12.0,0.0,12.0,12.0,1.5433000000000001,0.008344758834142546,1.5345,1.55675,2.0,0.0,2.0,2.0,1.8596594688939188,2.1741568613353214e-07,1.8596592310208202,1.8596598599309333,3.33333375e-07,0.0,3.33333375e-07,3.33333375e-07,1e-06,9.470116246213047e-23,9.999999999999997e-07,1e-06,1.9038643800013233,0.08835345522533292,1.7971344999969006,2.0267721000127494
Method 3: continuous TVQP + ELNCP + PCG,sensor,quadratic,5e-06,5,20.0,0.005,0.0002043619203921015,8.141166470531491e-08,0.00020425765993873973,0.00020450178598029333,0.0003074512717632154,5.91017290885287e-08,0.0003073568783182768,0.00030753573430876646,1.2495643575433077e-06,5.147979343489559e-07,3.617020196459458e-07,1.749040280410829e-06,0.3101209148398222,3.440276198736336e-07,0.31012053658854244,0.31012133034556616,0.41255308001315727,2.133798622812558e-12,0.4125530800104251,0.4125530800163395,5.027111265653183e-06,1.9236282088490786e-07,4.768411083784899e-06,5.216151046565647e-06,1.9536141381237862e-08,4.448502876523475e-10,1.8955225466566624e-08,2.028905392391744e-08,1.539481308565073e-07,5.330140166373409e-09,1.476574699646154e-07,1.605126330370797e-07,1.9496000921346928e-08,4.4517787062259727e-10,1.891440895531046e-08,2.0249041822174838e-08,8.670083733751814e-11,1.5623887378679991e-18,8.670083461340237e-11,8.670083911909892e-11,9.58515,0.038989934598560254,9.55125,9.64475,12.6,0.8,12.0,14.0,1.5468999999999997,0.010643777524920392,1.53625,1.56175,2.0,0.0,2.0,2.0,1.8596585951199436,1.034048245584302e-06,1.8596571623775053,1.859659875058107,1.6666668750000003e-06,4.235164736271502e-22,1.6666668749999999e-06,1.6666668750000007e-06,5e-06,5.35710673305771e-22,4.9999999999999996e-06,5.000000000000001e-06,1.8395763600012287,0.0658704979266106,1.7199866999872029,1.9184271999984048
Method 3: continuous TVQP + ELNCP + PCG,sensor,quadratic,1e-05,5,20.0,0.005,0.0002041829573141896,2.2806765038872976e-07,0.00020395586880916322,0.0002045275592062664,0.0003075943562167056,1.2532521065410112e-07,0.0003073966711986736,0.00030770924306533205,3.062143585043617e-06,5.492700135442786e-07,2.314675961491029e-06,3.93318122158566e-06,0.3101207271908888,8.646382842560163e-07,0.31011950931036814,0.31012202766336966,0.41255308001711866,1.0865966647332244e-11,0.4125530800082018,0.4125530800377539,1.005880665150227e-05,1.8163984082523353e-07,9.808618301887817e-06,1.0292618949579052e-05,1.8706539116519753e-08,6.754977786072162e-10,1.789823112497203e-08,1.9519265901229724e-08,1.6383505766048525e-07,9.543183501356029e-09,1.5073398838138795e-07,1.7977793754775198e-07,1.866480912818728e-08,6.763422221916404e-10,1.7855475791608083e-08,1.9478609301669308e-08,8.670083674588338e-11,9.517835827906e-19,8.670083549877788e-11,8.67008379421456e-11,9.643899999999999,0.05729389147195343,9.56925,9.71125,12.4,0.48989794855663565,12.0,13.0,1.5667499999999999,0.016284194791269246,1.54625,1.5835,2.0,0.0,2.0,2.0,1.859654509752054,2.4805588711351526e-06,1.859651435264702,1.8596583115641188,3.3333337500000006e-06,4.235164736271502e-22,3.3333337500000006e-06,3.3333337500000014e-06,1e-05,0.0,1e-05,1e-05,1.8992916799965314,0.06371260009682757,1.800721200008411,1.9619721999915782
Method 3: continuous TVQP + ELNCP + PCG,sensor,quadratic,5e-05,5,20.0,0.005,0.00020428625263580483,5.14991345981186e-07,0.000203715988461586,0.00020514281962432813,0.0003081025544115584,5.274485945597645e-07,0.0003071579077836028,0.0003087252364893933,1.108326204479775e-05,3.064374787216049e-06,7.960867313435777e-06,1.6877852620042044e-05,0.31012107205330325,5.391784953758131e-06,0.3101137230476534,0.3101264590134764,0.4125530800131241,4.2337426932875295e-12,0.41255308000967106,0.4125530800211692,4.997290895738857e-05,2.387395802454253e-07,4.973446582509976e-05,5.0309020932544796e-05,1.8068959363804394e-08,6.934831324701095e-10,1.7269707138751737e-08,1.8878616275627615e-08,1.5803406600388788e-07,5.786678352975345e-09,1.5146266621474097e-07,1.6512870860733212e-07,1.8026411527267793e-08,6.939541631467753e-10,1.7226291660973632e-08,1.8836146691099774e-08,8.670084822001719e-11,4.6613966539389224e-18,8.670084297733782e-11,8.670085512058383e-11,9.70005,0.04062985355622148,9.65175,9.7675,13.2,0.39999999999999997,13.0,14.0,1.5839500000000002,0.010825202076635787,1.5725,1.60025,2.0,0.0,2.0,2.0,1.8596495803209205,4.774771273759946e-06,1.8596449438397986,1.8596565879873084,1.6666668750000004e-05,0.0,1.6666668750000004e-05,1.6666668750000004e-05,5e-05,4.285685386446168e-21,5e-05,5.000000000000001e-05,1.8843425199971535,0.030417383372618886,1.84538889999385,1.9238467999966815
Method 3: continuous TVQP + ELNCP + PCG,sensor,quadratic,0.0001,5,20.0,0.005,0.00020423916789550465,7.170436425937808e-07,0.00020318734418793577,0.0002050377426861039,0.00030881831317335475,9.683819256583683e-07,0.00030725581471913806,0.0003101946509686426,2.1501469621004146e-05,6.983420815090849e-06,1.143716653763058e-05,3.0113188807755246e-05,0.3101279592908142,3.787847853283455e-06,0.31012291378812445,0.3101336230932769,0.4125530800155491,5.134350211487014e-12,0.4125530800101569,0.4125530800237627,9.976991271286372e-05,1.2350398371588393e-07,9.963747721788151e-05,9.994689278825e-05,1.684079289566905e-08,5.318237608659944e-10,1.606365246665252e-08,1.7620685915590495e-08,1.5822434815256656e-07,8.251777925313922e-09,1.4619748734700363e-07,1.710545183398056e-07,1.6799309711165474e-08,5.317144067646417e-10,1.6022397914244085e-08,1.757759559319622e-08,8.67008931447146e-11,1.739598590613232e-17,8.670086503274252e-11,8.670091130613502e-11,9.859150000000001,0.08331635493707092,9.70275,9.93225,13.8,0.39999999999999997,13.0,14.0,1.6119999999999997,0.010404326023342379,1.594,1.62225,2.0,0.0,2.0,2.0,1.8596400804345958,1.2789023920384244e-05,1.8596181760590313,1.8596568504938324,3.33333375e-05,6.776263578034403e-21,3.3333337499999994e-05,3.333333750000001e-05,0.0001,1.4846049669160442e-20,9.999999999999999e-05,0.00010000000000000003,1.8915174600086175,0.06152059752293071,1.7884372000116855,1.9819774000206962
Method 3: continuous TVQP + ELNCP + PCG,sensor,quadratic,0.0005,5,20.0,0.005,0.00020639556709299342,9.960923375516959e-06,0.00019744586829583132,0.0002258574844458107,0.00032885890318754766,2.541667248488642e-05,0.0003143318144903294,0.00037962972050446076,0.00011362628306370332,4.0567363318334226e-05,7.727003240608327e-05,0.00019006050188243335,0.3101358030510424,3.687386580321962e-05,0.3101010773581965,0.310192579481826,0.41255308000972235,9.320788951416579e-12,0.4125530799943651,0.4125530800198056,0.0004995754496522999,1.7483348695774712e-07,0.0004993184820147962,0.0004997255355907567,1.5840886385481067e-08,5.720647038320728e-10,1.522287937374541e-08,1.6723396585350126e-08,1.5574058661986601e-07,1.0025275018602852e-08,1.401673850045202e-07,1.682686161558024e-07,1.579988617929554e-08,5.716968552605893e-10,1.5181196178661038e-08,1.6681614757790445e-08,8.670207145027534e-11,6.321309089462373e-16,8.670142496803735e-11,8.670299655301078e-11,9.99635,0.04597461255954174,9.92975,10.07275,14.0,0.0,14.0,14.0,1.63445,0.005889397252690624,1.62375,1.63975,2.0,0.0,2.0,2.0,1.8595074748653775,8.331865064522545e-05,1.859358505435388,1.8595903812988477,0.0001666666875,0.0,0.0001666666875,0.0001666666875,0.0005,4.84869951806108e-20,0.0004999999999999999,0.0005,1.864492299995618,0.07305707573953459,1.777491299988469,1.9561397999932524
Method 3: continuous TVQP + ELNCP + PCG,sensor,quadratic,0.001,5,20.0,0.005,0.00022219576502493626,1.565899419498531e-05,0.00019835139639617043,0.00023724508476509753,0.00039882502105582744,6.289147704030597e-05,0.0003063959449576059,0.0004794441284114343,0.00019877632077007859,3.3224035598294236e-05,0.00014783100630599947,0.0002401821243508067,0.3101780842157734,4.918009759507081e-05,0.3100984549304785,0.3102305681936409,0.41255308001704777,2.1523384367859438e-11,0.41255307998416946,0.4125530800490409,0.0009990944261341083,1.4515646576588637e-07,0.0009989260932972812,0.0009992696989462634,1.592207417018889e-08,2.7057564923512684e-10,1.5439840973285504e-08,1.6232806838898233e-08,1.5320737652383825e-07,7.819569477327984e-09,1.425574071099903e-07,1.6419858782405796e-07,1.588094528779799e-08,2.7053890073617305e-10,1.539777452406806e-08,1.61906063325233e-08,8.670512437994841e-11,1.4310871442910794e-15,8.670332223804695e-11,8.670707567491966e-11,9.9851,0.06925868176625918,9.8665,10.04375,13.8,0.4,13.0,14.0,1.6319500000000002,0.010863240768757734,1.613,1.6455,2.0,0.0,2.0,2.0,1.7875662831779462,0.03550001747925136,1.7398513356792977,1.8479554610014994,0.000333333375,5.421010862427522e-20,0.0003333333749999999,0.000333333375,0.001,1.679638783183304e-19,0.0009999999999999998,0.001,1.9470981799939182,0.0414787351698945,1.8912469999922905,1.9911242999951355
Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,0.0,5,20.0,0.005,0.00020433668773123088,0.0,0.00020433668773123088,0.00020433668773123088,0.0003074013271522352,0.0,0.0003074013271522352,0.0003074013271522352,6.079975503728618e-07,0.0,6.079975503728618e-07,6.079975503728618e-07,0.31012090517219704,0.0,0.31012090517219704,0.31012090517219704,0.4125530800102486,0.0,0.4125530800102486,0.4125530800102486,4.66718039408846e-07,5.293955920339377e-23,4.6671803940884594e-07,4.6671803940884594e-07,1.9095206686859357e-08,0.0,1.9095206686859357e-08,1.9095206686859357e-08,1.4811182048296623e-07,0.0,1.4811182048296623e-07,1.4811182048296623e-07,1.905586282222095e-08,0.0,1.905586282222095e-08,1.905586282222095e-08,8.670080869261876e-11,0.0,8.670080869261876e-11,8.670080869261876e-11,9.51525,0.0,9.51525,9.51525,13.0,0.0,13.0,13.0,1.5305,0.0,1.5305,1.5305,2.0,0.0,2.0,2.0,1.8596598459274205,2.220446049250313e-16,1.8596598459274203,1.8596598459274203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8836373199999799,0.10014172104360404,1.773479800001951,2.033206899999641
Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,1e-05,5,20.0,0.005,0.00020433678164978104,2.0161251240323022e-10,0.00020433651901109634,0.00020433703604319088,0.00030740360780755395,4.059308571944181e-09,0.0003073972583820629,0.00030740911458575866,6.074703504980224e-07,5.148692935243444e-09,5.979653248318834e-07,6.12402661983045e-07,0.3101209037473295,1.935324771371309e-09,0.31012090227985845,0.31012090750531934,0.41255307088081655,9.175149539365955e-09,0.41255305743823656,0.41255308566362126,4.676367784189475e-07,1.1671805389930917e-08,4.456027242801245e-07,4.781336344290895e-07,1.959341158948403e-08,5.142710450092301e-10,1.9164831957165507e-08,2.0553794619156207e-08,1.557312505869776e-07,1.112149296552798e-08,1.4055937662285813e-07,1.709046095559553e-07,1.9553554201182883e-08,5.146296743676237e-10,1.912519363518684e-08,2.0514754269338865e-08,8.670083697097518e-11,1.4892126215443e-18,8.670083506981564e-11,8.670083907643247e-11,9.55185,0.021572899666016138,9.51125,9.5685,13.0,0.0,13.0,13.0,1.5393000000000001,0.006622688275919358,1.5275,1.545,2.0,0.0,2.0,2.0,1.8596602454477655,5.16572172207699e-06,1.8596524370645025,1.8596672651960906,1.0000000000000003e-05,1.5152185993940875e-21,9.999999999999999e-06,1.0000000000000003e-05,9.999999999999999e-06,2.00444579794818e-21,9.999999999999999e-06,1.0000000000000003e-05,1.8180771200044545,0.05919595801189684,1.7384702000126708,1.9163871000055224
Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,5e-05,5,20.0,0.005,0.00020433666682956488,8.637438035760456e-10,0.00020433571191413397,0.00020433800228674648,0.0003074146021094631,1.575909545421459e-08,0.00030739167306592977,0.0003074383479072857,6.237219198535143e-07,1.9800216570380702e-08,5.935396445598421e-07,6.487470437418232e-07,0.31012089572075285,1.1701390948669167e-08,0.31012087804338934,0.3101209093744242,0.4125530699784363,5.7150402069785405e-08,0.4125529925475213,0.4125531495950354,5.398925158495214e-07,3.886832830356406e-08,4.715331181258283e-07,5.784832170048683e-07,1.9699232021207684e-08,2.1771858171425642e-10,1.9479087111379462e-08,1.9996053853607256e-08,1.5648883507341312e-07,9.863051582542549e-09,1.4402437537366546e-07,1.7251687263352775e-07,1.9659387319678885e-08,2.1776434906364436e-10,1.9439238311688265e-08,1.9956354403111e-08,8.670083716933388e-11,2.9127946860023936e-17,8.670079491324325e-11,8.67008864587885e-11,9.55205,0.009928997935340632,9.53725,9.5615,12.8,0.4,12.0,13.0,1.5381999999999998,0.001326649916142106,1.53675,1.54025,2.0,0.0,2.0,2.0,1.859657095821073,1.6675571097709713e-05,1.8596379012487037,1.8596838607826254,5.000000000000001e-05,6.776263578034403e-21,5.0000000000000016e-05,5.0000000000000016e-05,5e-05,4.285685386446168e-21,4.9999999999999996e-05,5.000000000000001e-05,1.860550439992221,0.06039973712281258,1.803304000000935,1.937735999992583
Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,0.0001,5,20.0,0.005,0.00020433650319888382,6.400269136314893e-10,0.00020433537147617658,0.00020433735774040316,0.00030742542031168536,1.124538173052486e-08,0.0003074141294284671,0.00030744226972716134,6.157296146629072e-07,3.193508858769135e-08,5.680730641991232e-07,6.597450098394331e-07,0.31012089512557584,1.7791798383607322e-08,0.3101208696641937,0.31012091767279676,0.4125530683584909,6.182701461992463e-08,0.41255298044868804,0.4125531435615011,6.686008530640656e-07,5.2768088408408855e-08,5.796799967285906e-07,7.179299793843026e-07,1.9444619315759484e-08,3.9065878542507084e-10,1.9084369984055263e-08,2.0026028752426467e-08,1.5617486169637107e-07,9.104108810975107e-09,1.455396682241163e-07,1.7140303236795649e-07,1.940466940927347e-08,3.9106800156631763e-10,1.9044291104504554e-08,1.9986812260478627e-08,8.670084850877764e-11,1.5907661712635152e-17,8.670082596383231e-11,8.670086601035796e-11,9.5584,0.01676350202075962,9.5315,9.58125,12.6,0.4898979485566356,12.0,13.0,1.5404,0.00600124986981877,1.5305,1.54825,2.0,0.0,2.0,2.0,1.8596590777451598,3.243768341424653e-05,1.8596030908220256,1.8596957437273964,0.00010000000000000002,1.3552527156068805e-20,0.00010000000000000003,0.00010000000000000003,0.0001,6.06087439757635e-21,0.0001,0.00010000000000000002,1.8738240599981508,0.04673580535817225,1.8197434000030626,1.9261482000001706
Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,0.0005,5,20.0,0.005,0.00020433633991321924,4.684154626711213e-09,0.00020432976235456237,0.00020434294815728442,0.00030746689434304965,1.3161538574112137e-07,0.00030734467802026057,0.00030771671552588364,6.613039671526216e-07,1.0076791837424346e-07,4.926246517238766e-07,7.858684051657017e-07,0.31012095824935704,1.0494450343087008e-07,0.3101207808454808,0.31012109891134104,0.41255315163543715,4.0674765582968707e-07,0.41255265691495646,0.41255369565140954,2.2323219893477085e-06,2.9579920632342446e-07,1.6699213536812247e-06,2.5352698125206524e-06,1.9759969679873787e-08,5.801018377625961e-10,1.9135011323353907e-08,2.082909733729433e-08,1.5413751913422195e-07,9.824868573089717e-09,1.4281492252230794e-07,1.666344278867602e-07,1.9720503578544403e-08,5.802497357813868e-10,1.9095137546064288e-08,2.0789875917395494e-08,8.67008408517967e-11,1.9155371857378358e-17,8.670082119265414e-11,8.670087759519443e-11,9.547099999999999,0.014243068489619823,9.529,9.5675,12.8,0.39999999999999997,12.0,13.0,1.5348499999999998,0.004681345960298147,1.52925,1.541,2.0,0.0,2.0,2.0,1.8596658128974153,0.00020475672334954126,1.8593187235144253,1.8599382573982917,0.0005000000000000002,0.0,0.0005000000000000002,0.0005000000000000002,0.0005,0.0,0.0005,0.0005,1.8763154199928977,0.06928492249712309,1.7423475999967195,1.9313934999809135
Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,0.001,5,20.0,0.005,0.00020435182695487239,1.3879710535954518e-08,0.00020433723401197252,0.0002043730734768081,0.00030760761924698675,3.0698389504435446e-07,0.0003070600059918184,0.00030794547217754485,6.956173782703623e-07,3.893836692687388e-07,1.7824569799294626e-07,1.3290698268952979e-06,0.31012070891909604,1.4094620491232984e-07,0.31012059941604136,0.3101209862537719,0.4125522982949089,4.2272958401222073e-07,0.4125516611984288,0.41255274289132293,3.6679815139915e-06,4.0359983590999145e-07,3.1560509673125804e-06,4.396914615825522e-06,1.9791770017584386e-08,4.537759895970858e-10,1.9087657901918345e-08,2.0314402933879667e-08,1.464002984746243e-07,8.823022423540183e-09,1.3443822732501184e-07,1.5858463566910003e-07,1.9751525120611094e-08,4.5416991644530604e-10,1.9047170361640885e-08,2.0274694503769338e-08,8.670084726921524e-11,1.8420634412654592e-17,8.670082514159364e-11,8.670087583134749e-11,9.5796,0.020529003872570208,9.55575,9.6095,12.6,0.4898979485566356,12.0,13.0,1.5421500000000001,0.006858571279792936,1.5335,1.5495,2.0,0.0,2.0,2.0,1.8598017587403803,0.0003938493761623018,1.8591931137427076,1.860279303269183,0.0010000000000000005,0.0,0.0010000000000000005,0.0010000000000000005,0.001,0.0,0.001,0.001,1.8322510999918449,0.060672047155642984,1.7502459999814164,1.9087379999982659
