label,status,method,noise_channel,noise_profile,noise_level,trial,seed,tau,duration_s,task_gain,position_weight,drift_weight,pcg_max_iters,mean_position_error_m,max_position_error_m,final_position_error_m,mean_joint_drift_norm_rad,max_abs_joint_drift_rad,final_joint_drift_norm_rad,mean_elncp_residual_norm,max_elncp_residual_norm,mean_stationarity_norm,mean_ncp_residual_norm,mean_pcg_iterations,max_pcg_iterations,mean_active_iterations,max_active_iterations,min_boundary_slack,mean_noise_norm,max_noise_norm,theta_initial_rad,theta_final_rad,theta_delta_rad,num_samples,wall_clock_run_s,result_dir
Method3 TVQP ELNCP PCG noise robustness offline sensor quadratic level=0.001 trial=0,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,quadratic,0.001,0,21225998,0.005,20.0,198.0,15000.0,0.0005,8,0.00023724508476509753,0.0004794441284114343,0.0002401821243508067,0.3102220794218596,0.41255308000790514,0.0009989260932972812,1.5915196527963253e-08,1.6419858782405796e-07,1.5876392801034167e-08,8.670440890546466e-11,10.02625,14,1.63275,2,1.7953649602391333,0.000333333375,0.001,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-1.9702031424512627e-06, -1.5713538915390122, 1.5707804000113013, -0.0006514248189963515, 1.5712286624019032, -0.0002746797771280877]","[-1.9702031424512627e-06, -0.0005575647441156129, -1.59267835952992e-05, -0.0006514248189963515, 0.00043233560700661755, -0.0002746797771280877]",4000,1.9911242999951355,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_quadratic_0.001_trial0
Method3 TVQP ELNCP PCG noise robustness offline sensor quadratic level=0.001 trial=1,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,quadratic,0.001,1,20529632,0.005,20.0,198.0,15000.0,0.0005,8,0.00023532462510918262,0.0003546507844306219,0.00017766555963531427,0.31019111248633036,0.41255307998416946,0.0009989726485713504,1.5908804545684916e-08,1.425574071099903e-07,1.5868146299803702e-08,8.670332223804695e-11,10.04375,14,1.6385,2,1.8479554610014994,0.000333333375,0.0009999999999999998,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-0.0004029933168545942, -1.5712681569119895, 1.5710357345256731, -0.0007263005929325583, 1.5706638742565415, 0.00010269757544253642]","[-0.0004029933168545942, -0.00047183011709295286, 0.00023940773077657518, -0.0007263005929325583, -0.00013245253835503235, 0.00010269757544253642]",4000,1.9777767999912612,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_quadratic_0.001_trial1
Method3 TVQP ELNCP PCG noise robustness offline sensor quadratic level=0.001 trial=2,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,quadratic,0.001,2,20544577,0.005,20.0,198.0,15000.0,0.0005,8,0.00023119189282300252,0.0003063959449576059,0.00014783100630599947,0.3100984549304785,0.4125530800283015,0.0009992696989462634,1.611372196511255e-08,1.5578013755725832e-07,1.6071806481560727e-08,8.670428671041263e-11,9.9465,14,1.63,2,1.7846543724674957,0.0003333333749999999,0.0009999999999999998,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-0.00012817026481837132, -1.5708227080308048, 1.571047462138564, 0.00013020918392584368, 1.571696499843849, -0.00030179700853829515]","[-0.00012817026481837132, -2.638123590825714e-05, 0.00025113534366738577, 0.00013020918392584368, 0.0009001730489524018, -0.00030179700853829515]",4000,1.9028441999980714,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_quadratic_0.001_trial2
Method3 TVQP ELNCP PCG noise robustness offline sensor quadratic level=0.001 trial=3,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,quadratic,0.001,3,20831691,0.005,20.0,198.0,15000.0,0.0005,8,0.00019835139639617043,0.0004021631581802359,0.0002019784776054233,0.31014820604655813,0.4125530800158219,0.0009992633614839901,1.5439840973285504e-08,1.4624424421513116e-07,1.539777452406806e-08,8.670707567491966e-11,10.0425,14,1.6455,2,1.7700052865023037,0.000333333375,0.001,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[0.00042676939686416763, -1.5705175579377753, 1.570522447949371, 8.6204351569414e-05, 1.5700211836248112, -0.00023536211551114975]","[0.00042676939686416763, 0.00027876885712130317, -0.00027387884552565467, 8.6204351569414e-05, -0.0007751431700853129, -0.00023536211551114975]",4000,1.9724985999928322,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_quadratic_0.001_trial3
Method3 TVQP ELNCP PCG noise robustness offline sensor quadratic level=0.001 trial=4,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,quadratic,0.001,4,20461988,0.005,20.0,198.0,15000.0,0.0005,8,0.00020886582603122812,0.00045147108929923923,0.00022622443595284928,0.3102305681936409,0.4125530800490409,0.000999040328371657,1.6232806838898233e-08,1.5725650591275354e-07,1.61906063325233e-08,8.670652837089813e-11,9.8665,13,1.613,2,1.7398513356792977,0.00033333337499999997,0.0009999999999999998,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[0.0005100843943328223, -1.5706297367145636, 1.5700043744095675, 0.00010206138514525461, 1.5710293171892846, -0.00013510589425527457]","[0.0005100843943328223, 0.000166590080332929, -0.0007919523853290311, 0.00010206138514525461, 0.00023299039438806624, -0.00013510589425527457]",4000,1.8912469999922905,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_quadratic_0.001_trial4
Method3 TVQP ELNCP PCG noise robustness offline actuator constant level=0 trial=0,ok,Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,0.0,0,20360509,0.005,20.0,198.0,15000.0,0.0005,8,0.00020433668773123088,0.0003074013271522352,6.079975503728618e-07,0.31012090517219704,0.4125530800102486,4.6671803940884594e-07,1.9095206686859357e-08,1.4811182048296623e-07,1.905586282222095e-08,8.670080869261876e-11,9.51525,13,1.5305,2,1.8596598459274203,0.0,0.0,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[3.733707487205825e-09, -1.5707960593673411, 1.5707966859614881, 1.3078456194913931e-07, 1.570796340544376, -5.16095083272482e-15]","[3.733707487205825e-09, 2.674275554337413e-07, 3.591665915791964e-07, 1.3078456194913931e-07, 1.3749479332858527e-08, -5.16095083272482e-15]",4000,1.9572005000081845,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\actuator_baseline_trial0
Method3 TVQP ELNCP PCG noise robustness offline actuator constant level=0 trial=1,ok,Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,0.0,1,20360510,0.005,20.0,198.0,15000.0,0.0005,8,0.00020433668773123088,0.0003074013271522352,6.079975503728618e-07,0.31012090517219704,0.4125530800102486,4.6671803940884594e-07,1.9095206686859357e-08,1.4811182048296623e-07,1.905586282222095e-08,8.670080869261876e-11,9.51525,13,1.5305,2,1.8596598459274203,0.0,0.0,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[3.733707487205825e-09, -1.5707960593673411, 1.5707966859614881, 1.3078456194913931e-07, 1.570796340544376, -5.16095083272482e-15]","[3.733707487205825e-09, 2.674275554337413e-07, 3.591665915791964e-07, 1.3078456194913931e-07, 1.3749479332858527e-08, -5.16095083272482e-15]",4000,1.870983700006036,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\actuator_baseline_trial1
Method3 TVQP ELNCP PCG noise robustness offline actuator constant level=0 trial=2,ok,Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,0.0,2,20360511,0.005,20.0,198.0,15000.0,0.0005,8,0.00020433668773123088,0.0003074013271522352,6.079975503728618e-07,0.31012090517219704,0.4125530800102486,4.6671803940884594e-07,1.9095206686859357e-08,1.4811182048296623e-07,1.905586282222095e-08,8.670080869261876e-11,9.51525,13,1.5305,2,1.8596598459274203,0.0,0.0,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[3.733707487205825e-09, -1.5707960593673411, 1.5707966859614881, 1.3078456194913931e-07, 1.570796340544376, -5.16095083272482e-15]","[3.733707487205825e-09, 2.674275554337413e-07, 3.591665915791964e-07, 1.3078456194913931e-07, 1.3749479332858527e-08, -5.16095083272482e-15]",4000,2.033206899999641,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\actuator_baseline_trial2
Method3 TVQP ELNCP PCG noise robustness offline actuator constant level=0 trial=3,ok,Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,0.0,3,20360512,0.005,20.0,198.0,15000.0,0.0005,8,0.00020433668773123088,0.0003074013271522352,6.079975503728618e-07,0.31012090517219704,0.4125530800102486,4.6671803940884594e-07,1.9095206686859357e-08,1.4811182048296623e-07,1.905586282222095e-08,8.670080869261876e-11,9.51525,13,1.5305,2,1.8596598459274203,0.0,0.0,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[3.733707487205825e-09, -1.5707960593673411, 1.5707966859614881, 1.3078456194913931e-07, 1.570796340544376, -5.16095083272482e-15]","[3.733707487205825e-09, 2.674275554337413e-07, 3.591665915791964e-07, 1.3078456194913931e-07, 1.3749479332858527e-08, -5.16095083272482e-15]",4000,1.773479800001951,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\actuator_baseline_trial3
Method3 TVQP ELNCP PCG noise robustness offline actuator constant level=0 trial=4,ok,Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,0.0,4,20360513,0.005,20.0,198.0,15000.0,0.0005,8,0.00020433668773123088,0.0003074013271522352,6.079975503728618e-07,0.31012090517219704,0.4125530800102486,4.6671803940884594e-07,1.9095206686859357e-08,1.4811182048296623e-07,1.905586282222095e-08,8.670080869261876e-11,9.51525,13,1.5305,2,1.8596598459274203,0.0,0.0,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[3.733707487205825e-09, -1.5707960593673411, 1.5707966859614881, 1.3078456194913931e-07, 1.570796340544376, -5.16095083272482e-15]","[3.733707487205825e-09, 2.674275554337413e-07, 3.591665915791964e-07, 1.3078456194913931e-07, 1.3749479332858527e-08, -5.16095083272482e-15]",4000,1.7833156999840867,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\actuator_baseline_trial4
Method3 TVQP ELNCP PCG noise robustness offline actuator constant level=1e-05 trial=0,ok,Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,1e-05,0,20520769,0.005,20.0,198.0,15000.0,0.0005,8,0.00020433658465818816,0.0003074054517156506,6.079074063291286e-07,0.31012090282617155,0.41255307058007396,4.6920059110948607e-07,1.969858899049356e-08,1.5453374215818297e-07,1.9658460285768512e-08,8.670083723594742e-11,9.5685,13,1.544,2,1.8596524370645025,9.999999999999999e-06,9.999999999999999e-06,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[2.4719486395499463e-08, -1.5707960685137607, 1.570796702122567, 1.0625239817525938e-07, 1.5707963525056703, 2.7423215614326926e-09]","[2.4719486395499463e-08, 2.5828113581205514e-07, 3.753276704987485e-07, 1.0625239817525938e-07, 2.5710773732257053e-08, 2.7423215614326926e-09]",4000,1.9163871000055224,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\actuator_constant_1e-05_trial0
Method3 TVQP ELNCP PCG noise robustness offline actuator constant level=1e-05 trial=1,ok,Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,1e-05,1,20553440,0.005,20.0,198.0,15000.0,0.0005,8,0.00020433651901109634,0.00030740508819475035,6.12402661983045e-07,0.31012090750531934,0.41255308566362126,4.7670341958940257e-07,2.0553794619156207e-08,1.6515740435926975e-07,2.0514754269338865e-08,8.670083793239534e-11,9.51125,13,1.5275,2,1.8596587622950886,1.0000000000000003e-05,1e-05,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[3.4653596163284448e-09, -1.5707960545890554, 1.5707967034938983, 1.0462029514457513e-07, 1.5707963167892964, -1.3800921090834733e-08]","[3.4653596163284448e-09, 2.7220584120080105e-07, 3.766990017695093e-07, 1.0462029514457513e-07, -1.0005600126206105e-08, -1.3800921090834733e-08]",4000,1.838842700002715,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\actuator_constant_1e-05_trial1
Method3 TVQP ELNCP PCG noise robustness offline actuator constant level=1e-05 trial=2,ok,Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,1e-05,2,20454700,0.005,20.0,198.0,15000.0,0.0005,8,0.0002043368147118834,0.0003074011261595472,6.116746642171294e-07,0.3101209036394266,0.412553073605445,4.781336344290895e-07,1.9164831957165507e-08,1.709046095559553e-07,1.912519363518684e-08,8.670083907643247e-11,9.548,13,1.5365,2,1.8596644141156722,1.0000000000000003e-05,1e-05,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-1.1040112875572478e-08, -1.570796066266633, 1.5707967072137576, 1.2302526236939046e-07, 1.5707963228336432, 2.730376451736945e-08]","[-1.1040112875572478e-08, 2.6052826362921166e-07, 3.804188610789794e-07, 1.2302526236939046e-07, -3.961253325357461e-09, 2.730376451736945e-08]",4000,1.7384702000126708,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\actuator_constant_1e-05_trial2
Method3 TVQP ELNCP PCG noise robustness offline actuator constant level=1e-05 trial=3,ok,Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,1e-05,3,20619509,0.005,20.0,198.0,15000.0,0.0005,8,0.00020433695382454642,0.00030740911458575866,5.979653248318834e-07,0.31012090248587165,0.41255305743823656,4.456027242801245e-07,1.9240115161162116e-08,1.4055937662285813e-07,1.919964457087162e-08,8.670083506981564e-11,9.5655,13,1.545,2,1.859658348567474,1.0000000000000003e-05,1.0000000000000003e-05,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[7.776302208425996e-09, -1.5707960821350868, 1.5707966809101734, 1.1402858886615666e-07, 1.5707963423317335, 1.1631016786276094e-09]","[7.776302208425996e-09, 2.446598097449737e-07, 3.5411527687934097e-07, 1.1402858886615666e-07, 1.553683692812058e-08, 1.1631016786276094e-09]",4000,1.7859211000031792,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\actuator_constant_1e-05_trial3
Method3 TVQP ELNCP PCG noise robustness offline actuator constant level=1e-05 trial=4,ok,Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,1e-05,4,20756759,0.005,20.0,198.0,15000.0,0.0005,8,0.00020433703604319088,0.0003073972583820629,6.074016951289255e-07,0.31012090227985845,0.41255306711670614,4.685435226866351e-07,1.9309727219442786e-08,1.4750112023862178e-07,1.9269718244748578e-08,8.670083554028508e-11,9.566,13,1.5435,2,1.8596672651960906,1.0000000000000003e-05,1e-05,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-1.6003648890462334e-08, -1.5707960721626082, 1.570796694852387, 1.368471556866299e-07, 1.5707963418205897, -4.48127432031239e-09]","[-1.6003648890462334e-08, 2.5463228836564156e-07, 3.680574904851852e-07, 1.368471556866299e-07, 1.502569313416302e-08, -4.48127432031239e-09]",4000,1.8107644999981858,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\actuator_constant_1e-05_trial4
Method3 TVQP ELNCP PCG noise robustness offline actuator constant level=5e-05 trial=0,ok,Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,5e-05,0,20894372,0.005,20.0,198.0,15000.0,0.0005,8,0.00020433717575454874,0.00030739167306592977,6.202391823064165e-07,0.3101209079551918,0.412553103926631,5.389838925798629e-07,1.960125395352909e-08,1.5278366438739917e-07,1.9561428132667465e-08,8.670083259126208e-11,9.54325,13,1.53725,2,1.8596838607826254,5.0000000000000016e-05,4.9999999999999996e-05,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-5.2568156681799585e-08, -1.570796033679928, 1.570796681575641, 1.8827860484359506e-07, 1.570796390440382, -1.9093161908866198e-07]","[-5.2568156681799585e-08, 2.93114968519248e-07, 3.547807443382567e-07, 1.8827860484359506e-07, 6.364548554849137e-08, -1.9093161908866198e-07]",4000,1.930200299975695,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\actuator_constant_5e-05_trial0
Method3 TVQP ELNCP PCG noise robustness offline actuator constant level=5e-05 trial=1,ok,Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,5e-05,1,21198006,0.005,20.0,198.0,15000.0,0.0005,8,0.00020433578598998814,0.00030742121731315905,6.417086673989389e-07,0.3101209093744242,0.4125531495950354,5.784832170048683e-07,1.9497028945133257e-08,1.6205507846022164e-07,1.9457082267848755e-08,8.670079491324325e-11,9.561,13,1.54025,2,1.8596515553076205,5.0000000000000016e-05,5e-05,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[4.564605030503852e-08, -1.5707959847951711, 1.5707967082158327, 1.7583684015008216e-07, 1.570796483342173, 1.2119357896060768e-07]","[4.564605030503852e-08, 3.4199972542836576e-07, 3.8142093616855277e-07, 1.7583684015008216e-07, 1.5654727647529398e-07, 1.2119357896060768e-07]",4000,1.937735999992583,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\actuator_constant_5e-05_trial1
Method3 TVQP ELNCP PCG noise robustness offline actuator constant level=5e-05 trial=2,ok,Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,5e-05,2,20876203,0.005,20.0,198.0,15000.0,0.0005,8,0.00020433800228674648,0.00030740453146382293,5.935396445598421e-07,0.31012087804338934,0.4125529925475213,4.715331181258283e-07,1.9922736242389365e-08,1.510641845122516e-07,1.9882833483078937e-08,8.670083720381642e-11,9.5615,13,1.53925,2,1.8596677603758076,5.0000000000000016e-05,5e-05,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-1.1332528265720492e-08, -1.5707961438016413, 1.5707966958591577, 2.163057967627211e-07, 1.5707964024914498, -1.3889174768073214e-09]","[-1.1332528265720492e-08, 1.8299325521553556e-07, 3.6906426115201896e-07, 2.163057967627211e-07, 7.56965532477949e-08, -1.3889174768073214e-09]",4000,1.803304000000935,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\actuator_constant_5e-05_trial2
Method3 TVQP ELNCP PCG noise robustness offline actuator constant level=5e-05 trial=3,ok,Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,5e-05,3,21245906,0.005,20.0,198.0,15000.0,0.0005,8,0.00020433665820240719,0.0003074172407971181,6.143750612605501e-07,0.3101208905404028,0.41255301881176654,5.337822750939778e-07,1.9996053853607256e-08,1.7251687263352775e-07,1.9956354403111e-08,8.67008864587885e-11,9.55725,13,1.53675,2,1.8596379012487037,5.0000000000000016e-05,5e-05,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[6.663315727823825e-08, -1.5707961194981779, 1.5707968056562072, -1.648574362389739e-09, 1.5707963882322697, 6.652959164797539e-08]","[6.663315727823825e-08, 2.0729671867947275e-07, 4.788613106043726e-07, -1.648574362389739e-09, 6.143737318886622e-08, 6.652959164797539e-08]",4000,1.8073392999940552,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\actuator_constant_5e-05_trial3
Method3 TVQP ELNCP PCG noise robustness offline actuator constant level=5e-05 trial=4,ok,Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,5e-05,4,21130362,0.005,20.0,198.0,15000.0,0.0005,8,0.00020433571191413397,0.0003074383479072857,6.487470437418232e-07,0.31012089269035603,0.41255308501122756,5.766800764430696e-07,1.9479087111379462e-08,1.4402437537366546e-07,1.9439238311688265e-08,8.670083467955909e-11,9.53725,12,1.5375,2,1.8596444013906082,5.0000000000000016e-05,5.000000000000001e-05,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[3.302400306135032e-08, -1.570796054968305, 1.570796815176535, 1.2693771613617222e-07, 1.5707962725023088, -1.4616129767387293e-09]","[3.302400306135032e-08, 2.7182659145807975e-07, 4.88381638463764e-07, 1.2693771613617222e-07, -5.429258775890844e-08, -1.4616129767387293e-09]",4000,1.824172599997837,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\actuator_constant_5e-05_trial4
Method3 TVQP ELNCP PCG noise robustness offline actuator constant level=0.0001 trial=0,ok,Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,0.0001,0,21193740,0.005,20.0,198.0,15000.0,0.0005,8,0.00020433537147617658,0.00030743493316395224,5.927514456712564e-07,0.31012090012964405,0.4125531287873043,6.368791931564437e-07,1.9084369984055263e-08,1.497824838402396e-07,1.9044291104504554e-08,8.670082596383231e-11,9.567,13,1.5445,2,1.8596030908220256,0.00010000000000000003,0.00010000000000000002,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[1.9815267628880415e-07, -1.5707959997040146, 1.5707965233692205, 2.9615409733186645e-07, 1.5707966602373902, 1.4774832576403907e-07]","[1.9815267628880415e-07, 3.270908819352769e-07, 1.9657432392961027e-07, 2.9615409733186645e-07, 3.334424936163316e-07, 1.4774832576403907e-07]",4000,1.9260262999741826,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\actuator_constant_0.0001_trial0
Method3 TVQP ELNCP PCG noise robustness offline actuator constant level=0.0001 trial=1,ok,Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,0.0001,1,21192165,0.005,20.0,198.0,15000.0,0.0005,8,0.0002043366497415553,0.00030742078621653473,6.2698292832462e-07,0.3101208799587113,0.4125530228302774,7.00194859383941e-07,1.980153029501865e-08,1.5340454513123132e-07,1.976179781735776e-08,8.670083429602232e-11,9.56225,13,1.5385,2,1.8596623077047598,0.00010000000000000003,0.0001,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-4.101328089342159e-08, -1.5707961217526814, 1.5707967852336882, 2.1075307868191552e-07, 1.5707960898717193, -3.6855510324312496e-07]","[-4.101328089342159e-08, 2.0504221520667443e-07, 4.5843879159512824e-07, 2.1075307868191552e-07, -2.3692317729917534e-07, -3.6855510324312496e-07]",4000,1.8197434000030626,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\actuator_constant_0.0001_trial1
Method3 TVQP ELNCP PCG noise robustness offline actuator constant level=0.0001 trial=2,ok,Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,0.0001,2,20393347,0.005,20.0,198.0,15000.0,0.0005,8,0.00020433735774040316,0.00030744226972716134,5.680730641991232e-07,0.3101208696641937,0.41255298044868804,5.796799967285906e-07,1.913575471936317e-08,1.7140303236795649e-07,1.9095112471670322e-08,8.670086601035796e-11,9.58125,12,1.54825,2,1.8596492040528982,0.00010000000000000003,0.0001,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[2.886135670313767e-09, -1.570796161296776, 1.5707965752060118, 3.91935599885078e-07, 1.5707961580945222, -2.546557048160022e-07]","[2.886135670313767e-09, 1.654981205412298e-07, 2.4841111523343784e-07, 3.91935599885078e-07, -1.6870037433669438e-07, -2.546557048160022e-07]",4000,1.873712800006615,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\actuator_constant_0.0001_trial2
Method3 TVQP ELNCP PCG noise robustness offline actuator constant level=0.0001 trial=3,ok,Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,0.0001,3,21126096,0.005,20.0,198.0,15000.0,0.0005,8,0.00020433662821232496,0.0003074141294284671,6.310956252801034e-07,0.3101209082025334,0.4125530661646839,7.083202366670501e-07,2.0026028752426467e-08,1.455396682241163e-07,1.9986812260478627e-08,8.670086376209928e-11,9.5315,13,1.5305,2,1.8596850424187203,0.00010000000000000003,0.0001,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-1.1526807925654365e-07, -1.570796084365728, 1.5707968100597014, 5.250947345495313e-08, 1.5707959666276088, 2.522624313045469e-07]","[-1.1526807925654365e-07, 2.4242916851768825e-07, 4.832648048402888e-07, 5.250947345495313e-08, -3.601672877717732e-07, 2.522624313045469e-07]",4000,1.9261482000001706,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\actuator_constant_0.0001_trial3
Method3 TVQP ELNCP PCG noise robustness offline actuator constant level=0.0001 trial=4,ok,Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,0.0001,4,20948113,0.005,20.0,198.0,15000.0,0.0005,8,0.00020433650882395907,0.0003074149830223112,6.597450098394331e-07,0.31012091767279676,0.4125531435615011,7.179299793843026e-07,1.9175412827933863e-08,1.6074457891831165e-07,1.9135333392356086e-08,8.670085251157635e-11,9.55,12,1.54025,2,1.8596957437273964,0.00010000000000000003,0.0001,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-1.0546041341066108e-07, -1.5707959989233649, 1.570796801237397, 1.0316913101317699e-07, 1.5707962334298724, 3.903142729747065e-07]","[-1.0546041341066108e-07, 3.278715317023284e-07, 4.744425003977426e-07, 1.0316913101317699e-07, -9.33650241563555e-08, 3.903142729747065e-07]",4000,1.8234896000067238,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\actuator_constant_0.0001_trial4
Method3 TVQP ELNCP PCG noise robustness offline actuator constant level=0.0005 trial=0,ok,Method 3: continuous TVQP + ELNCP + PCG,actuator,constant,0.0005,0,20538486,0.005,20.0,198.0,15000.0,0.0005,8,0.00020433650778733055,0.0003074322928688898,4.926246517238766e-07,0.31012096126422134,0.41255353444111464,2.3764263972604077e-06,1.971113258988366e-08,1.666344278867602e-07,1.967208202160814e-08,8.670082119265414e-11,9.529,13,1.52925,2,1.8597372836753001,0.0005000000000000002,0.0005,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-1.6636967202653958e-07, -1.5707955891327652, 1.5707952599030535, 1.94764264918645e-06, 1.570796528406132, -3.2149797774456296e-07]","[-1.6636967202653958e-07, 7.376621313781584e-07, -1.0668918430933871e-06, 1.94764264918645e-06, 2.0161123548412263e-07, -3.2149797774456296e-07]",4000,1.9313934999809135,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\actuator_constant_0.0005_trial0
