label,status,method,noise_channel,noise_profile,noise_level,trial,seed,tau,duration_s,task_gain,position_weight,drift_weight,pcg_max_iters,mean_position_error_m,max_position_error_m,final_position_error_m,mean_joint_drift_norm_rad,max_abs_joint_drift_rad,final_joint_drift_norm_rad,mean_elncp_residual_norm,max_elncp_residual_norm,mean_stationarity_norm,mean_ncp_residual_norm,mean_pcg_iterations,max_pcg_iterations,mean_active_iterations,max_active_iterations,min_boundary_slack,mean_noise_norm,max_noise_norm,theta_initial_rad,theta_final_rad,theta_delta_rad,num_samples,wall_clock_run_s,result_dir
Method3 TVQP ELNCP PCG noise robustness offline sensor linear level=5e-05 trial=3,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,5e-05,3,20568781,0.005,20.0,198.0,15000.0,0.0005,8,0.00020509160840919156,0.00030278779420505,1.540664600229878e-05,0.3101133318819661,0.4125457993795867,4.991868801235939e-05,2.0325984794732135e-08,1.6209928379048463e-07,2.0286409942832624e-08,8.670083474219184e-11,9.53425,13,1.5325,2,1.8596577989281216,2.4993749999999998e-05,4.9987499999999995e-05,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-4.102528281505579e-05, -1.5708106224890352, 1.5707954328061942, 2.814292795306829e-06, 1.570818743189531, 9.655076579960407e-06]","[-4.102528281505579e-05, -1.4295694138688475e-05, -8.939887023995396e-07, 2.814292795306829e-06, 2.2416394634516834e-05, 9.655076579960407e-06]",4000,1.8449331999872811,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_linear_5e-05_trial3
Method3 TVQP ELNCP PCG noise robustness offline sensor linear level=5e-05 trial=4,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,5e-05,4,20570356,0.005,20.0,198.0,15000.0,0.0005,8,0.0002044025794148729,0.00031132189367656974,2.1938033765579775e-05,0.31011989313540905,0.4125665565716703,5.044716875681979e-05,1.9312037532389966e-08,1.7009575879284757e-07,1.927179365729481e-08,8.67008361989334e-11,9.56575,13,1.54325,2,1.8596593980896516,2.4993749999999998e-05,4.99875e-05,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-8.972421551510951e-06, -1.570769103036506, 1.570834809079655, 1.4265460863564658e-05, 1.5707932183982247, 5.406266959444156e-06]","[-8.972421551510951e-06, 2.722375839048219e-05, 3.848228475833437e-05, 1.4265460863564658e-05, -3.1083966718359335e-06, 5.406266959444156e-06]",4000,1.811977899982594,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_linear_5e-05_trial4
Method3 TVQP ELNCP PCG noise robustness offline sensor linear level=0.0001 trial=0,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,0.0001,0,20506978,0.005,20.0,198.0,15000.0,0.0005,8,0.00020492052493500154,0.00030564790496153223,1.5823537430273323e-05,0.31012151624776163,0.4125506564691146,9.987943690717364e-05,1.935737919403616e-08,1.455649113479187e-07,1.9317525805600644e-08,8.670083685234987e-11,9.545,12,1.5385,2,1.8596588496614908,4.9987499999999995e-05,9.9975e-05,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-2.0010612419971455e-05, -1.5708009080587806, 1.5707941365565754, -6.442945662492934e-05, 1.5708562223439873, -4.2556556521103056e-05]","[-2.0010612419971455e-05, -4.581263884029241e-06, -2.1902383211536147e-06, -6.442945662492934e-05, 5.9895549090693834e-05, -4.2556556521103056e-05]",4000,1.9979987000115216,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_linear_0.0001_trial0
Method3 TVQP ELNCP PCG noise robustness offline sensor linear level=0.0001 trial=1,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,0.0001,1,20869290,0.005,20.0,198.0,15000.0,0.0005,8,0.0002055466117847559,0.00032349468065004096,2.9443206585392953e-05,0.31011461250680783,0.41251982351666516,9.973700167147181e-05,1.929062538259377e-08,1.401001399164261e-07,1.925042845477001e-08,8.670083744767108e-11,9.557,13,1.541,2,1.8596613971371392,4.998750000000001e-05,9.997500000000003e-05,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[3.111791791894595e-05, -1.5708625809976697, 1.5707799350264224, -8.855270242281118e-06, 1.5708186121588015, 6.120279382959814e-05]","[3.111791791894595e-05, -6.625420277317495e-05, -1.639176847412216e-05, -8.855270242281118e-06, 2.2285363904916977e-05, 6.120279382959814e-05]",4000,1.8399649999919347,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_linear_0.0001_trial1
Method3 TVQP ELNCP PCG noise robustness offline sensor linear level=0.0001 trial=2,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,0.0001,2,20499587,0.005,20.0,198.0,15000.0,0.0005,8,0.00020593660573827856,0.00029970656119553374,2.6504262743640246e-05,0.310105680824633,0.41254279714566056,9.994970837190226e-05,1.9338928895806543e-08,1.7240347500000383e-07,1.929892152096357e-08,8.670083674607651e-11,9.55725,13,1.54075,2,1.859655911681534,4.99875e-05,9.997500000000002e-05,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-7.884083215893652e-05, -1.5708166268188601, 1.5707832331147698, 5.210501488081085e-05, 1.5708145910585636, 1.1917048833561834e-05]","[-7.884083215893652e-05, -2.0300023963581992e-05, -1.3093680126807783e-05, 5.210501488081085e-05, 1.8264263667022718e-05, 1.1917048833561834e-05]",4000,1.952004399994621,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_linear_0.0001_trial2
Method3 TVQP ELNCP PCG noise robustness offline sensor linear level=0.0001 trial=3,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,0.0001,3,20803221,0.005,20.0,198.0,15000.0,0.0005,8,0.0002043982706993837,0.000312139627538051,3.678066609595641e-05,0.31013151983051096,0.4125923021686104,0.00010027792991306863,1.9528574942771896e-08,1.4133494160447332e-07,1.94887707937834e-08,8.670083761698163e-11,9.56425,13,1.539,2,1.8596584661692823,4.9987499999999995e-05,9.997499999999999e-05,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-2.7680881365365852e-05, -1.5707176057762917, 1.5708320212371805, -3.247260516738017e-05, 1.5707863956379995, 2.579228742614295e-05]","[-2.7680881365365852e-05, 7.87210186048437e-05, 3.5694442283906724e-05, -3.247260516738017e-05, -9.93115689706947e-06, 2.579228742614295e-05]",4000,1.7474246000056155,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_linear_0.0001_trial3
Method3 TVQP ELNCP PCG noise robustness offline sensor linear level=0.0001 trial=4,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,0.0001,4,20801646,0.005,20.0,198.0,15000.0,0.0005,8,0.00020527242301172493,0.0003257774659988135,3.018951579227289e-05,0.31012031189082884,0.4125306924648391,9.972221483735486e-05,1.9582677694547502e-08,1.5637841686133822e-07,1.9542486172316455e-08,8.670083510186683e-11,9.559,13,1.5415,2,1.8596616568903326,4.9987499999999995e-05,9.9975e-05,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[3.6323635031893204e-05, -1.5708408392130024, 1.5707477855301186, 2.802092383427292e-05, 1.570777683381096, 5.6167204555675275e-05]","[3.6323635031893204e-05, -4.45124181058798e-05, -4.8541264777934856e-05, 2.802092383427292e-05, -1.8643413800534248e-05, 5.6167204555675275e-05]",4000,1.7935591000132263,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_linear_0.0001_trial4
Method3 TVQP ELNCP PCG noise robustness offline sensor linear level=0.0005 trial=0,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,0.0005,0,21215611,0.005,20.0,198.0,15000.0,0.0005,8,0.0002040835261943027,0.0003241381382246637,6.170933367513426e-05,0.31018641045347284,0.41269799442434874,0.0004999404049502857,1.9314678290477162e-08,1.587664530864944e-07,1.9274734549247917e-08,8.670083888597683e-11,9.562,13,1.53875,2,1.859669731475524,0.00024993750000000005,0.000499875,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[0.00019782821926334337, -1.5705061855851477, 1.5705807958210998, 0.00016497147672971406, 1.5709986147501864, 0.00010969447075792709]","[0.00019782821926334337, 0.00029014120974890645, -0.00021553097379678476, 0.00016497147672971406, 0.00020228795528987042, 0.00010969447075792709]",4000,1.9647444000001997,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_linear_0.0005_trial0
Method3 TVQP ELNCP PCG noise robustness offline sensor linear level=0.0005 trial=1,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,0.0005,1,20858598,0.005,20.0,198.0,15000.0,0.0005,8,0.00022410453784426704,0.00040105316960590924,0.00015214898151430197,0.3101170284604145,0.4124249952163679,0.0004997259108814889,1.984587922542605e-08,1.433662804503313e-07,1.98062171540002e-08,8.670083180488606e-11,9.54975,12,1.5365,2,1.8596760692382253,0.00024993750000000005,0.000499875,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[0.00032511923267401934, -1.5710522620296208, 1.570734912344462, -4.5816211604213416e-05, 1.570931248173122, 0.0002333366407324067]","[0.00032511923267401934, -0.00025593523472422497, -6.141445043450489e-05, -4.5816211604213416e-05, 0.00013492137822535, 0.0002333366407324067]",4000,1.8337861000036355,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_linear_0.0005_trial1
Method3 TVQP ELNCP PCG noise robustness offline sensor linear level=0.0005 trial=2,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,0.0005,2,20517670,0.005,20.0,198.0,15000.0,0.0005,8,0.00020636965791464353,0.00030770708714013956,5.4789224616688523e-05,0.31011803416714234,0.41256466011710424,0.0004999590086603416,1.9949672088769438e-08,1.6580519733834109e-07,1.99098186551644e-08,8.670081891567028e-11,9.5535,13,1.5385,2,1.8596559303036257,0.00024993750000000005,0.000499875,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-7.857731390444443e-05, -1.5707729015690903, 1.5709577925656992, -0.00019803416913875555, 1.5709147490897604, 0.0004048744344459559]","[-7.857731390444443e-05, 2.342522580622841e-05, 0.00016146577080267122, -0.00019803416913875555, 0.00011842229486380695, 0.0004048744344459559]",4000,1.832219999982044,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_linear_0.0005_trial2
Method3 TVQP ELNCP PCG noise robustness offline sensor linear level=0.0005 trial=3,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,0.0005,3,20556539,0.005,20.0,198.0,15000.0,0.0005,8,0.00021244498145399964,0.0003282098721185322,9.512381667531328e-05,0.31019622187738377,0.4126322792792614,0.0004997503054036963,1.9149893164924827e-08,1.646793476873575e-07,1.9110445168276753e-08,8.67008377030582e-11,9.5435,13,1.5355,2,1.8596590307236474,0.00024993750000000005,0.0004998750000000001,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-1.6541932193380592e-05, -1.5706376430108955, 1.5705878652956635, -0.00039295451353584725, 1.570920523027053, -0.00010489060240524898]","[-1.6541932193380592e-05, 0.00015868378400107908, -0.00020846149923303692, -0.00039295451353584725, 0.00012419623215653708, -0.00010489060240524898]",4000,1.729663600010099,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_linear_0.0005_trial3
Method3 TVQP ELNCP PCG noise robustness offline sensor linear level=0.0005 trial=4,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,0.0005,4,20451601,0.005,20.0,198.0,15000.0,0.0005,8,0.0002119398650219036,0.00031516529891762764,0.0001321721035424309,0.3101660350605014,0.41270003931295407,0.0005000600555916108,1.927607556081845e-08,1.376744472619077e-07,1.9235847137528308e-08,8.670086109109556e-11,9.5725,13,1.54375,2,1.8596483179652692,0.00024993750000000005,0.000499875,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-0.00023103004037989158, -1.5705021044118674, 1.5708263166968863, -8.020281479005677e-05, 1.57056540542058, 0.00022240009471031724]","[-0.00023103004037989158, 0.00029422238302911907, 2.9989901989768697e-05, -8.020281479005677e-05, -0.00023092137431657278, 0.00022240009471031724]",4000,1.716373500006739,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_linear_0.0005_trial4
Method3 TVQP ELNCP PCG noise robustness offline sensor linear level=0.001 trial=0,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,0.001,0,20814608,0.005,20.0,198.0,15000.0,0.0005,8,0.00023758550832868135,0.0003776814880448147,0.00020436503368323147,0.31016834075989597,0.41269929154729335,0.0009996897334364871,1.945370347559429e-08,1.3960552584244077e-07,1.9413706013659912e-08,8.67007950006956e-11,9.56225,12,1.54075,2,1.8596462617317624,0.000499875,0.0009997499999999998,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-0.00027277274739783233, -1.5705035886477738, 1.5702600956838757, -2.2071762866337725e-06, 1.5714233220326654, -0.0003982552754149462]","[-0.00027277274739783233, 0.0002927381471227175, -0.0005362311110208573, -2.2071762866337725e-06, 0.0006269952377688792, -0.0003982552754149462]",4000,1.853789200016763,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_linear_0.001_trial0
Method3 TVQP ELNCP PCG noise robustness offline sensor linear level=0.001 trial=1,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,0.001,1,20402776,0.005,20.0,198.0,15000.0,0.0005,8,0.00022943292150654076,0.00039020896552213405,0.00015263350754095712,0.31007480212034194,0.4123162690221671,0.0009996275500354327,1.9887795884627108e-08,1.563216571296121e-07,1.9848644296068244e-08,8.670080672873089e-11,9.519,12,1.52825,2,1.8596495227845913,0.000499875,0.00099975,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-0.00020668408917189223, -1.571269757828405, 1.5709940428640268, -0.0006330327164424976, 1.5707054733188033, 0.0005332199962371102]","[-0.00020668408917189223, -0.0004734310335083869, 0.000197716069130216, -0.0006330327164424976, -9.085347609327776e-05, 0.0005332199962371102]",4000,1.9339059000194538,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_linear_0.001_trial1
Method3 TVQP ELNCP PCG noise robustness offline sensor linear level=0.001 trial=2,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,0.001,2,21116667,0.005,20.0,198.0,15000.0,0.0005,8,0.00024139189685539977,0.00045942071723250054,0.00026751465301040335,0.31005506126959326,0.4126460001737742,0.0009999710700193982,1.9936226464749333e-08,1.6938205871740392e-07,1.989737182532341e-08,8.67008328856864e-11,9.51175,13,1.52625,2,1.8596259335048864,0.0004998750000000001,0.00099975,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-0.0006796639307599915, -1.570610195051266, 1.5710167784082816, 0.00020480969210794547, 1.5708273603777008, -0.0006417515477391725]","[-0.0006796639307599915, 0.0001861317436304688, 0.00022045161338501984, 0.00020480969210794547, 3.103358280420743e-05, -0.0006417515477391725]",4000,1.8529505000042263,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_linear_0.001_trial2
Method3 TVQP ELNCP PCG noise robustness offline sensor linear level=0.001 trial=3,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,0.001,3,20957542,0.005,20.0,198.0,15000.0,0.0005,8,0.0002216102829337169,0.0003393836279669131,0.00011248676345250993,0.3100089250467492,0.41231392632467845,0.0009997560835871032,1.971139595555854e-08,1.5884880196467808e-07,1.9671945469477998e-08,8.670084864816015e-11,9.5265,13,1.5335,2,1.8596520766090578,0.0004998750000000001,0.00099975,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-0.0001554875033210594, -1.5712744339067548, 1.571069375221545, 1.6619672765044823e-05, 1.5708322129904342, 0.0008189200063026917]","[-0.0001554875033210594, -0.0004781071118582503, 0.00027304842664843676, 1.6619672765044823e-05, 3.588619553762662e-05, 0.0008189200063026917]",4000,1.8941514999896754,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_linear_0.001_trial3
Method3 TVQP ELNCP PCG noise robustness offline sensor linear level=0.001 trial=4,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,linear,0.001,4,20418726,0.005,20.0,198.0,15000.0,0.0005,8,0.0002576335635809302,0.00045662066320559854,0.00033031858255077164,0.3103011662502264,0.4130191299954531,0.0010001271490054932,1.988209069715899e-08,1.648134645421641e-07,1.9842141833355607e-08,8.670087445397715e-11,9.56275,12,1.53975,2,1.8596708576423553,0.000499875,0.00099975,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[0.00022018149691753139, -1.569863837819073, 1.5708762865851822, -6.953587272617309e-05, 1.5708966954285368, 0.0002468523126961646]","[0.00022018149691753139, 0.0009324889758235422, 7.995979028563305e-05, -6.953587272617309e-05, 0.00010036863364026871, 0.0002468523126961646]",4000,1.8218565999995917,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_linear_0.001_trial4
Method3 TVQP ELNCP PCG noise robustness offline sensor quadratic level=1e-06 trial=0,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,quadratic,1e-06,0,20454692,0.005,20.0,198.0,15000.0,0.0005,8,0.00020436984400431325,0.0003073906965028348,7.639867043503963e-07,0.31012084181562255,0.4125530800125714,1.2354887130055814e-06,1.972826282821364e-08,1.54897414198967e-07,1.9688325160393327e-08,8.67008353812461e-11,9.5595,12,1.53675,2,1.8596593555435765,3.33333375e-07,1e-06,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-7.818457646236359e-07, -1.5707961587985657, 1.5707970344777589, 5.881867981820948e-07, 1.5707962994149485, 1.9849027282175918e-07]","[-7.818457646236359e-07, 1.6799633084652044e-07, 7.076828623109321e-07, 5.881867981820948e-07, -2.7379948086547756e-08, 1.9849027282175918e-07]",4000,1.989517399983015,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_quadratic_1e-06_trial0
Method3 TVQP ELNCP PCG noise robustness offline sensor quadratic level=1e-06 trial=1,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,quadratic,1e-06,1,21064751,0.005,20.0,198.0,15000.0,0.0005,8,0.0002043455920212944,0.00030740466266323293,5.221927357817423e-07,0.310120901638766,0.4125530800179291,1.0495503148387494e-06,1.9864815145317108e-08,1.4520028769719045e-07,1.9825124518928197e-08,8.670083542294678e-11,9.55,12,1.5345,2,1.8596598599309333,3.33333375e-07,1e-06,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-2.7695516537458057e-07, -1.5707966812061545, 1.5707968291366938, 6.143155573221277e-07, 1.5707959986949946, 4.0232316505213065e-07]","[-2.7695516537458057e-07, -3.5441125789681394e-07, 5.023417972704891e-07, 6.143155573221277e-07, -3.2809990191395855e-07, 4.0232316505213065e-07]",4000,2.0267721000127494,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_quadratic_1e-06_trial1
Method3 TVQP ELNCP PCG noise robustness offline sensor quadratic level=1e-06 trial=2,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,quadratic,1e-06,2,20695048,0.005,20.0,198.0,15000.0,0.0005,8,0.00020430406772445133,0.000307432730713644,5.288866240619846e-07,0.3101209371408749,0.4125530800109287,9.511947976901202e-07,1.932984749004827e-08,1.4443744373717484e-07,1.9289925761468235e-08,8.670083445807813e-11,9.5585,12,1.5395,2,1.8596592310208202,3.33333375e-07,9.999999999999997e-07,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[8.249397303212547e-07, -1.5707965654923746, 1.5707965783324416, 2.375590813118577e-07, 1.5707964134404109, -2.0014144914649952e-07]","[8.249397303212547e-07, -2.38697478005534e-07, 2.51537545015168e-07, 2.375590813118577e-07, 8.66455143189171e-08, -2.0014144914649952e-07]",4000,1.850410400016699,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_quadratic_1e-06_trial2
Method3 TVQP ELNCP PCG noise robustness offline sensor quadratic level=1e-06 trial=3,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,quadratic,1e-06,3,20522336,0.005,20.0,198.0,15000.0,0.0005,8,0.00020436025080338696,0.0003073921154768746,5.827883175448763e-07,0.31012091307947476,0.4125530800490971,1.0773837441947023e-06,1.8860963036677937e-08,1.4493854348923152e-07,1.8820110151188143e-08,8.670083691476552e-11,9.58675,12,1.549,2,1.8596595302690022,3.33333375e-07,1e-06,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-5.287555227934269e-07, -1.5707962183456756, 1.570796443225213, 9.202264107189577e-07, 1.5707963921619765, -6.904038759961718e-08]","[-5.287555227934269e-07, 1.0844922093689036e-07, 1.164303164991054e-07, 9.202264107189577e-07, 6.536707997106816e-08, -6.904038759961718e-08]",4000,1.8554874999972526,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_quadratic_1e-06_trial3
Method3 TVQP ELNCP PCG noise robustness offline sensor quadratic level=1e-06 trial=4,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,quadratic,1e-06,4,20997107,0.005,20.0,198.0,15000.0,0.0005,8,0.00020430451278390587,0.0003074297671923076,5.201154664344121e-07,0.31012095813593976,0.41255308001503654,9.398314062522574e-07,1.8511988079731893e-08,1.6438456758198267e-07,1.8470810265720366e-08,8.670083712683281e-11,9.604,12,1.55675,2,1.8596593677052624,3.33333375e-07,1e-06,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[6.16418206446243e-07, -1.5707961711657663, 1.5707962315601414, 3.7097918748989195e-07, 1.5707958164557752, 2.682349823790882e-07]","[6.16418206446243e-07, 1.5562913024957936e-07, -9.523475519301883e-08, 3.7097918748989195e-07, -5.103391214067443e-07, 2.682349823790882e-07]",4000,1.7971344999969006,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_quadratic_1e-06_trial4
Method3 TVQP ELNCP PCG noise robustness offline sensor quadratic level=5e-06 trial=0,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,quadratic,5e-06,0,20881901,0.005,20.0,198.0,15000.0,0.0005,8,0.00020450178598029333,0.0003073568783182768,1.749040280410829e-06,0.3101206295027484,0.412553080014493,5.178900203125869e-06,2.028905392391744e-08,1.4984483211684889e-07,2.0249041822174838e-08,8.670083842746083e-11,9.553,12,1.5385,2,1.8596571623775053,1.6666668750000007e-06,5.000000000000001e-06,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[-2.8019886760196503e-06, -1.570795867192095, 1.570798649898023, 3.2105175620849695e-07, 1.5707997193538068, 1.3226086768282898e-06]","[-2.8019886760196503e-06, 4.596028015946274e-07, 2.32310312653361e-06, 3.2105175620849695e-07, 3.3925589102423714e-06, 1.3226086768282898e-06]",4000,1.860924900014652,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_quadratic_5e-06_trial0
Method3 TVQP ELNCP PCG noise robustness offline sensor quadratic level=5e-06 trial=1,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,quadratic,5e-06,1,20578267,0.005,20.0,198.0,15000.0,0.0005,8,0.00020431122035480392,0.00030748176246454855,1.6434632698885417e-06,0.31012053658854244,0.412553080013212,5.216151046565647e-06,1.9529182729075547e-08,1.476574699646154e-07,1.9489843607412208e-08,8.670083771747523e-11,9.558,12,1.54025,2,1.859659875058107,1.6666668750000007e-06,5e-06,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[5.552903065357355e-07, -1.570794903509343, 1.5707999271398951, -3.362443443880367e-06, 1.5707962533221373, -7.74747946393285e-07]","[5.552903065357355e-07, 1.4232855536366884e-06, 3.6003449985777536e-06, -3.362443443880367e-06, -7.347275920999152e-08, -7.74747946393285e-07]",4000,1.8655767000163905,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_quadratic_5e-06_trial1
Method3 TVQP ELNCP PCG noise robustness offline sensor quadratic level=5e-06 trial=2,ok,Method 3: continuous TVQP + ELNCP + PCG,sensor,quadratic,5e-06,2,20947970,0.005,20.0,198.0,15000.0,0.0005,8,0.00020425765993873973,0.00030753573430876646,9.897698913879557e-07,0.31012133034556616,0.41255308001131685,4.768411083784899e-06,1.9264610349116946e-08,1.605126330370797e-07,1.9223752504521842e-08,8.670083681015338e-11,9.64475,13,1.56175,2,1.8596577180040252,1.6666668749999999e-06,4.9999999999999996e-06,"[0.0, -1.5707963267948966, 1.5707963267948966, 0.0, 1.5707963267948966, 0.0]","[2.4012345258855604e-06, -1.5707983885312093, 1.5707954142155895, -1.1377131186694574e-06, 1.5707974768648276, -3.0448657464454884e-06]","[2.4012345258855604e-06, -2.0617363127861665e-06, -9.125793070108301e-07, -1.1377131186694574e-06, 1.1500699310662554e-06, -3.0448657464454884e-06]",4000,1.9184271999984048,C:\Users\lyx\Desktop\sci\code\project_method3_tvqp_elncp_pcg_noise_robustness\results\offline_20s_full\representative\sensor_quadratic_5e-06_trial2
