experiment,trajectory_name,solver_type,dlccznn_inner_steps,pdnn_gain,pdnn_inner_steps,mean_position_error_m,final_position_error_m,max_position_error_m,final_joint_drift_norm_rad,max_joint_drift_rad,mean_task_residual,final_task_residual,mean_solver_residual,final_solver_residual,min_boundary_slack,runtime_s,avg_step_time_s
single_small_circle_method2_dlccznn_offline,small_circle,dlccznn,60,20.0,1,5.6532813574625085e-06,8.525576841901052e-08,2.3931959251958317e-05,4.486675302237732e-07,2.856596104106046e-07,0.0017980774658631687,2.8104455219910626e-05,0.002541551764178025,2.8529239203732808e-05,1.9373955658822117,6.0469594999958645,0.003023479749997932
