case_id,task_gain,mu_gain,activation_power,solver_substeps,solver_gamma_gain,status,mean_position_error_m,final_position_error_m,final_joint_drift_norm_rad,mean_inner_residual_norm,wall_clock_run_s,result_dir,composite_score
tg220_mu16p0_ap0p85_ns40_gg4608,220.0,16.0,0.85,40,4608.0,ok,0.00019880289513093293,1.3155936540786212e-06,3.891955852237712e-06,0.009403028771155682,3.483132099998329,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg220_mu16p0_ap0p85_ns40_gg4608\offline,1.9764732526656288
tg200_mu12p0_ap0p95_ns60_gg3840,200.0,12.0,0.95,60,3840.0,ok,0.0002007163911722495,1.1681544827684382e-06,4.850241790437769e-06,0.0039937579194326625,4.294308900000033,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg200_mu12p0_ap0p95_ns60_gg3840\offline,1.9839241999372434
tg180_mu14p0_ap0p85_ns40_gg4608,180.0,14.0,0.85,40,4608.0,ok,0.00019852525010203382,1.3931066695222168e-06,4.030568014067822e-06,0.008511538670705782,4.420600800000102,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg180_mu14p0_ap0p85_ns40_gg4608\offline,1.9954037726678213
tg220_mu14p0_ap0p95_ns40_gg3840,220.0,14.0,0.95,40,3840.0,ok,0.0001998422848515281,1.304453861609627e-06,4.293796654479031e-06,0.007244573561966397,3.466183299999102,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg220_mu14p0_ap0p95_ns40_gg3840\offline,1.9958268274349868
tg220_mu14p0_ap0p95_ns40_gg3072,220.0,14.0,0.95,40,3072.0,ok,0.00019924816307082322,1.2442725334681484e-06,4.302275779709921e-06,0.007826402483157425,3.5309400999976788,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg220_mu14p0_ap0p95_ns40_gg3072\offline,2.0045296511720423
tg200_mu12p0_ap0p95_ns60_gg3072,200.0,12.0,0.95,60,3072.0,ok,0.00020021188549229887,1.1411355601605667e-06,4.938229429577452e-06,0.0042622642017198994,4.164157800001703,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg200_mu12p0_ap0p95_ns60_gg3072\offline,2.0086567524421763
tg180_mu12p0_ap0p95_ns80_gg3072,180.0,12.0,0.95,80,3072.0,ok,0.0002004718593819951,1.1777042598263413e-06,5.120322268207515e-06,0.003283055478978101,7.235298799998418,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg180_mu12p0_ap0p95_ns80_gg3072\offline,2.0266454073434605
tg200_mu14p0_ap0p95_ns40_gg3840,200.0,14.0,0.95,40,3840.0,ok,0.00019949484735418482,1.3370275747917007e-06,4.386541441965593e-06,0.00753231666707097,3.18714959999852,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg200_mu14p0_ap0p95_ns40_gg3840\offline,2.036534026833425
tg180_mu12p0_ap0p95_ns60_gg4608,180.0,12.0,0.95,60,4608.0,ok,0.00020092410214473915,1.2502979625302449e-06,4.998435597545248e-06,0.0038955488933796094,5.711145900000702,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg180_mu12p0_ap0p95_ns60_gg4608\offline,2.036597810566744
tg180_mu12p0_ap0p95_ns60_gg3840,180.0,12.0,0.95,60,3840.0,ok,0.00020051886920280354,1.220643325126542e-06,5.054597762277208e-06,0.0038519140617922485,5.896009500000218,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg180_mu12p0_ap0p95_ns60_gg3840\offline,2.041389250338541
tg220_mu14p0_ap0p95_ns40_gg4608,220.0,14.0,0.95,40,4608.0,ok,0.0002001336481940903,1.399884702094181e-06,4.416026284720434e-06,0.00706332486764431,3.911814499999309,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_refined_runs\tg220_mu14p0_ap0p95_ns40_gg4608\offline,2.0421754170362973
