case_id,task_gain,mu_gain,activation_power,solver_substeps,solver_gamma_gain,status,mean_position_error_m,final_position_error_m,final_joint_drift_norm_rad,mean_inner_residual_norm,wall_clock_run_s,result_dir,composite_score
tg160_mu10p0_ap0p90_ns20_gg1280,160.0,10.0,0.9,20,1280.0,ok,0.0001931182316121587,1.5248809643097532e-06,4.174185390889662e-06,0.01475334131108963,3.107965700000932,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_broad_runs\tg160_mu10p0_ap0p90_ns20_gg1280\offline,2.0638649963331868
tg120_mu10p0_ap0p90_ns20_gg1280,120.0,10.0,0.9,20,1280.0,ok,0.0001907955781872216,1.7952850739881492e-06,4.468102730066395e-06,0.014175498140851015,3.15125099999932,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_broad_runs\tg120_mu10p0_ap0p90_ns20_gg1280\offline,2.138066837999966
tg200_mu14p0_ap0p90_ns20_gg2560,200.0,14.0,0.9,20,2560.0,ok,0.00019633622786508197,1.4522878909870161e-06,3.3696611879866363e-06,0.020179405956355177,3.140949000000546,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_broad_runs\tg200_mu14p0_ap0p90_ns20_gg2560\offline,2.160770992110779
tg160_mu14p0_ap0p90_ns20_gg1280,160.0,14.0,0.9,20,1280.0,ok,0.0001937291083086357,1.398464405986262e-06,3.5331476901931948e-06,0.020748797529879476,3.126383499999065,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_broad_runs\tg160_mu14p0_ap0p90_ns20_gg1280\offline,2.200385176226754
tg120_mu10p0_ap0p90_ns20_gg2560,120.0,10.0,0.9,20,2560.0,ok,0.00019425393216644405,1.984994771953448e-06,5.045024532650897e-06,0.013766259160366062,3.1953470000007655,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_broad_runs\tg120_mu10p0_ap0p90_ns20_gg2560\offline,2.264887524524359
tg160_mu10p0_ap0p90_ns20_gg2560,160.0,10.0,0.9,20,2560.0,ok,0.00019678664251959098,2.0963960030295678e-06,5.731090897785429e-06,0.014246940728665645,2.9309146000014152,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_broad_runs\tg160_mu10p0_ap0p90_ns20_gg2560\offline,2.4346316804953103
tg200_mu10p0_ap0p90_ns20_gg2560,200.0,10.0,0.9,20,2560.0,ok,0.00019727754187860285,2.015677565492065e-06,5.741134010202436e-06,0.014726940524925035,3.081879099998332,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_broad_runs\tg200_mu10p0_ap0p90_ns20_gg2560\offline,2.4434435663714233
tg120_mu14p0_ap0p90_ns20_gg1280,120.0,14.0,0.9,20,1280.0,ok,0.00019652490279544182,1.7133092755907782e-06,4.703942904677107e-06,0.02101086507148323,3.0408061999987694,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_broad_runs\tg120_mu14p0_ap0p90_ns20_gg1280\offline,2.486152811703257
tg200_mu10p0_ap0p90_ns20_gg3840,200.0,10.0,0.9,20,3840.0,ok,0.00019639035021418145,1.1153137973614e-06,5.479499143693354e-06,0.02161748015606782,3.0767258999985643,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_broad_runs\tg200_mu10p0_ap0p90_ns20_gg3840\offline,2.5340348116079294
tg160_mu10p0_ap0p90_ns20_gg3840,160.0,10.0,0.9,20,3840.0,ok,0.0001978521049629569,1.3239254431941198e-06,5.73405465439769e-06,0.02082674839454249,3.038991100002022,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_broad_runs\tg160_mu10p0_ap0p90_ns20_gg3840\offline,2.5864319111191856
tg120_mu10p0_ap0p90_ns20_gg3840,120.0,10.0,0.9,20,3840.0,ok,0.00019740268019656404,1.7050436721741184e-06,6.13623343941256e-06,0.020769693884698376,3.0321162000000186,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_broad_runs\tg120_mu10p0_ap0p90_ns20_gg3840\offline,2.7286120693351323
tg200_mu6p0_ap0p90_ns60_gg3840,200.0,6.0,0.9,60,3840.0,ok,0.00020217005730605825,1.18020253254075e-06,1.1478371347399946e-05,0.0022362960739436984,6.155373400000826,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_broad_runs\tg200_mu6p0_ap0p90_ns60_gg3840\offline,2.7346749994063533
tg200_mu6p0_ap0p90_ns60_gg2560,200.0,6.0,0.9,60,2560.0,ok,0.00020154207536987956,1.1520718214118434e-06,1.157344641507527e-05,0.0025085318841265797,6.108476800000062,C:\Users\lyx\Desktop\sci\code\project_method3c_lccznn_solver\results\tuning_20260421\method2\offline_broad_runs\tg200_mu6p0_ap0p90_ns60_gg2560\offline,2.75727412414422
