joint,initial_rad,final_rad,delta_rad
theta_1,0.0,1.8228433510030031e-06,1.8228433510030031e-06
theta_2,-1.5707963267948966,-1.5707933892677268,2.9375271697329453e-06
theta_3,1.5707963267948966,1.57079386975017,-2.457044726567048e-06
theta_4,0.0,-2.061195083703081e-06,-2.061195083703081e-06
theta_5,1.5707963267948966,1.5707948797565994,-1.4470382971865092e-06
theta_6,0.0,-1.0298521997581231e-13,-1.0298521997581231e-13
