experiment,trajectory_name,solver_type,dlccznn_inner_steps,pdnn_gain,pdnn_inner_steps,mean_position_error_m,final_position_error_m,max_position_error_m,final_joint_drift_norm_rad,max_joint_drift_rad,mean_task_residual,final_task_residual,mean_solver_residual,final_solver_residual,min_boundary_slack,runtime_s,avg_step_time_s
single_figure8_method2_dlccznn_offline,figure8,dlccznn,20,20.0,1,2.526202625937848e-05,1.50764313896207e-07,8.991869717191703e-05,5.545463836411219e-07,4.0299218672292766e-07,0.004044790313100851,2.402298373833223e-05,0.0045483579615738295,2.569209760311862e-05,1.9396494222910368,4.702662299998337,0.0011756655749995844
