Joint,Initial angle (rad),Final angle (rad),Delta (rad)
theta_1,0.000000000,-0.000000000,-2.321313487e-11
theta_2,-1.570796327,-1.570796327,-1.071231992e-11
theta_3,1.570796327,1.570796327,8.515854688e-12
theta_4,0.000000000,0.000000000,7.274560158e-12
theta_5,1.570796327,1.570796327,1.012390172e-11
theta_6,0.000000000,-0.000000000,-2.876022572e-27
