joint,initial_rad,final_rad,delta_rad
theta_1,0.0,1.4053280789157675e-06,1.4053280789157675e-06
theta_2,-1.5707963267948966,-1.570792416477628,3.910317268651653e-06
theta_3,1.5707963267948966,1.570792938429382,-3.3883655146116354e-06
theta_4,0.0,-2.643077821516692e-06,-2.643077821516692e-06
theta_5,1.5707963267948966,1.5707949298917117,-1.3969031849025981e-06
theta_6,0.0,-5.582797550253792e-06,-5.582797550253792e-06
