joint,initial_rad,final_rad,delta_rad
theta_1,0.0,-1.8682109137173948e-08,-1.8682109137173948e-08
theta_2,-1.5707963267948966,-1.5707966193411858,-2.925462891933961e-07
theta_3,1.5707963267948966,1.5707966202904877,2.9349559116376156e-07
theta_4,0.0,1.3628780205234307e-07,1.3628780205234307e-07
theta_5,1.5707963267948966,1.5707963571492052,3.035430862219357e-08
theta_6,0.0,-2.036679736686314e-11,-2.036679736686314e-11
