experiment,trajectory_name,solver_type,dlccznn_inner_steps,pdnn_gain,pdnn_inner_steps,mean_position_error_m,final_position_error_m,max_position_error_m,final_joint_drift_norm_rad,max_joint_drift_rad,mean_task_residual,final_task_residual,mean_solver_residual,final_solver_residual,min_boundary_slack,runtime_s,avg_step_time_s
single_circle_method2_dlccznn_offline,circle,dlccznn,20,20.0,1,3.981293301104609e-05,1.6754425047937212e-07,0.00013530511904054037,4.849404957190587e-07,4.456987289373544e-07,0.006370352641122581,2.6430344947380822e-05,0.006535416299714744,2.8270560098261145e-05,1.9451985654499295,4.690882800001418,0.0011727207000003545
