"stage","trajectory","task_gain","drift_gain","solver_gamma","activation_power","dlccznn_inner_steps","mean_position_error_m","final_position_error_m","final_joint_drift_norm_rad","max_position_error_m","runtime_s","path"
"stage2_solver_coupling","line","300","10","4096","0.8","60","1.13213353060245E-05","1.70360987757269E-06","7.64916328712229E-06","4.18642788827731E-05","6.09683680000308","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t300_d10_g4096_p080_ns60\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","300","10","4096","0.85","40","1.11753962159545E-05","1.01748726611218E-06","4.70733695459474E-06","4.00035196795063E-05","4.18061310000485","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t300_d10_g4096_p085_ns40\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","300","10","4096","0.85","60","4.82889558112889E-06","2.91863625155078E-07","1.38469280593707E-06","1.58969450704109E-05","6.44981389999884","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t300_d10_g4096_p085_ns60\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","300","10","4608","0.75","40","3.37455244878926E-05","1.12340018099016E-05","4.83866451317033E-05","7.71294992843294E-05","4.43882909999957","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t300_d10_g4608_p075_ns40\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","300","10","4608","0.75","60","2.30067942017326E-05","5.38040480295443E-06","2.33227872075645E-05","3.84374324204403E-05","6.77978770000482","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t300_d10_g4608_p075_ns60\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","300","10","4608","0.8","40","2.80816801598421E-05","4.70354275111352E-06","2.17510106011585E-05","5.69154288037045E-05","4.5295197000014","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t300_d10_g4608_p080_ns40\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","300","10","4608","0.8","60","1.49246763166398E-05","1.98058895295523E-06","8.84328699587453E-06","6.55526436568921E-05","7.14795420000155","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t300_d10_g4608_p080_ns60\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","300","10","4608","0.85","40","1.51067875238728E-05","1.28139272954673E-06","6.18102257787462E-06","5.90847125888727E-05","4.57619529999647","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t300_d10_g4608_p085_ns40\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","300","10","4608","0.85","60","5.3114185142754E-06","3.59710463136604E-07","1.8366478941262E-06","1.91728374165914E-05","6.71897809999791","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t300_d10_g4608_p085_ns60\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","2048","0.75","40","1.54655698521716E-05","4.82411750589966E-06","2.20466461555292E-05","8.15694223953161E-05","4.2638575000019","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g2048_p075_ns40\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","2048","0.75","60","8.53199321768007E-06","1.78960909904172E-06","8.56630658646566E-06","3.76939337983196E-05","6.36851749999914","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g2048_p075_ns60\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","2048","0.8","40","9.53061418076326E-06","1.44777036418332E-06","7.5739358783266E-06","4.41797315817849E-05","4.37924029999704","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g2048_p080_ns40\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","2048","0.8","60","5.55520086904917E-06","4.24878616916024E-07","2.40783638466305E-06","1.74699227765512E-05","6.62727340000129","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g2048_p080_ns60\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","2048","0.85","40","7.61132009478778E-06","4.87150335921115E-07","1.95702629224256E-06","2.37524429877701E-05","4.34552840000106","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g2048_p085_ns40\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","2048","0.85","60","5.41071209960743E-06","1.38761631027772E-07","5.3632673939135E-07","1.5167115125293E-05","7.43184869999823","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g2048_p085_ns60\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","3072","0.75","40","2.37579666125224E-05","5.35367160924282E-06","2.42307934800347E-05","7.50832858918332E-05","4.62152890000289","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g3072_p075_ns40\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","3072","0.75","60","1.36807952103775E-05","3.00297198028131E-06","1.40416160485995E-05","5.04923026741192E-05","6.03720900000189","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g3072_p075_ns60\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","3072","0.8","40","1.44240868075124E-05","2.15111676522424E-06","9.79534877201354E-06","6.98348067401741E-05","4.62502919999679","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g3072_p080_ns40\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","3072","0.8","60","6.5571726821633E-06","1.02069240996167E-06","4.48762834857096E-06","3.10431602650561E-05","6.33600740000111","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g3072_p080_ns60\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","3072","0.85","40","7.68008601259696E-06","5.66923541814056E-07","2.61928681400061E-06","3.01318438146852E-05","4.17945940000209","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g3072_p085_ns40\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","3072","0.85","60","4.66803718483461E-06","3.42052074220265E-07","1.05716151405786E-06","1.40404771130422E-05","6.11794599999848","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g3072_p085_ns60\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","4096","0.75","40","2.80320956502216E-05","8.32363590878986E-06","3.72782477015237E-05","9.50282134949483E-05","4.27757569999812","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g4096_p075_ns40\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","4096","0.75","60","2.01645019245724E-05","4.05447875503288E-06","1.81128090632673E-05","6.32989147275702E-05","6.01889479999954","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g4096_p075_ns60\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","4096","0.8","40","2.52222803158842E-05","3.00797124832954E-06","1.26488328228727E-05","4.58769898677071E-05","4.00126910000108","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g4096_p080_ns40\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","4096","0.8","60","1.03911779791191E-05","1.45424771122318E-06","6.50681135742075E-06","4.8223426050397E-05","6.15596099999675","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g4096_p080_ns60\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","4096","0.85","40","1.04064215678955E-05","7.36668558614386E-07","3.55735592481497E-06","3.98647972804729E-05","4.279489499997","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g4096_p085_ns40\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","4096","0.85","60","4.80387799287072E-06","1.90857981601999E-07","1.12344604347328E-06","1.78000566984269E-05","6.45299839999643","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g4096_p085_ns60\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","4608","0.75","40","2.98196668737431E-05","9.86337137495775E-06","4.2529865450158E-05","7.28065763644769E-05","4.2581050000008","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g4608_p075_ns40\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","4608","0.75","60","2.06119916855663E-05","4.68743443796337E-06","2.03224653253889E-05","4.3103363637934E-05","6.36776730000565","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g4608_p075_ns60\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","4608","0.8","40","2.51430637736317E-05","4.08766865156866E-06","1.92389773174564E-05","5.51560547176771E-05","4.67022759999963","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g4608_p080_ns40\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","4608","0.8","60","1.31895969082597E-05","1.7066420245821E-06","7.63271891235475E-06","5.6672279060566E-05","5.85395330000028","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g4608_p080_ns60\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","4608","0.85","40","1.34261837578531E-05","7.67718811514578E-07","4.29904506121124E-06","6.58595823616053E-05","3.92779629999859","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g4608_p085_ns40\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
"stage2_solver_coupling","line","340","10","4608","0.85","60","5.23353373616255E-06","2.9088900058453E-07","1.30210197389295E-06","2.24523954839611E-05","6.17523689999507","C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\coupled_param_search\stage2_solver_coupling\line_t340_d10_g4608_p085_ns60\single\line\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json"
