joint,initial_rad,final_rad,delta_rad
theta_1,0.0,0.05271210606801753,0.05271210606801753
theta_2,-1.5707963267948966,-1.3599465804277011,0.21084974636719545
theta_3,1.5707963267948966,1.3448893667220514,-0.22590696007284516
theta_4,0.0,-0.16344892444657175,-0.16344892444657175
theta_5,1.5707963267948966,1.4975915028494031,-0.07320482394549344
theta_6,0.0,-3.0281306342776362e-12,-3.0281306342776362e-12
