experiment,trajectory_name,solver_type,dlccznn_inner_steps,pdnn_gain,pdnn_inner_steps,mean_position_error_m,final_position_error_m,max_position_error_m,final_joint_drift_norm_rad,max_joint_drift_rad,mean_task_residual,final_task_residual,mean_solver_residual,final_solver_residual,min_boundary_slack,runtime_s,avg_step_time_s
single_small_circle_method2_dlccznn_offline,small_circle,dlccznn,60,20.0,1,3.4246035139374826e-05,1.1908523125644813e-06,0.0001375962433628123,1.3533699539117848e-05,1.190365394351766e-05,0.007468997951259024,0.0002556118074714053,0.01258043916824306,0.0017708019795557744,1.9072333563745054,5.900267299999541,0.0029501336499997708
