joint,initial_rad,final_rad,delta_rad
theta_1,0.0,-8.714561225971412e-06,-8.714561225971412e-06
theta_2,-1.5707963267948966,-1.57083080092452,-3.447412962342966e-05
theta_3,1.5707963267948966,1.5708260587632432,2.9731968346657922e-05
theta_4,0.0,2.4684842420763616e-05,2.4684842420763616e-05
theta_5,1.5707963267948966,1.5708093863791655,1.3059584268892976e-05
theta_6,0.0,-7.213425657438088e-13,-7.213425657438088e-13
