name,method,kp,lam,gamma,reg,power,clip,mean_position_error_m,final_position_error_m,final_joint_drift_norm_rad,mean_task_residual,final_solver_residual,min_boundary_slack,runtime_s
m2_lam2_g50_kp80,method2,80,2.0,50,0.0001,1.0,1.0,0.0039666206469351475,0.00237900244985154,0.04621737355616459,0.29478040962018526,0.20863138629948969,1.2870113224300457,187.42505950000486
m2_lam5_g20_kp40,method2,40,5.0,10,0.0001,1.0,1.0,0.017471412896751616,0.012680447912243905,0.07272162115730876,0.6698530630723749,0.48447763992149456,1.5104940739154422,185.9955661999993
