joint,initial_rad,final_rad,delta_rad
theta_1,0.0,0.04958347643535921,0.04958347643535921
theta_2,-1.5707963267948966,-1.491935191176872,0.07886113561802466
theta_3,1.5707963267948966,1.4373802950491388,-0.13341603174575778
theta_4,0.0,-0.09835411971827916,-0.09835411971827916
theta_5,1.5707963267948966,1.460160748030658,-0.11063557876423857
theta_6,0.0,1.546120501371548e-14,1.546120501371548e-14
