joint,initial_rad,final_rad,delta_rad
theta_1,0.0,0.09459720852648745,0.09459720852648745
theta_2,-1.5707963267948966,-1.6076949196846928,-0.036898592889796245
theta_3,1.5707963267948966,1.4029712374174619,-0.16782508937743468
theta_4,0.0,-0.07491174258627183,-0.07491174258627183
theta_5,1.5707963267948966,1.5123457180456794,-0.05845060874921715
theta_6,0.0,-4.665086430735929e-14,-4.665086430735929e-14
