Joint,Initial angle (rad),Final angle (rad),Delta (rad)
theta_1,0.000000000,-0.000000782,-7.818457646e-07
theta_2,-1.570796327,-1.570796159,1.679963308e-07
theta_3,1.570796327,1.570797034,7.076828623e-07
theta_4,0.000000000,0.000000588,5.881867982e-07
theta_5,1.570796327,1.570796299,-2.737994809e-08
theta_6,0.000000000,0.000000198,1.984902728e-07
