joint,initial_rad,final_rad,delta_rad
theta_1,0.0,0.13098550284974889,0.13098550284974889
theta_2,-1.5707963267948966,-1.3625743265761916,0.20822200021870496
theta_3,1.5707963267948966,1.3523977870438104,-0.21839853975108614
theta_4,0.0,-0.1365885828326832,-0.1365885828326832
theta_5,1.5707963267948966,1.5365714930897827,-0.034224833705113866
theta_6,0.0,-5.11276614022627e-11,-5.11276614022627e-11
