experiment,trajectory_name,solver_type,dlccznn_inner_steps,pdnn_gain,pdnn_inner_steps,mean_position_error_m,final_position_error_m,max_position_error_m,final_joint_drift_norm_rad,max_joint_drift_rad,mean_task_residual,final_task_residual,mean_solver_residual,final_solver_residual,min_boundary_slack,runtime_s,avg_step_time_s
single_line_method2_dlccznn_offline,line,dlccznn,60,20.0,1,2.511390496173676e-05,3.517492889881733e-06,7.455074838758478e-05,2.4966902353457744e-05,1.8468763133716593e-05,0.007022041640870144,0.0012382089647097908,0.012174188127357016,0.004178839174354884,1.9350620177003985,6.168724800001655,0.003084362400000828
