Joint,Initial angle (rad),Final angle (rad),Delta (rad)
theta_1,-0.000009746,-0.000027090,-1.734369926e-05
theta_2,-1.570532680,-1.570392132,1.405477524e-04
theta_3,1.570804238,1.570787549,-1.668930054e-05
theta_4,0.000406573,0.000766027,3.594543668e-04
theta_5,1.570725679,1.570743680,1.800060272e-05
theta_6,0.000000004,0.000036082,3.607858149e-05
