joint,initial_rad,final_rad,delta_rad
theta_1,0.0,-5.186226506062863e-07,-5.186226506062863e-07
theta_2,-1.5707963267948966,-1.5707968220909623,-4.952960657167438e-07
theta_3,1.5707963267948966,1.5707967279823016,4.0118740507466555e-07
theta_4,0.0,3.4078476273927826e-07,3.4078476273927826e-07
theta_5,1.5707963267948966,1.57079665265837,3.2586347353813494e-07
theta_6,0.0,3.735251192701047e-13,3.735251192701047e-13
