mode,shape,gamma,ns,mean_position_error_m,final_position_error_m,final_joint_drift_norm_rad,runtime_s,summary_path
offline,ellipse,80,60,8.581509969557737e-05,2.3646278734741216e-07,7.386194867073371e-07,12.766518700002052,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_offline_sweep\ellipse\g80_ns60\single\ellipse\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json
offline,ellipse,200,1,0.0004855764522944908,4.198753034730825e-06,2.2390280800184548e-05,1.1223137999986648,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_offline_sweep\ellipse\g200_ns1\single\ellipse\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json
offline,ellipse,200,5,0.0001313184121636189,2.527199094843754e-07,1.1463206468541968e-06,1.769485500000883,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_offline_sweep\ellipse\g200_ns5\single\ellipse\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json
offline,ellipse,200,10,6.686428433733094e-05,2.0262023356785488e-07,7.122353262059737e-07,2.6506838999994216,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_offline_sweep\ellipse\g200_ns10\single\ellipse\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json
offline,ellipse,200,20,4.323120232386656e-05,2.0037647662925495e-07,6.87292417583189e-07,5.1326887000032,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_offline_sweep\ellipse\g200_ns20\single\ellipse\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json
offline,ellipse,200,40,3.133629136976227e-05,2.0034975611266322e-07,6.871151328879949e-07,8.799366100000043,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_offline_sweep\ellipse\g200_ns40\single\ellipse\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json
offline,ellipse,200,60,2.9802992474877547e-05,2.0033865665668842e-07,6.870302006657932e-07,12.576097500001197,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_offline_sweep\ellipse\g200_ns60\single\ellipse\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json
offline,ellipse,500,1,0.011036520425357068,0.02707856947499623,0.1331194475108676,1.1220494999943185,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_offline_sweep\ellipse\g500_ns1\single\ellipse\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json
offline,ellipse,500,5,0.00010145495563842486,4.323250583432438e-07,2.4347021406936856e-06,1.7964686000050278,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_offline_sweep\ellipse\g500_ns5\single\ellipse\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json
offline,ellipse,500,10,5.8453797661301706e-05,1.8383793521667522e-07,8.169471218400854e-07,2.7363168000010774,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_offline_sweep\ellipse\g500_ns10\single\ellipse\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json
offline,ellipse,500,20,3.240549957700953e-05,1.981999907772558e-07,9.445296965759901e-07,4.757927300001029,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_offline_sweep\ellipse\g500_ns20\single\ellipse\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json
offline,ellipse,500,40,1.8839979012941527e-05,1.9896213732153598e-07,9.473965581152717e-07,8.465585300000384,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_offline_sweep\ellipse\g500_ns40\single\ellipse\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json
offline,ellipse,500,60,1.4954406255008747e-05,1.987742391439085e-07,9.471639179397438e-07,12.503546200001438,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_offline_sweep\ellipse\g500_ns60\single\ellipse\method2_dlccznn\offline\method2_dlccznn_offline_with_fb_summary.json
live,circle,500,20,0.00019457911745146328,0.00014482935675583724,0.007883439668424752,185.4002851999976,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_live\circle\g500_ns20\single\circle\method2_dlccznn\live\method2_dlccznn_live_with_fb_summary.json
live,ellipse,500,20,0.00020245279770528761,0.00014485247376719204,0.007883949527964666,185.1800521000041,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_live\ellipse\g500_ns20\single\ellipse\method2_dlccznn\live\method2_dlccznn_live_with_fb_summary.json
live,figure8,500,20,0.00018449701039809834,0.00014486815511712112,0.007882475463480889,185.54930169999716,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_live\figure8\g500_ns20\single\figure8\method2_dlccznn\live\method2_dlccznn_live_with_fb_summary.json
live,figure8,500,40,0.00016805163639002657,0.00014482663523929075,0.007882491476002488,185.4139690000011,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_live\figure8\g500_ns40\single\figure8\method2_dlccznn\live\method2_dlccznn_live_with_fb_summary.json
live,line,500,20,0.00014991014745806725,0.00014477333484635798,0.007879492259919196,185.45065089999844,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_live\line\g500_ns20\single\line\method2_dlccznn\live\method2_dlccznn_live_with_fb_summary.json
live,line,500,40,0.0001439074779856814,0.00014481512392965773,0.007880135881626374,185.91891380000015,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_live\line\g500_ns40\single\line\method2_dlccznn\live\method2_dlccznn_live_with_fb_summary.json
live,line,500,60,0.0001422729548429372,0.00014476881914927877,0.007880200493679216,185.7831770000048,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_live\line\g500_ns60\single\line\method2_dlccznn\live\method2_dlccznn_live_with_fb_summary.json
live,small_circle,500,20,0.00016009409737726343,0.0001448386359288856,0.007883083105002098,185.83406729999842,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_live\small_circle\g500_ns20\single\small_circle\method2_dlccznn\live\method2_dlccznn_live_with_fb_summary.json
live,small_circle,500,40,0.0001534221197635619,0.00014490947721903334,0.007887785141478938,185.49656010000035,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\dlccznn_inner_tuning_live\small_circle\g500_ns40\single\small_circle\method2_dlccznn\live\method2_dlccznn_live_with_fb_summary.json
