result_root,experiment,summary_path,mode,trajectory_name,solver_type,pdnn_gain,pdnn_inner_steps,mean_position_error_m,final_position_error_m,max_position_error_m,final_joint_drift_norm_rad,max_joint_drift_rad,mean_task_residual,final_task_residual,mean_solver_residual,final_solver_residual,min_boundary_slack,runtime_s,avg_step_time_s
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,shape_screening/ellipse/dlccznn_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\shape_screening\ellipse\dlccznn_offline\method2_dlccznn_offline_with_fb_summary.json,offline,ellipse,dlccznn,20.0,1,0.0006162828198142422,1.1345605910373368e-06,0.002169466153141391,6.6808891941202705e-06,5.169154700620333e-06,0.09885253557332437,0.00017551423050767603,0.11782414599849636,0.00020739965197673243,1.7550369494989713,1.1092175999983738,0.0002773043999995934
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_figure8/group1_same_realtime_budget/dlccznn_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_figure8\group1_same_realtime_budget\dlccznn_offline\method2_dlccznn_offline_with_fb_summary.json,offline,figure8,dlccznn,20.0,1,0.00047334311899084505,1.2264560030190684e-06,0.0017415408037160752,6.861215183033064e-06,4.084697189589838e-06,0.07593569936122825,0.0001959714493353856,0.09154670288423966,0.00019340313497336195,1.7624181647734907,0.9600866999971913,0.00024002167499929784
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_figure8/group3_sampling_period/dlccznn_tau0.002_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_figure8\group3_sampling_period\dlccznn_tau0.002_offline\method2_dlccznn_offline_with_fb_summary.json,offline,figure8,dlccznn,20.0,1,0.00022162577757208052,2.3355431297582073e-07,0.0007518536284873089,6.428981329915337e-07,5.408283856145636e-07,0.035521200376774954,3.6837675316162406e-05,0.03857780694480376,3.922844098867396e-05,1.9135318939135502,3.384177699997963,0.0003384177699997963
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_figure8/group3_sampling_period/dlccznn_tau0.005_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_figure8\group3_sampling_period\dlccznn_tau0.005_offline\method2_dlccznn_offline_with_fb_summary.json,offline,figure8,dlccznn,20.0,1,0.00047334311899084505,1.2264560030190684e-06,0.0017415408037160752,6.861215183033064e-06,4.084697189589838e-06,0.07593569936122825,0.0001959714493353856,0.09154670288423966,0.00019340313497336195,1.7624181647734907,1.379533299998002,0.0003448833249995005
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_figure8/group3_sampling_period/dlccznn_tau0.01_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_figure8\group3_sampling_period\dlccznn_tau0.01_offline\method2_dlccznn_offline_with_fb_summary.json,offline,figure8,dlccznn,20.0,1,0.0009185692657635486,2.6965772982880554e-05,0.0038025907166956436,0.00011344067321582229,9.319061259738248e-05,0.14354738520631205,0.004436033281990081,0.20550706662706558,0.006423263801708286,1.1036708159102555,0.6960972000015317,0.00034804860000076587
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_figure8/group3_sampling_period/dlccznn_tau0.02_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_figure8\group3_sampling_period\dlccznn_tau0.02_offline\method2_dlccznn_offline_with_fb_summary.json,offline,figure8,dlccznn,20.0,1,0.03468399198226059,0.059283059792290926,0.08944442439074575,0.17042535521692986,0.13944197406440528,5.378408502233582,8.159485938552873,10.599347778788523,11.274481204566984,0.0,0.31584219999786,0.00031584219999786
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,shape_screening/figure8/dlccznn_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\shape_screening\figure8\dlccznn_offline\method2_dlccznn_offline_with_fb_summary.json,offline,figure8,dlccznn,20.0,1,0.00047334311899084505,1.2264560030190684e-06,0.0017415408037160752,6.861215183033064e-06,4.084697189589838e-06,0.07593569936122825,0.0001959714493353856,0.09154670288423966,0.00019340313497336195,1.7624181647734907,1.0761211999997613,0.0002690302999999403
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_figure8/group1_same_realtime_budget/pdnn_inner1_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_figure8\group1_same_realtime_budget\pdnn_inner1_offline\method2_pdnn_offline_with_fb_summary.json,offline,figure8,pdnn,500.0,1,0.015440670304799509,0.004835210132901089,0.030602645754627775,0.024107132991409087,0.02115490468835461,2.6071229886505924,1.5898179298988273,6.39340834422421,5.940132062153329,0.0,1.4366477000003215,0.00035916192500008037
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_figure8/group2_same_accuracy_cost/pdnn_inner1_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_figure8\group2_same_accuracy_cost\pdnn_inner1_offline\method2_pdnn_offline_with_fb_summary.json,offline,figure8,pdnn,500.0,1,0.015440670304799509,0.004835210132901089,0.030602645754627775,0.024107132991409087,0.02115490468835461,2.6071229886505924,1.5898179298988273,6.39340834422421,5.940132062153329,0.0,1.272278100001131,0.00031806952500028276
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_figure8/group3_sampling_period/pdnn_inner1_tau0.002_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_figure8\group3_sampling_period\pdnn_inner1_tau0.002_offline\method2_pdnn_offline_with_fb_summary.json,offline,figure8,pdnn,500.0,1,0.0003851678903667027,2.5921949679205266e-07,0.0012461384025742373,1.3527817404663694e-06,8.526863750635272e-07,0.06163363424783115,3.468783328407158e-05,0.06284292644425439,3.5238327347796856e-05,1.9458775821813965,3.395160100000794,0.0003395160100000794
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_figure8/group3_sampling_period/pdnn_inner1_tau0.005_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_figure8\group3_sampling_period\pdnn_inner1_tau0.005_offline\method2_pdnn_offline_with_fb_summary.json,offline,figure8,pdnn,500.0,1,0.015440670304799509,0.004835210132901089,0.030602645754627775,0.024107132991409087,0.02115490468835461,2.6071229886505924,1.5898179298988273,6.39340834422421,5.940132062153329,0.0,1.3354879999969853,0.00033387199999924635
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_figure8/group3_sampling_period/pdnn_inner1_tau0.01_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_figure8\group3_sampling_period\pdnn_inner1_tau0.01_offline\method2_pdnn_offline_with_fb_summary.json,offline,figure8,pdnn,500.0,1,0.018802316294040295,0.010984645731893406,0.03735878998216289,0.02272055767546996,0.014789039084537992,2.6881961374607153,0.4578031193228561,8.113620497622405,7.5069273404965475,0.0,0.6812466999981552,0.0003406233499990776
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_figure8/group3_sampling_period/pdnn_inner1_tau0.02_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_figure8\group3_sampling_period\pdnn_inner1_tau0.02_offline\method2_pdnn_offline_with_fb_summary.json,offline,figure8,pdnn,500.0,1,0.02473703979332218,0.026135067436135074,0.04988099888872433,0.04277231052965492,0.032497623473366044,3.2993949398709637,2.6012592334783413,83.92265898229861,81.99452215207174,0.0,0.334133300002577,0.000334133300002577
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_figure8/group4_runtime_scaling/pdnn_inner1_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_figure8\group4_runtime_scaling\pdnn_inner1_offline\method2_pdnn_offline_with_fb_summary.json,offline,figure8,pdnn,500.0,1,0.015440670304799509,0.004835210132901089,0.030602645754627775,0.024107132991409087,0.02115490468835461,2.6071229886505924,1.5898179298988273,6.39340834422421,5.940132062153329,0.0,1.3792250999977114,0.0003448062749994278
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_figure8/group2_same_accuracy_cost/pdnn_inner10_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_figure8\group2_same_accuracy_cost\pdnn_inner10_offline\method2_pdnn_offline_with_fb_summary.json,offline,figure8,pdnn,500.0,10,0.0003852802447370316,3.285492685685524e-07,0.0012451364502902135,1.620992250473758e-06,1.0221164790102932e-06,0.06164482556477034,4.555940505894756e-05,0.06265592448545979,4.629850812120667e-05,1.9458782845080524,2.8337911999988137,0.0007084477999997034
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_figure8/group2_same_accuracy_cost/pdnn_inner20_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_figure8\group2_same_accuracy_cost\pdnn_inner20_offline\method2_pdnn_offline_with_fb_summary.json,offline,figure8,pdnn,500.0,20,0.0003852894816670897,3.3049307076471337e-07,0.0012451682918715636,1.631707670413974e-06,1.0288579537220954e-06,0.06164630222130341,4.586525467412797e-05,0.062663092053572,4.6616281318706424e-05,1.9458783307054084,4.8499778999976115,0.0012124944749994028
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_figure8/group4_runtime_scaling/pdnn_inner20_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_figure8\group4_runtime_scaling\pdnn_inner20_offline\method2_pdnn_offline_with_fb_summary.json,offline,figure8,pdnn,500.0,20,0.0003852894816670897,3.3049307076471337e-07,0.0012451682918715636,1.631707670413974e-06,1.0288579537220954e-06,0.06164630222130341,4.586525467412797e-05,0.062663092053572,4.6616281318706424e-05,1.9458783307054084,4.838311200001044,0.001209577800000261
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_figure8/group2_same_accuracy_cost/pdnn_inner5_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_figure8\group2_same_accuracy_cost\pdnn_inner5_offline\method2_pdnn_offline_with_fb_summary.json,offline,figure8,pdnn,500.0,5,0.00038525500025050994,3.249899256543189e-07,0.0012450618880654725,1.601383355572345e-06,1.0097844418410773e-06,0.06164079311747014,4.499952778365755e-05,0.06264761290541557,4.571709167592998e-05,1.945878194373674,2.0442920999994385,0.0005110730249998596
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_figure8/group4_runtime_scaling/pdnn_inner5_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_figure8\group4_runtime_scaling\pdnn_inner5_offline\method2_pdnn_offline_with_fb_summary.json,offline,figure8,pdnn,500.0,5,0.00038525500025050994,3.249899256543189e-07,0.0012450618880654725,1.601383355572345e-06,1.0097844418410773e-06,0.06164079311747014,4.499952778365755e-05,0.06264761290541557,4.571709167592998e-05,1.945878194373674,2.209668999999849,0.0005524172499999622
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_heart/group1_same_realtime_budget/dlccznn_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_heart\group1_same_realtime_budget\dlccznn_offline\method2_dlccznn_offline_with_fb_summary.json,offline,heart,dlccznn,20.0,1,0.002108037584639355,0.00017005350152886562,0.005303733459643938,0.0009297907385949019,0.0005824215815963818,0.3379676997757793,0.026588143558459783,0.39938106527350664,0.028310306175355585,0.9570075963894373,0.9254074999989825,0.00023135187499974562
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_heart/group3_sampling_period/dlccznn_tau0.002_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_heart\group3_sampling_period\dlccznn_tau0.002_offline\method2_dlccznn_offline_with_fb_summary.json,offline,heart,dlccznn,20.0,1,0.00104472961322012,1.717884840088564e-05,0.0025611964518315613,9.232599329235465e-05,5.9011600530345376e-05,0.16729702249936987,0.002566344330775705,0.17604672820128844,0.0027859289745156297,1.76790486003594,2.728396700000303,0.0002728396700000303
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_heart/group3_sampling_period/dlccznn_tau0.005_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_heart\group3_sampling_period\dlccznn_tau0.005_offline\method2_dlccznn_offline_with_fb_summary.json,offline,heart,dlccznn,20.0,1,0.002108037584639355,0.00017005350152886562,0.005303733459643938,0.0009297907385949019,0.0005824215815963818,0.3379676997757793,0.026588143558459783,0.39938106527350664,0.028310306175355585,0.9570075963894373,1.0507734999991953,0.00026269337499979883
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_heart/group3_sampling_period/dlccznn_tau0.01_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_heart\group3_sampling_period\dlccznn_tau0.01_offline\method2_dlccznn_offline_with_fb_summary.json,offline,heart,dlccznn,20.0,1,0.017696472664426924,0.02752277939881618,0.08678156593948061,0.12329182675453142,0.08508706963951007,2.735609412371453,3.490683504052026,10.854281038673482,16.488533376154102,0.0,0.5459725999971852,0.0002729862999985926
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_heart/group3_sampling_period/dlccznn_tau0.02_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_heart\group3_sampling_period\dlccznn_tau0.02_offline\method2_dlccznn_offline_with_fb_summary.json,offline,heart,dlccznn,20.0,1,0.03980395704105065,0.00712349326084712,0.11258570947032569,0.17138010493152317,0.10183060070953087,6.151883951931917,1.346520662614302,22.993612088906055,2.5351208029247974,0.0,0.25856990000102087,0.00025856990000102086
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_heart/group1_same_realtime_budget/pdnn_inner1_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_heart\group1_same_realtime_budget\pdnn_inner1_offline\method2_pdnn_offline_with_fb_summary.json,offline,heart,pdnn,500.0,1,0.039601343030845455,0.047809509609420764,0.05543129565969432,0.25520058228297293,0.15911467889833442,6.373290640489379,8.684469947536204,8.570111835883752,10.53937638526316,0.0,1.1175729999995383,0.0002793932499998846
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_heart/group2_same_accuracy_cost/pdnn_inner1_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_heart\group2_same_accuracy_cost\pdnn_inner1_offline\method2_pdnn_offline_with_fb_summary.json,offline,heart,pdnn,500.0,1,0.039601343030845455,0.047809509609420764,0.05543129565969432,0.25520058228297293,0.15911467889833442,6.373290640489379,8.684469947536204,8.570111835883752,10.53937638526316,0.0,1.136378600000171,0.00028409465000004276
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_heart/group3_sampling_period/pdnn_inner1_tau0.002_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_heart\group3_sampling_period\pdnn_inner1_tau0.002_offline\method2_pdnn_offline_with_fb_summary.json,offline,heart,pdnn,500.0,1,0.001610191480843182,4.7216843067513285e-05,0.003980548657691104,0.00025147188020897533,0.00016947153288482397,0.2577041902055817,0.00715380855467924,0.264526420182088,0.007293386472344299,1.8597857518946408,2.705965200002538,0.0002705965200002538
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_heart/group3_sampling_period/pdnn_inner1_tau0.005_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_heart\group3_sampling_period\pdnn_inner1_tau0.005_offline\method2_pdnn_offline_with_fb_summary.json,offline,heart,pdnn,500.0,1,0.039601343030845455,0.047809509609420764,0.05543129565969432,0.25520058228297293,0.15911467889833442,6.373290640489379,8.684469947536204,8.570111835883752,10.53937638526316,0.0,1.0806335999986914,0.0002701583999996728
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_heart/group3_sampling_period/pdnn_inner1_tau0.01_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_heart\group3_sampling_period\pdnn_inner1_tau0.01_offline\method2_pdnn_offline_with_fb_summary.json,offline,heart,pdnn,500.0,1,0.2078367964557594,0.7857558751230331,0.7857558751230331,5.284984826113164,3.369353139749623,33.21766876237786,125.55079498387737,2230.8463626094403,10319.607508668752,0.0,0.5297143000025244,0.0002648571500012622
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_heart/group3_sampling_period/pdnn_inner1_tau0.02_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_heart\group3_sampling_period\pdnn_inner1_tau0.02_offline\method2_pdnn_offline_with_fb_summary.json,offline,heart,pdnn,500.0,1,0.11050002788549408,0.0359633075609012,0.19777936967670515,0.25725912407557905,0.25254936092161206,17.469464513471415,4.8779288714091535,83.10558904683235,68.83669538727338,0.0,0.267696300001262,0.000267696300001262
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_heart/group4_runtime_scaling/pdnn_inner1_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_heart\group4_runtime_scaling\pdnn_inner1_offline\method2_pdnn_offline_with_fb_summary.json,offline,heart,pdnn,500.0,1,0.039601343030845455,0.047809509609420764,0.05543129565969432,0.25520058228297293,0.15911467889833442,6.373290640489379,8.684469947536204,8.570111835883752,10.53937638526316,0.0,1.1900688000023365,0.00029751720000058415
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_heart/group2_same_accuracy_cost/pdnn_inner10_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_heart\group2_same_accuracy_cost\pdnn_inner10_offline\method2_pdnn_offline_with_fb_summary.json,offline,heart,pdnn,500.0,10,0.0016108309640213067,4.892006665971605e-05,0.003976225567145903,0.000254476403786595,0.00017135862087713782,0.25772917831881625,0.007455168239525092,0.2622768043488012,0.0076044614241795845,1.8596821477929117,2.3822263999973075,0.0005955565999993268
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_heart/group2_same_accuracy_cost/pdnn_inner20_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_heart\group2_same_accuracy_cost\pdnn_inner20_offline\method2_pdnn_offline_with_fb_summary.json,offline,heart,pdnn,500.0,20,0.0016109047815308798,4.8691218648892705e-05,0.00397626010233329,0.00025356136047976715,0.00017061868704826288,0.25774095955535886,0.007432192638574866,0.26232240020012293,0.007582006172366087,1.85965345720451,3.8139867000027152,0.0009534966750006788
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_heart/group4_runtime_scaling/pdnn_inner20_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_heart\group4_runtime_scaling\pdnn_inner20_offline\method2_pdnn_offline_with_fb_summary.json,offline,heart,pdnn,500.0,20,0.0016109047815308798,4.8691218648892705e-05,0.00397626010233329,0.00025356136047976715,0.00017061868704826288,0.25774095955535886,0.007432192638574866,0.26232240020012293,0.007582006172366087,1.85965345720451,3.7538112999973237,0.0009384528249993309
C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline,comparison_heart/group2_same_accuracy_cost/pdnn_inner5_offline,C:\Users\lyx\Desktop\sci\code\project_tvqp_elncp_pdnn_comparison\results\formal_offline\comparison_heart\group2_same_accuracy_cost\pdnn_inner5_offline\method2_pdnn_offline_with_fb_summary.json,offline,heart,pdnn,500.0,5,0.00161069046720845,4.870223199174415e-05,0.003976132083824227,0.00025335107441457007,0.00017070874334135233,0.25770677580998175,0.00742746004759252,0.2622207709195653,0.0075764239040180936,1.8596990101658764,1.654589900001156,0.000413647475000289
