case_id,task_gain,mu_gain,gamma,substeps,activation_power,activation_exp_clip,status,mean_position_error_m,final_position_error_m,final_joint_drift_norm_rad,max_drift_norm,runtime_s,composite_score
tg220_mu12_g3072_ns100,220.0,12.0,3072.0,100,0.85,4.0,ok,4.909197341224166e-06,1.4723615798043594e-06,6.0362941754443745e-06,0.5123870954184224,3.4434078999984195,4.581261342444217
tg180_mu20_g2048_ns80,180.0,20.0,2048.0,80,0.85,4.0,ok,2.258362357456021e-05,1.7980430115406627e-06,1.7170154779443079e-06,0.5123683207292582,2.825838599997951,4.588726691046115
tg180_mu20_g2048_ns100,180.0,20.0,2048.0,100,0.85,4.0,ok,2.2615113641938632e-05,1.7978459848946694e-06,1.7123130569784245e-06,0.5123683375256487,3.37037810000038,4.590389091052044
tg180_mu20_g2048_ns60,180.0,20.0,2048.0,60,0.85,4.0,ok,2.2532294326513754e-05,1.7874306138033735e-06,1.735876030643478e-06,0.512368296356534,2.198729200001253,4.590727174016529
tg260_mu12_g3072_ns80,260.0,12.0,3072.0,80,0.85,4.0,ok,4.145988045248058e-06,1.22869721381963e-06,6.469158057282992e-06,0.5123865647635322,2.7596502999986114,4.68657990599819
tg260_mu12_g2560_ns80,260.0,12.0,2560.0,80,0.85,4.0,ok,5.7776740964263335e-06,1.2490567530158382e-06,6.1583568707061026e-06,0.512385310515803,2.7634408000012627,4.738112293573355
tg260_mu12_g2560_ns100,260.0,12.0,2560.0,100,0.85,4.0,ok,5.786561985956374e-06,1.2456824094955497e-06,6.166461956985832e-06,0.5123853196427498,3.331090399999084,4.743620430413836
tg260_mu20_g2560_ns60,260.0,20.0,2560.0,60,0.9,4.0,ok,1.5184847089020546e-05,1.2467271861699809e-06,3.933765530574656e-06,0.5124513943279925,2.150536599998304,4.754634206325718
tg260_mu20_g2560_ns80,260.0,20.0,2560.0,80,0.9,4.0,ok,1.5220615117779403e-05,1.2467461172413808e-06,3.933614514025705e-06,0.51245140139018,2.7332446000000346,4.759671024456747
tg260_mu20_g2560_ns100,260.0,20.0,2560.0,100,0.9,4.0,ok,1.5242408364029873e-05,1.2467594638200447e-06,3.933625587490006e-06,0.5124514062854039,3.323985700000776,4.762801917214336
tg180_mu12_g3072_ns100,180.0,12.0,3072.0,100,0.85,4.0,ok,5.999933949246752e-06,1.8001732619819522e-06,5.980706221582846e-06,0.5123877532959891,3.433633099997678,4.763811030518021
tg220_mu12_g3072_ns80,220.0,12.0,3072.0,80,0.85,4.0,ok,4.899657471327094e-06,1.452009412362731e-06,6.376100077531164e-06,0.5123870457523617,2.7633072000026004,4.779448781483392
tg220_mu12_g2560_ns80,220.0,12.0,2560.0,80,0.85,4.0,ok,6.828058870236707e-06,1.4741698941934916e-06,6.066982646230363e-06,0.5123855265018121,2.9791564000006474,4.874819421127816
tg220_mu12_g2560_ns100,220.0,12.0,2560.0,100,0.85,4.0,ok,6.838574569587114e-06,1.4722349623213796e-06,6.071657918042031e-06,0.5123855347604537,3.551424400000542,4.878770726376592
tg260_mu12_g3072_ns60,260.0,12.0,3072.0,60,0.85,4.0,ok,4.1429418274225085e-06,1.2810172980751047e-06,6.802110316313329e-06,0.5123872728844895,2.129387699998915,4.894800342900778
tg260_mu12_g2560_ns60,260.0,12.0,2560.0,60,0.85,4.0,ok,5.764037006003758e-06,1.295405032377213e-06,6.482718436756719e-06,0.5123854308465339,2.14577780000036,4.938592286862454
tg180_mu20_g3072_ns60,180.0,20.0,3072.0,60,0.9,4.0,ok,1.6356017081399772e-05,1.7998828035467442e-06,3.814930225310719e-06,0.5124519345699472,2.4539487000001827,4.951812894870936
tg180_mu20_g3072_ns80,180.0,20.0,3072.0,80,0.9,4.0,ok,1.6399358011424217e-05,1.7995360541836497e-06,3.8050142011973254e-06,0.5124519277275298,2.897691300000588,4.952027248287563
tg180_mu20_g3072_ns100,180.0,20.0,3072.0,100,0.9,4.0,ok,1.642633693006159e-05,1.7995429940502576e-06,3.805045204927113e-06,0.5124519201601859,3.520541999998386,4.955911736783092
tg180_mu12_g3072_ns80,180.0,12.0,3072.0,80,0.85,4.0,ok,5.988315942425815e-06,1.7745487611420858e-06,6.314769820322014e-06,0.5123877097721983,2.8757976000015333,4.957308266652829
tg220_mu12_g3072_ns60,220.0,12.0,3072.0,60,0.85,4.0,ok,4.895922029706974e-06,1.5139810758064451e-06,6.7391120971088595e-06,0.5123879553694829,2.219979900000908,5.0073038036630475
tg180_mu12_g2560_ns60,180.0,12.0,2560.0,60,0.8,4.0,ok,5.0094128312414174e-06,2.9105866700103667e-06,6.334488534625218e-06,0.512353126787458,2.28859200000079,5.035258466622029
tg220_mu12_g2560_ns60,220.0,12.0,2560.0,60,0.85,4.0,ok,6.811932378575497e-06,1.523285703906488e-06,6.3999418369890194e-06,0.5123856739422245,2.272792499999923,5.080588163282831
tg180_mu12_g2560_ns80,180.0,12.0,2560.0,80,0.85,4.0,ok,8.345234599303097e-06,1.799812212356722e-06,6.012934569970277e-06,0.5123858036154645,3.7616942999993626,5.118982729333312
tg180_mu12_g2560_ns100,180.0,12.0,2560.0,100,0.85,4.0,ok,8.358087973677155e-06,1.7992389339694586e-06,6.01725242368418e-06,0.5123858102774027,4.31916640000054,5.123302485540298
tg260_mu12_g2048_ns100,260.0,12.0,2048.0,100,0.85,4.0,ok,8.502743652392313e-06,1.246087537209649e-06,6.163520052090015e-06,0.5123832797763511,3.2857579000010446,5.13102266060787
tg220_mu20_g2560_ns60,220.0,20.0,2560.0,60,0.9,4.0,ok,1.794571559533593e-05,1.4732044039410984e-06,3.833299689690217e-06,0.5124493088988219,2.2310254000003624,5.131174908399977
tg260_mu12_g2048_ns80,260.0,12.0,2048.0,80,0.85,4.0,ok,8.491682868783714e-06,1.246220212066227e-06,6.168353678169655e-06,0.5123832730363486,2.734110099998361,5.132353508282616
tg220_mu20_g2560_ns80,220.0,20.0,2560.0,80,0.9,4.0,ok,1.7987987885536082e-05,1.4732218184148317e-06,3.8331611696891825e-06,0.5124493168408144,2.7845766999998887,5.137150649835593
tg220_mu20_g2560_ns100,220.0,20.0,2560.0,100,0.9,4.0,ok,1.8013744452911326e-05,1.4732352897533318e-06,3.833192131822976e-06,0.5124493226491459,3.3173499000004085,5.140861200317881
tg260_mu12_g2048_ns60,260.0,12.0,2048.0,60,0.85,4.0,ok,8.473809904449971e-06,1.251069394358081e-06,6.238354627371629e-06,0.5123832518062306,2.2005661000002874,5.172544514829192
tg180_mu12_g3072_ns60,180.0,12.0,3072.0,60,0.85,4.0,ok,5.983651408132427e-06,1.8504545455962607e-06,6.728927780171659e-06,0.5123888487821918,2.2260710000009567,5.2181539924276095
tg180_mu12_g2560_ns60,180.0,12.0,2560.0,60,0.85,4.0,ok,8.325390717355685e-06,1.852302383541465e-06,6.357925675211385e-06,0.5123859855697457,2.30663469999854,5.332028739429285
tg220_mu12_g2048_ns100,220.0,12.0,2048.0,100,0.85,4.0,ok,1.0048625656832111e-05,1.472440875597264e-06,6.0726047597022675e-06,0.5123830911801289,3.5503940000016883,5.339208714603375
tg220_mu12_g2048_ns80,220.0,12.0,2048.0,80,0.85,4.0,ok,1.0035553941560876e-05,1.472783189394374e-06,6.077770621501312e-06,0.5123830831045412,2.8595768000013777,5.340488307840067
tg260_mu16_g3072_ns80,260.0,16.0,3072.0,80,0.9,4.0,ok,8.857501253138865e-06,1.2471480664445957e-06,6.456751117365831e-06,0.5124591929531539,3.11356120000346,5.357426830660783
tg260_mu16_g3072_ns100,260.0,16.0,3072.0,100,0.9,4.0,ok,8.87163074570332e-06,1.2471598789131272e-06,6.45658541651625e-06,0.5124591914011888,3.48147550000067,5.359353889621166
tg260_mu16_g3072_ns60,260.0,16.0,3072.0,60,0.9,4.0,ok,8.83500856916268e-06,1.2472174636438833e-06,6.468332876244925e-06,0.5124591929292415,2.1890796999978193,5.361144908043018
tg220_mu12_g2048_ns60,220.0,12.0,2048.0,60,0.85,4.0,ok,1.0014430143025707e-05,1.4759957766725163e-06,6.149795907803584e-06,0.5123830614092031,2.248924600000464,5.381127157039628
tg220_mu16_g3072_ns80,220.0,16.0,3072.0,80,0.9,4.0,ok,1.0467890187401606e-05,1.4736904413661413e-06,6.38357267094396e-06,0.5124585998380462,2.946495899999718,5.585496841092453
tg220_mu16_g3072_ns100,220.0,16.0,3072.0,100,0.9,4.0,ok,1.0484588732577734e-05,1.4737036389175616e-06,6.383406754476113e-06,0.512458597976222,3.432737300001463,5.587792035028169
tg220_mu16_g3072_ns60,220.0,16.0,3072.0,60,0.9,4.0,ok,1.0441307769198404e-05,1.473877478291893e-06,6.395368802539028e-06,0.5124585999484209,2.5428129000029003,5.58877866733976
tg260_mu20_g2048_ns60,260.0,20.0,2048.0,60,0.9,4.0,ok,2.137245055843711e-05,1.2482371428172562e-06,3.938399462184985e-06,0.5124457598645981,2.2566359999982524,5.644043693578264
tg260_mu20_g2048_ns80,260.0,20.0,2048.0,80,0.9,4.0,ok,2.1416610646624608e-05,1.2483213754556918e-06,3.938414566684347e-06,0.5124457709752818,2.772267500000453,5.65039388640986
tg260_mu20_g2048_ns100,260.0,20.0,2048.0,100,0.9,4.0,ok,2.144337489683132e-05,1.2483750465311361e-06,3.938424154962995e-06,0.5124457737190568,3.3550090999997337,5.65424330416671
tg180_mu12_g2048_ns80,180.0,12.0,2048.0,80,0.85,4.0,ok,1.226553798344346e-05,1.799824904351932e-06,6.023252366780333e-06,0.51238275634616,2.8011531999982253,5.686733160890988
tg180_mu12_g2048_ns100,180.0,12.0,2048.0,100,0.85,4.0,ok,1.2281513574456826e-05,1.7993787816159017e-06,6.020146667354906e-06,0.5123827662605134,3.4717761000028986,5.687082948621568
tg180_mu12_g2048_ns60,180.0,12.0,2048.0,60,0.85,4.0,ok,1.2239716840825752e-05,1.8009537260446827e-06,6.098864438768596e-06,0.5123827346170957,2.155370000000403,5.728465968386573
tg180_mu20_g2560_ns60,180.0,20.0,2560.0,60,0.9,4.0,ok,2.193358717282941e-05,1.8002307025081363e-06,3.813402841614118e-06,0.5124461763519242,2.3102983000026143,5.749939726265702
tg180_mu20_g2560_ns80,180.0,20.0,2560.0,80,0.9,4.0,ok,2.1985255050887054e-05,1.8002489767086952e-06,3.813306099928889e-06,0.5124461850271766,2.850215599999501,5.75728651477352
tg180_mu20_g2560_ns100,180.0,20.0,2560.0,100,0.9,4.0,ok,2.2016736608430838e-05,1.8002624318714448e-06,3.8133681349570143e-06,0.5124461920525218,3.4042855000006966,5.761835743131673
tg260_mu16_g2560_ns60,260.0,16.0,2560.0,60,0.9,4.0,ok,1.184991225136709e-05,1.248375534177525e-06,6.458849405182971e-06,0.5124565226146122,2.1344619000010425,5.787562563866222
tg260_mu16_g2560_ns80,260.0,16.0,2560.0,80,0.9,4.0,ok,1.1876787415978872e-05,1.2484204155778055e-06,6.458740150926519e-06,0.5124565299059601,2.7397286999985226,5.791355188695349
tg260_mu16_g2560_ns100,260.0,16.0,2560.0,100,0.9,4.0,ok,1.1893261381843583e-05,1.2484506070861874e-06,6.458747993579598e-06,0.5124565345995233,3.307451699998637,5.793725231496419
tg180_mu16_g3072_ns80,180.0,16.0,3072.0,80,0.9,4.0,ok,1.279394905376993e-05,1.800848037120397e-06,6.354544486223632e-06,0.5124576776874546,2.845412899998337,5.960771916444532
tg180_mu16_g3072_ns60,180.0,16.0,3072.0,60,0.9,4.0,ok,1.2761459113054983e-05,1.8010907475531688e-06,6.366615724797497e-06,0.5124576780394442,2.241988900001161,5.963382166826001
tg180_mu16_g3072_ns100,180.0,16.0,3072.0,100,0.9,4.0,ok,1.2814358477866027e-05,1.8008624156227902e-06,6.354401742715193e-06,0.512457675343736,3.4150766000020667,5.963612762537929
tg220_mu16_g2560_ns60,220.0,16.0,2560.0,60,0.9,4.0,ok,1.4004408289442023e-05,1.475019858301569e-06,6.3878312401148e-06,0.5124554010120176,2.1743143999992753,6.094885641501335
tg220_mu16_g2560_ns80,220.0,16.0,2560.0,80,0.9,4.0,ok,1.4036170475778165e-05,1.4750676601062623e-06,6.387752170429154e-06,0.5124554094302596,2.754759000003105,6.09939690882513
tg220_mu16_g2560_ns100,220.0,16.0,2560.0,100,0.9,4.0,ok,1.4055640204578863e-05,1.475099912565805e-06,6.387782119021443e-06,0.5124554150752654,3.511127400000987,6.1022096863035165
tg260_mu20_g3072_ns60,260.0,20.0,3072.0,60,0.8,4.0,ok,4.35701611563229e-06,3.255219447339446e-06,8.282918432123283e-06,0.5123501760002908,2.1796926999995776,6.169845520712447
tg220_mu20_g2048_ns60,220.0,20.0,2048.0,60,0.9,4.0,ok,2.5258456931599797e-05,1.4747791623835988e-06,3.841910546041912e-06,0.5124425474518215,2.2631312999983493,6.1841489671727246
tg220_mu20_g2048_ns80,220.0,20.0,2048.0,80,0.9,4.0,ok,2.531064821575601e-05,1.4748648020750485e-06,3.841982991371918e-06,0.5124425594290969,2.7573817999982566,6.191684168297987
tg220_mu20_g2048_ns100,220.0,20.0,2048.0,100,0.9,4.0,ok,2.5342280066746865e-05,1.4749191691728022e-06,3.842028410867667e-06,0.512442562051183,3.32813779999924,6.196252419916809
tg260_mu16_g2048_ns60,260.0,16.0,2048.0,60,0.9,4.0,ok,1.6699042885865e-05,1.2516114894429293e-06,6.463391813472384e-06,0.5124526437695949,2.182810199999949,6.485496959863411
tg260_mu16_g2048_ns80,260.0,16.0,2048.0,80,0.9,4.0,ok,1.673225553124598e-05,1.251796568039662e-06,6.463395957590038e-06,0.5124526645736331,2.7412369000012404,6.490290715201234
tg260_mu16_g2048_ns100,260.0,16.0,2048.0,100,0.9,4.0,ok,1.6752496918375617e-05,1.2519123646880834e-06,6.463395989363532e-06,0.5124526719648989,3.3155755999978282,6.4932113142735375
tg180_mu16_g2560_ns60,180.0,16.0,2560.0,60,0.9,4.0,ok,1.7116408702716778e-05,1.802297347147387e-06,6.362484908621486e-06,0.5124536916491386,2.2138898000011977,6.5849695196927716
tg180_mu16_g2560_ns80,180.0,16.0,2560.0,80,0.9,4.0,ok,1.7155230141528526e-05,1.802348948713282e-06,6.362434314481061e-06,0.5124537015427904,2.7543836000004376,6.590509735304753
tg180_mu16_g2560_ns100,180.0,16.0,2560.0,100,0.9,4.0,ok,1.7179027388225554e-05,1.8023832111438803e-06,6.362500720160411e-06,0.5124537085239864,3.502216299999418,6.593964593770597
tg220_mu16_g2048_ns60,220.0,16.0,2048.0,60,0.9,4.0,ok,1.9735286010131767e-05,1.4784834012733684e-06,6.396354077735655e-06,0.5124507447643288,2.167685899999924,6.921550972112419
tg220_mu16_g2048_ns80,220.0,16.0,2048.0,80,0.9,4.0,ok,1.97745387517239e-05,1.4786807925055236e-06,6.396422989530787e-06,0.5124507685246051,2.7470304999988002,6.927250937652584
tg220_mu16_g2048_ns100,220.0,16.0,2048.0,100,0.9,4.0,ok,1.9798461284508725e-05,1.478804626489978e-06,6.396463516117381e-06,0.5124507769698752,3.3490228000009665,6.930724536116097
tg220_mu20_g3072_ns60,220.0,20.0,3072.0,60,0.8,4.0,ok,5.141904656006021e-06,3.846767147013802e-06,9.270315816742688e-06,0.5123498020356811,2.1745393999990483,6.980346197656586
tg180_mu20_g2048_ns60,180.0,20.0,2048.0,60,0.9,4.0,ok,3.0871569051200485e-05,1.801826651391775e-06,3.828175603846823e-06,0.5124377339449844,2.139413600001717,7.0394161960945905
tg180_mu20_g2048_ns80,180.0,20.0,2048.0,80,0.9,4.0,ok,3.093536214223777e-05,1.8019105900325743e-06,3.828337192325602e-06,0.5124377471976016,2.724810499999876,7.0486663468993775
tg180_mu20_g2048_ns100,180.0,20.0,2048.0,100,0.9,4.0,ok,3.097402575043588e-05,1.8019634783488932e-06,3.828435125950286e-06,0.5124377497869059,3.383135400003084,7.054273027641846
tg260_mu16_g3072_ns60,260.0,16.0,3072.0,60,0.8,4.0,ok,3.301432520547463e-06,3.2569028073097936e-06,1.0119974657087203e-05,0.5123513945748548,2.116602199999761,7.117756795199908
tg180_mu16_g2048_ns60,180.0,16.0,2048.0,60,0.9,4.0,ok,2.4120952786119586e-05,1.806010616522939e-06,6.3775651399296996e-06,0.5124478699131856,2.198055699998804,7.598052946032002
tg180_mu16_g2048_ns80,180.0,16.0,2048.0,80,0.9,4.0,ok,2.416893106206166e-05,1.8062198225914523e-06,6.377741795460811e-06,0.5124478974624139,2.7871405000005325,7.605069421364629
tg180_mu16_g2048_ns100,180.0,16.0,2048.0,100,0.9,4.0,ok,2.419817124886218e-05,1.8063513073650818e-06,6.377849277126208e-06,0.512447907322404,3.375200800001039,7.609346202904677
tg220_mu16_g3072_ns60,220.0,16.0,3072.0,60,0.8,4.0,ok,3.892044089539309e-06,3.848556621604608e-06,1.093327012145862e-05,0.5123512496562345,2.1755943999996816,7.79630966788985
tg180_mu20_g3072_ns60,180.0,20.0,3072.0,60,0.8,4.0,ok,6.281564723293642e-06,4.7010898053837855e-06,1.0918879149311228e-05,0.51234924183511,2.8565688999988197,8.284874601158924
tg260_mu12_g3072_ns80,260.0,12.0,3072.0,80,0.9,4.0,ok,6.453691876607742e-06,1.248456171188534e-06,1.265566107447075e-05,0.5124631537581888,2.7233159999996133,8.721136145251293
tg260_mu12_g3072_ns100,260.0,12.0,3072.0,100,0.9,4.0,ok,6.463742399544267e-06,1.2484767293100742e-06,1.2655863648678055e-05,0.5124631537971412,3.307172900000296,8.722700767585916
tg260_mu12_g3072_ns60,260.0,12.0,3072.0,60,0.9,4.0,ok,6.4377806274614734e-06,1.2483990562450697e-06,1.2671488852878328e-05,0.5124631512603661,2.140423799999553,8.728313730704699
tg220_mu12_g3072_ns80,220.0,12.0,3072.0,80,0.9,4.0,ok,7.627012753966622e-06,1.4752319013572112e-06,1.2607026247922921e-05,0.5124632552258576,2.745411600000807,8.901319819312002
tg220_mu12_g3072_ns100,220.0,12.0,3072.0,100,0.9,4.0,ok,7.638890650539687e-06,1.475254789822402e-06,1.2607241962735958e-05,0.5124632551902759,3.382580000001326,8.903154493007799
tg220_mu12_g3072_ns60,220.0,12.0,3072.0,60,0.9,4.0,ok,7.608208350529904e-06,1.4752001756572317e-06,1.2622836835881456e-05,0.512463252376605,2.190496000002895,8.908077295571374
tg180_mu16_g3072_ns60,180.0,16.0,3072.0,60,0.8,4.0,ok,4.752743398354683e-06,4.7033316201853565e-06,1.2352013293620814e-05,0.5123510373462136,2.3929600000010396,8.923495077143894
tg260_mu12_g2560_ns60,260.0,12.0,2560.0,60,0.9,4.0,ok,8.616185700317862e-06,1.25065475421932e-06,1.2658191790873308e-05,0.5124616407309476,2.167732800000522,9.032822759477467
tg260_mu12_g2560_ns80,260.0,12.0,2560.0,80,0.9,4.0,ok,8.635301410825008e-06,1.250736967850724e-06,1.2658039401252323e-05,0.5124616469044562,2.7744292999996105,9.035484837104903
tg260_mu12_g2560_ns100,260.0,12.0,2560.0,100,0.9,4.0,ok,8.647014577699493e-06,1.250789327947173e-06,1.2658047048866322e-05,0.5124616521070213,3.3038137999974424,9.03717681439249
tg180_mu12_g3072_ns80,180.0,12.0,3072.0,80,0.9,4.0,ok,9.321751352725907e-06,1.8027076669573323e-06,1.2575926744612514e-05,0.5124633562316491,2.9824880000014673,9.184978227752651
tg180_mu12_g3072_ns100,180.0,12.0,3072.0,100,0.9,4.0,ok,9.336268807607187e-06,1.8027336146065373e-06,1.2576164778374579e-05,0.5124633560347126,3.3905444999982137,9.187204919188812
tg180_mu12_g3072_ns60,180.0,12.0,3072.0,60,0.9,4.0,ok,9.29876787097093e-06,1.8027288874316334e-06,1.2591713559899661e-05,0.5124633528763967,2.2420052999987092,9.191132457564075
tg220_mu12_g2560_ns60,220.0,12.0,2560.0,60,0.9,4.0,ok,1.0182710655572302e-05,1.477667120554375e-06,1.2611442651257108e-05,0.5124614366029578,2.3213121999979194,9.270503127194074
tg220_mu12_g2560_ns80,220.0,12.0,2560.0,80,0.9,4.0,ok,1.0205302359857376e-05,1.477758699091697e-06,1.2611320586015766e-05,0.5124614438586321,2.870792800000345,9.27368297440162
tg220_mu12_g2560_ns100,220.0,12.0,2560.0,100,0.9,4.0,ok,1.0219145460771043e-05,1.4778168213894018e-06,1.2611346471138526e-05,0.5124614499817974,3.4857058999987203,9.275692016420248
tg260_mu12_g3072_ns60,260.0,12.0,3072.0,60,0.8,4.0,ok,2.549579290283772e-06,3.2575172343441793e-06,1.398821292196616e-05,0.5123524919318295,2.158007899997756,9.323913028537632
tg260_mu12_g2048_ns60,260.0,12.0,2048.0,60,0.9,4.0,ok,1.2135363051118377e-05,1.2565548051042302e-06,1.2662987311696156e-05,0.5124594611908995,2.137058199998137,9.540879037733385
tg260_mu12_g2048_ns80,260.0,12.0,2048.0,80,0.9,4.0,ok,1.2158944759003718e-05,1.2568537407278955e-06,1.2662996179249102e-05,0.5124594781041876,2.7887574000014865,9.544316687481242
tg260_mu12_g2048_ns100,260.0,12.0,2048.0,100,0.9,4.0,ok,1.2173348974276968e-05,1.2570402047511248e-06,1.266300095078033e-05,0.5124594871437422,3.3223184999988007,9.546416794877082
tg180_mu12_g2560_ns60,180.0,12.0,2560.0,60,0.9,4.0,ok,1.244541806114794e-05,1.805448713153165e-06,1.2583608544176877e-05,0.5124610803386972,2.3725535000012314,9.637530801303344
tg180_mu12_g2560_ns80,180.0,12.0,2560.0,80,0.9,4.0,ok,1.2473030788584541e-05,1.8055512938426554e-06,1.2583538971444602e-05,0.5124610890821472,3.8047096000009333,9.64146329793267
tg180_mu12_g2560_ns100,180.0,12.0,2560.0,100,0.9,4.0,ok,1.2489950605318735e-05,1.8056165021789101e-06,1.258359741870411e-05,0.5124610965023814,3.677659799999674,9.643933838151796
tg220_mu12_g3072_ns60,220.0,12.0,3072.0,60,0.8,4.0,ok,3.010166846073301e-06,3.850068837883488e-06,1.4572987346104285e-05,0.5123525575665668,2.219559699999081,9.847315815803393
tg220_mu12_g2048_ns60,220.0,12.0,2048.0,60,0.9,4.0,ok,1.4341797361450113e-05,1.484188517408788e-06,1.2619873937005805e-05,0.512458813554073,2.384397400001035,9.872512881462752
tg220_mu12_g2048_ns80,220.0,12.0,2048.0,80,0.9,4.0,ok,1.4369667531175786e-05,1.4845224401251601e-06,1.2619937663382198e-05,0.51245883348347,2.830778800002008,9.876604015182577
tg220_mu12_g2048_ns100,220.0,12.0,2048.0,100,0.9,4.0,ok,1.4386691176703676e-05,1.4847307674525981e-06,1.2619975800457924e-05,0.5124588440705092,3.925308699999732,9.879103280524117
tg180_mu12_g2048_ns60,180.0,12.0,2048.0,60,0.9,4.0,ok,1.7528840834214882e-05,1.8127380746267289e-06,1.2598227781118412e-05,0.5124577894975689,2.1548197000010987,10.375790863024312
tg180_mu12_g2048_ns80,180.0,12.0,2048.0,80,0.9,4.0,ok,1.756290587980584e-05,1.8131144241119717e-06,1.2598389528428519e-05,0.512457813754012,2.7887973000033526,10.38083573972721
tg180_mu12_g2048_ns100,180.0,12.0,2048.0,100,0.9,4.0,ok,1.7583713391914906e-05,1.8133492530058872e-06,1.2598487096638486e-05,0.5124578265040137,3.493927999999869,10.383917399977832
tg180_mu12_g3072_ns60,180.0,12.0,3072.0,60,0.8,4.0,ok,3.6763734364138703e-06,4.705897303045188e-06,1.5643962770942853e-05,0.5123526508067116,2.3137274000000616,10.738818220057826
