case_id,task_gain,mu_gain,gamma,substeps,activation_power,activation_exp_clip,status,mean_position_error_m,final_position_error_m,final_joint_drift_norm_rad,max_drift_norm,runtime_s,composite_score
tg220_mu16_g2048_ns60,220.0,16.0,2048.0,60,0.85,4.0,ok,1.4125733057331696e-05,1.4624555180283237e-06,3.001330755379004e-06,0.5123773449734381,2.175311999999394,4.084382801538079
tg260_mu12_g2560_ns60,260.0,12.0,2560.0,60,0.8,4.0,ok,3.470831836374546e-06,2.0152488042533296e-06,5.543294680487902e-06,0.5123528437941567,2.130544799998461,4.178960770445633
tg260_mu20_g3072_ns80,260.0,20.0,3072.0,80,0.9,4.0,ok,1.1353535458009539e-05,1.2461109107445896e-06,3.9312170132535055e-06,0.5124552553701315,2.7439303000028303,4.204169150136679
tg260_mu20_g3072_ns60,260.0,20.0,3072.0,60,0.9,4.0,ok,1.1323529877920575e-05,1.2463673109551171e-06,3.940450664658261e-06,0.512455259676408,2.1427936000000045,4.205440494752847
tg260_mu20_g3072_ns100,260.0,20.0,3072.0,100,0.9,4.0,ok,1.1372212788630832e-05,1.246117235298739e-06,3.93120651731686e-06,0.5124552504425486,3.3454388999998628,4.206839516208644
tg180_mu16_g2560_ns60,180.0,16.0,2560.0,60,0.8,4.0,ok,7.2467224821499405e-06,2.9069303693213685e-06,4.8386039387673155e-06,0.5123506202907926,2.223209699997824,4.460337217944769
tg220_mu12_g2560_ns60,220.0,12.0,2560.0,60,0.8,4.0,ok,4.100319551857555e-06,2.3814720716302814e-06,5.779437970152428e-06,0.5123529622240044,2.2502678999990167,4.476911509129081
tg220_mu20_g3072_ns80,220.0,20.0,3072.0,80,0.9,4.0,ok,1.3417760131526623e-05,1.4725418796731213e-06,3.828498946345343e-06,0.512453929696847,2.736396299998887,4.479561287030842
tg180_mu20_g2560_ns60,180.0,20.0,2560.0,60,0.8,4.0,ok,9.774852140113033e-06,2.904297004768985e-06,4.2662933642026494e-06,0.5123465739721914,2.145465499997954,4.4796874102579824
tg220_mu20_g3072_ns60,220.0,20.0,3072.0,60,0.9,4.0,ok,1.3382299110528965e-05,1.4728333597507322e-06,3.838113096298476e-06,0.5124539349577275,2.1485027999988233,4.480285113343321
tg220_mu20_g3072_ns100,220.0,20.0,3072.0,100,0.9,4.0,ok,1.3439833554183129e-05,1.4725484487691822e-06,3.8285035101655205e-06,0.5124539237358762,3.29633240000112,4.482727189643618
tg260_mu12_g3072_ns100,260.0,12.0,3072.0,100,0.85,4.0,ok,4.154010254563682e-06,1.2450882733440458e-06,6.1297250477827566e-06,0.5123866225549736,3.279776800001855,4.487678499651601
tg180_mu16_g2048_ns100,180.0,16.0,2048.0,100,0.85,4.0,ok,1.732522366597264e-05,1.7982355066027946e-06,2.8802601463294232e-06,0.5123757436272448,3.3658402000000933,4.5312876549797885
tg180_mu16_g2048_ns80,180.0,16.0,2048.0,80,0.85,4.0,ok,1.7302095456648884e-05,1.7985891669636223e-06,2.8912148960079424e-06,0.5123757307389997,2.737657499998022,4.534591297005205
tg180_mu16_g2048_ns60,180.0,16.0,2048.0,60,0.85,4.0,ok,1.7264664619009315e-05,1.7872541464446547e-06,2.947674934952579e-06,0.5123756984756294,2.2659529999982624,4.5609411652401874
