Joint,Initial angle (rad),Final angle (rad),Delta (rad)
theta_1,0.000004039,-0.000042221,-4.626043528e-05
theta_2,-1.570496798,-1.569358945,1.137852669e-03
theta_3,1.570742846,1.568866372,-1.876473427e-03
theta_4,0.000524836,0.004500707,3.975870612e-03
theta_5,1.570764422,1.570569873,-1.945495605e-04
theta_6,0.000000000,0.000000000,0.000000000e+00
