joint,initial_rad,final_rad,delta_rad
theta_1,0.0,-3.5122333661329297e-06,-3.5122333661329297e-06
theta_2,-1.5707963267948966,-1.5708068776123523,-1.0550817455712291e-05
theta_3,1.5707963267948966,1.570807807846244,1.148105134740618e-05
theta_4,0.0,6.586003478748485e-06,6.586003478748485e-06
theta_5,1.5707963267948966,1.5707998367355755,3.5099406789917964e-06
theta_6,0.0,3.3970788538154855e-07,3.3970788538154855e-07
