joint,initial_rad,final_rad,delta_rad
theta_1,0.0,0.028578333323705667,0.028578333323705667
theta_2,-1.5707963267948966,-1.3685927243284204,0.20220360246647617
theta_3,1.5707963267948966,1.3704899671688728,-0.20030635962602372
theta_4,0.0,-0.2768875094872745,-0.2768875094872745
theta_5,1.5707963267948966,1.5539978588147632,-0.016798467980133402
theta_6,0.0,5.365709777402829e-11,5.365709777402829e-11
