step,time_s,cycle_period_s,cycle_work_s,state_read_s,state_age_s,controller_step_s,publish_s,sleep_s,command_step_norm_rad,command_step_max_abs_rad,command_velocity_norm_rad_s,command_accel_norm_rad_s2,feedback_velocity_norm_rad_s,tcp_pose_used,tcp_pose_age_s,tcp_fk_error_norm_m,deadline_miss,period_overrun
0,0.0,nan,0.0018715050000537303,6.641999789280817e-06,0.0006188289999045082,0.0013876579996576766,5.397099994297605e-05,0.00323022900010983,0.0,0.0,0.0,0.0,0.0,False,nan,nan,False,False
1,0.005,0.005174470000383735,0.0013947719999123365,5.5300006351899356e-06,0.00022824699954071548,0.0010119239996129181,4.788899968843907e-05,0.0035294599992994335,4.919644543444826e-05,3.382532463591659e-05,0.009839289086889651,1.9678578173779302,0.0,False,nan,nan,False,False
2,0.01,0.0049886919996424695,0.0015301260000342154,5.259999852569308e-06,0.000796341999375727,0.0011322399996060994,5.2368000069691334e-05,0.003409635000025446,4.006930325193238e-05,2.7681884185115635e-05,0.008013860650386475,0.36545737526454536,0.0,False,nan,nan,False,False
3,0.015,0.0050079180000466295,0.0013209939997977926,5.6500002756365575e-06,0.0002239699997517164,0.0009533149996059365,4.686800002673408e-05,0.003607315000408562,3.371475424795159e-05,2.3302297004645922e-05,0.006742950849590318,0.2568632608734133,0.0,False,nan,nan,False,False
4,0.02,0.004995334999875922,0.0015538200004812097,5.8610003179637715e-06,0.0007028459995126468,0.0011536700003489386,5.824900017614709e-05,0.00339576899932581,2.417492210106624e-05,1.5827618272457045e-05,0.0048349844202132475,0.4274238655949409,0.0,False,nan,nan,False,False
5,0.025,0.005018888000449806,0.0014717559997734497,5.5499995141872205e-06,0.0019061689999944065,0.0011006909999196068,5.550400055653881e-05,0.0034407839993946254,1.605844383951425e-05,1.3421978358404063e-05,0.00321168876790285,1.1358244217445241,0.0,False,nan,nan,False,False
6,0.03,0.004976619999979448,0.0014110619995335583,5.008999323763419e-06,0.0007655939998585382,0.0010199700000157463,4.3602000005193986e-05,0.003527195000060601,1.4503630976661897e-05,1.1022107886591652e-05,0.00290072619533238,0.1341568236207974,0.0,False,nan,nan,False,False
7,0.035,0.0050033589996019145,0.0012863989995821612,5.050000254414044e-06,0.0002173670000047423,0.0009345899998152163,4.37319995398866e-05,0.003647832000751805,2.1297700250682526e-05,1.4494410754961606e-05,0.004259540050136504,0.675781636990905,0.0,False,nan,nan,False,False
8,0.04,0.004997799999728159,0.0014514880003844155,4.80900052934885e-06,0.000785371000347368,0.0010872560005736887,4.417299987835577e-05,0.0034969580001416034,7.598649759707873e-06,5.575406355784029e-06,0.0015197299519415744,0.7467997120258029,0.0,False,nan,nan,False,False
9,0.045,0.005012094999983674,0.0012860790002378053,5.019000127504114e-06,0.0002265840003019548,0.0009360229996673297,4.3541000195546076e-05,0.003634675999819592,2.1754944516163407e-05,1.4006230405927411e-05,0.0043509889032326814,0.8186744159932375,0.0,False,nan,nan,False,False
10,0.05,0.004987180000171065,0.001446588999897358,5.339999916031957e-06,0.0006810349996158038,0.001087956999981543,4.519499998423271e-05,0.00350922100005846,1.588802949984722e-05,1.0501246684002652e-05,0.003177605899969444,0.2582941137000865,0.0,False,nan,nan,False,False
11,0.055,0.0050226049997945665,0.0012827230002585566,5.060000148660038e-06,0.00023828599933040095,0.0009317349995399127,4.417299987835577e-05,0.0036563060002663406,2.9661721069098066e-05,2.1026983170857605e-05,0.005932344213819613,0.63111234551907,0.0,False,nan,nan,False,False
12,0.06,0.005052011000771017,0.0015660330000173417,7.3640003392938524e-06,0.0008476570001221262,0.0011591100001169252,4.942299983667908e-05,0.0032987569993565558,2.7234454345862444e-05,1.8612007558038712e-05,0.005446890869172489,0.2541556192110333,0.0,False,nan,nan,False,False
13,0.065,0.004930582999804756,0.0013003859994569211,5.259999852569308e-06,0.00022297699979390018,0.0009364240004288149,4.554600036499323e-05,0.0036350370000945986,1.6160610380854402e-05,1.10060903517617e-05,0.0032321220761708804,0.46723706799870035,0.0,False,nan,nan,False,False
14,0.07,0.0049997930000245105,0.0029295959993760334,5.561000762099866e-06,0.0007816130000719568,0.0018774760001178947,6.821700026193867e-05,0.0020153840005150414,2.6057279961627728e-05,1.7937370317966383e-05,0.005211455992325546,0.40097279289052173,0.0,False,nan,nan,False,False
15,0.075,0.0050302399995416636,0.0015025040002001333,7.012999958533328e-06,0.00025143100083369063,0.001084401000298385,6.938000024092617e-05,0.003416698000364704,1.7261244383968336e-05,1.1774062450342626e-05,0.003452248876793667,0.3523636058383586,0.0,False,nan,nan,False,False
16,0.08,0.004985616000340087,0.0014897800001563155,4.948999958287459e-06,0.0007986959999470855,0.0011069029997088364,6.297799973253859e-05,0.0034298929995202343,3.401306070560262e-05,2.361036064213451e-05,0.006802612141120524,0.7435733711305628,0.0,False,nan,nan,False,False
17,0.085,0.004986508000001777,0.0013345199995455914,5.34999981027795e-06,0.00022747599996364443,0.0009529750004730886,4.5916000090073794e-05,0.003598938999857637,2.236111953345824e-05,1.566756406234937e-05,0.004472223906691649,0.4711443631613321,1.5725343871508812e-07,False,nan,nan,False,False
18,0.09,0.005000754999855417,0.0015165300001172,5.070000042906031e-06,0.0007809219996488537,0.0011216299999432522,8.205399990401929e-05,0.003419032000238076,2.468467016586637e-05,1.753256324876773e-05,0.004936934033173274,0.38192530537525055,1.460483074538707e-13,False,nan,nan,False,False
19,0.095,0.0050043210003423155,0.0013031210000917781,5.501000487129204e-06,0.00023358799990091939,0.0009395899996889057,5.7667999499244615e-05,0.0036202489991410403,2.388394983909957e-05,1.7219855935390882e-05,0.004776789967819914,0.12815426881650294,1.3902538706103268e-17,False,nan,nan,False,False
20,0.1,0.0049912169997696765,0.0015044270003272686,5.249999958323315e-06,0.0007902900006229174,0.001110480000534153,6.494199988082983e-05,0.0034295229997951537,2.6714545526572787e-05,1.7578660260308965e-05,0.005342909105314557,1.7807161478001625,1.2911911213589235e-23,False,nan,nan,False,False
21,0.105,0.005000744999961171,0.0012889939998785849,5.77100036025513e-06,0.0002320949997738353,0.0009391690000484232,4.479400013224222e-05,0.003645106000476517,1.6003837532182045e-05,9.396403892969474e-06,0.0032007675064364086,1.2195773888158212,1.2291024904536847e-27,False,nan,nan,False,False
22,0.11,0.004999371999474533,0.0014820850001342478,5.249999958323315e-06,0.0007874049997553811,0.0011156589998790878,6.053299966879422e-05,0.00345524100066541,2.9919910649114912e-05,1.6904086055369305e-05,0.005983982129822984,0.6351048123669618,1.141522288577035e-33,False,nan,nan,False,False
23,0.115,0.0050042910006595775,0.0012914190001538373,5.8910000007017516e-06,0.0002239499999632244,0.0009451799996895716,4.4312999307294376e-05,0.0036383629994816147,1.9989800069140528e-05,1.2244976185904477e-05,0.003997960013828105,0.40684649311532306,1.0866308405513135e-37,False,nan,nan,False,False
24,0.12,0.0049929699998756405,0.0014256699996622046,5.1890001486754045e-06,0.0007746900000711321,0.0010728090001066448,4.321100004744949e-05,0.0035432550002951757,5.420784193417114e-05,3.809287613578617e-05,0.010841568386834229,1.6023110810290453,1.0089348943138683e-43,False,nan,nan,False,False
