step,time_s,cycle_period_s,cycle_work_s,state_read_s,state_age_s,controller_step_s,publish_s,sleep_s,command_step_norm_rad,command_step_max_abs_rad,command_velocity_norm_rad_s,command_accel_norm_rad_s2,feedback_velocity_norm_rad_s,tcp_pose_used,tcp_pose_age_s,tcp_fk_error_norm_m,deadline_miss,period_overrun
0,0.0,nan,0.0017378709999320563,5.359999704523943e-06,0.000822232999780681,0.0010852069990505697,0.00010053900041384622,0.0033480540005257353,0.0,0.0,0.0,0.0,7.294259418699767e-09,False,nan,nan,False,False
1,0.005,0.005168240000784863,0.0015617509998264723,7.625001671840437e-06,0.0021233050010778243,0.0011475329993118066,9.470700024394318e-05,0.003357912999490509,4.626857360244979e-05,3.1164462197904944e-05,0.009253714720489959,1.8507429440979917,4.025021288489583e-11,False,nan,nan,False,False
2,0.01,0.004982170999937807,0.0013890269983676262,5.640999006573111e-06,0.0011470130011730362,0.000863410001329612,9.285399937652983e-05,0.003546425999957137,4.156379004749962e-05,2.8250031720572392e-05,0.008312758009499925,0.1889990855653829,1.2568771978055393e-12,False,nan,nan,False,False
3,0.015,0.005017718000090099,0.0016843409994180547,7.673999789403751e-06,0.0022427490002883133,0.0012835590005124686,9.457800115342252e-05,0.0033024789991031867,3.740825323737169e-05,2.5545583419319535e-05,0.007481650647474338,0.16658297353404264,6.935533300688997e-15,False,nan,nan,False,False
4,0.02,0.005109158999403007,0.0016920059988478897,9.187000614474528e-06,0.0012690319999819621,0.0011775499988289084,0.00011617800009844359,0.003216868000890827,3.015748143551286e-05,2.1711069475524576e-05,0.0060314962871025725,0.30813533691971623,2.1657310295801355e-16,False,nan,nan,False,False
5,0.025,0.005043637000198942,0.0015479949997825315,9.457000487600453e-06,0.00021543499860854354,0.0010898950004047947,0.00010534799912420567,0.0033675300001050346,2.5011559349843517e-05,1.8090265918998306e-05,0.005002311869968704,0.20645932091854924,1.195065054082924e-18,False,nan,nan,False,False
6,0.03,0.0050513099995441735,0.0017869139992399141,9.187000614474528e-06,0.0013838369995937683,0.0012789600004907697,0.00012143699859734625,0.003064292000999558,2.1352851500919804e-05,1.538531439085333e-05,0.004270570300183961,0.14641646518618948,6.594449844850744e-21,False,nan,nan,False,False
7,0.035,0.004986780000763247,0.0018846569982997607,9.327000952907838e-06,0.0002584850008133799,0.0011855449993163347,0.00011977500071225222,0.0029176770003687125,3.0684468395190296e-05,2.0769219645901003e-05,0.006136893679038059,1.3055230662700932,2.0592221859320107e-22,False,nan,nan,False,False
8,0.04,0.004922308999084635,0.001845733999289223,9.326999133918434e-06,0.0012905319999845233,0.0013559549988713115,0.00010664999899745453,0.0030536910016962793,2.8036861185641415e-05,2.0187087577485775e-05,0.0056073722371282825,0.13994840828593574,1.1362926028202603e-24,False,nan,nan,False,False
9,0.045,0.005034167999838246,0.001811911000913824,9.387998943566345e-06,0.00021479300085047726,0.0011708479996741517,0.00011613800052145962,0.0030324219987960532,2.4654540531939058e-05,2.070172531829753e-05,0.004930908106387811,0.3324172636165952,3.5482553678948945e-26,False,nan,nan,False,False
