Joint,Initial angle (rad),Final angle (rad),Delta (rad)
theta_1,0.000005910,0.000013266,7.356103652e-06
theta_2,-1.570523977,-1.570375919,1.480579376e-04
theta_3,1.570793748,1.570708871,-8.487701416e-05
theta_4,0.000419927,0.000773883,3.539555473e-04
theta_5,1.570768952,1.570729494,-3.945827484e-05
theta_6,-0.000000704,0.000013961,1.466535099e-05
