Joint,Initial angle (rad),Final angle (rad),Delta (rad)
theta_1,0.000004636,0.000003873,-7.637613635e-07
theta_2,-1.570487857,-1.570317388,1.704692841e-04
theta_3,1.570747256,1.570656180,-9.107589722e-05
theta_4,0.000521672,0.000891789,3.701166133e-04
theta_5,1.570762753,1.570738554,-2.419948578e-05
theta_6,0.000000000,0.000000000,0.000000000e+00
