Joint,Initial angle (rad),Final angle (rad),Delta (rad)
theta_1,0.000000000,-0.000001737,-1.736683337e-06
theta_2,-1.570796327,-1.570792244,4.082553575e-06
theta_3,1.570796327,1.570787013,-9.314101978e-06
theta_4,0.000000000,0.000019549,1.954929746e-05
theta_5,1.570796327,1.570790572,-5.754749467e-06
theta_6,0.000000000,-0.000000000,-8.023667973e-12
