Joint,Initial angle (rad),Final angle (rad),Delta (rad)
theta_1,0.000005449,0.000004348,-1.101506768e-06
theta_2,-1.570522904,-1.570352554,1.703500748e-04
theta_3,1.570792437,1.570701480,-9.095668793e-05
theta_4,0.000423335,0.000793581,3.702461254e-04
theta_5,1.570768952,1.570744872,-2.408027649e-05
theta_6,0.000000000,0.000000000,0.000000000e+00
