Joint,Initial angle (rad),Final angle (rad),Delta (rad)
theta_1,0.000000000,0.000316701,3.167006947e-04
theta_2,-1.570796327,-1.569889918,9.064090741e-04
theta_3,1.570796327,1.570001425,-7.949022004e-04
theta_4,0.000000000,-0.000652543,-6.525425179e-04
theta_5,1.570796327,1.570446213,-3.501140721e-04
theta_6,0.000000000,0.000000010,1.037241251e-08
