dataset,gm_pos,gm_drift,gm_res,max_pos,max_drift,max_res
clean_best,0.0004127082693186226,0.00027551788665627344,0.028742373385434287,0.000437729867256302,0.00043927833112265466,0.04586256698208501
noise_0p5t,0.0004110911667566354,0.0007698968449965257,0.04444881445476625,0.00043786688362377324,0.0010365253046116505,0.12115458772422404
