experiment,trajectory_name,solver_type,dlccznn_inner_steps,dlccznn_integrator,noise_profile,pdnn_gain,pdnn_inner_steps,mean_position_error_m,final_position_error_m,max_position_error_m,final_joint_drift_norm_rad,max_joint_drift_rad,mean_task_residual,final_task_residual,mean_solver_residual,final_solver_residual,min_boundary_slack,runtime_s,avg_step_time_s
single_figure8_method2_dlccznn_live,figure8,dlccznn,40,euler,clean,20.0,1,0.0004229344810945517,0.0003985791750619637,0.0009096210699025507,0.0010954682027324999,0.0009965896606445312,0.03832596263463015,0.0010301387961518188,0.07616471465904107,0.008498352611566295,1.4674659025647367,184.70192990000942,0.09235096495000471
