experiment,trajectory_name,solver_type,dlccznn_inner_steps,dlccznn_integrator,noise_profile,pdnn_gain,pdnn_inner_steps,mean_position_error_m,final_position_error_m,max_position_error_m,final_joint_drift_norm_rad,max_joint_drift_rad,mean_task_residual,final_task_residual,mean_solver_residual,final_solver_residual,min_boundary_slack,runtime_s,avg_step_time_s
single_line_method2_dlccznn_live,line,dlccznn,40,euler,paper_n2_linear,20.0,1,0.0003729239911026787,0.0003713100169532289,0.000577130353837169,0.0009436426801856689,0.0008083581924438477,0.023948570533097232,0.01722290309183852,0.05343999061143118,0.018899183655138867,1.6928412252731742,184.35986260004574,0.09217993130002287
