name,method,kp,lam,gamma,reg,power,clip,mean_position_error_m,final_position_error_m,final_joint_drift_norm_rad,mean_task_residual,final_solver_residual,min_boundary_slack,runtime_s
m1_pos_best,method1,120,0.1,10,0.01,1.0,1.0,8.44683089262977e-05,3.771087908596622e-05,0.011475766374884826,0.010101540024267486,0.004988011324256679,1.8587983816213332,2.880227699999523
m1_balanced,method1,120,0.05,10,0.01,1.0,1.0,8.40854520128671e-05,3.804576947362896e-05,0.015793396532819977,0.010055310533873386,0.005043988901106905,1.858755371658204,2.681442999994033
m1_drift_best,method1,120,0.1,10,0.1,1.0,2.0,0.0006972660699879291,0.0006608310154092069,0.011950166070664294,0.08367018033193886,0.08705727686954919,1.8580104672790765,2.688762500001758
m2_pos_best,method2,80,0.1,50,1e-08,0.8,1.0,0.0002933961530467379,2.5490938466379194e-05,0.011797365987731626,0.023841567231353677,0.007289739721940934,1.8077965333016994,0.9738939999951981
m2_balanced,method2,80,1.0,50,0.0001,1.0,1.0,0.0008090818722512949,0.00044138339878875386,0.002704994001074646,0.06475677061721523,0.03655475363618602,1.8414241302853218,0.9659870999967097
