Joint,Initial angle (rad),Final angle (rad),Delta (rad)
theta_1,0.000000000,0.000019867,1.986681304e-05
theta_2,-1.570796327,-1.570790899,5.428057177e-06
theta_3,1.570796327,1.570789759,-6.567533951e-06
theta_4,0.000000000,-0.000009977,-9.977049546e-06
theta_5,1.570796327,1.570827572,3.124535282e-05
theta_6,0.000000000,0.000023273,2.327289292e-05
