joint,initial_rad,final_rad,delta_rad
theta_1,0.0,7.686895871159863e-07,7.686895871159863e-07
theta_2,-1.5707963267948966,-1.5707692807213527,2.7046073543868232e-05
theta_3,1.5707963267948966,1.5707930464827509,-3.2803121456925766e-06
theta_4,0.0,8.234727736289439e-06,8.234727736289439e-06
theta_5,1.5707963267948966,1.5708012726285798,4.945833683267509e-06
theta_6,0.0,-3.8988262214114716e-07,-3.8988262214114716e-07
