step,time_s,cycle_period_s,cycle_work_s,state_read_s,state_age_s,controller_step_s,publish_s,sleep_s,command_step_norm_rad,command_step_max_abs_rad,command_velocity_norm_rad_s,command_accel_norm_rad_s2,feedback_velocity_norm_rad_s,tcp_pose_used,tcp_pose_age_s,tcp_fk_error_norm_m,deadline_miss,period_overrun
22,0.11,0.005003570000098989,0.0009051759998328635,3.256000127294101e-06,0.002122770999903878,0.0006814039998062071,2.8624000151467044e-05,0.0040544200001022546,1.5104856250784234e-05,1.1856852215928143e-05,0.003020971250156847,0.23499353585072763,3.051174246593291e-08,False,nan,nan,False,False
23,0.115,0.004996867000045313,0.0007803399998920213,3.437000032135984e-06,0.00098056800015911,0.0005619590001515462,2.9536000056396006e-05,0.0041899869997905625,8.644179748434967e-06,7.326359955127601e-06,0.001728835949686993,0.27039290857367687,9.52777967633267e-10,False,nan,nan,False,False
24,0.12,0.005011404000015318,0.0009093239996218472,3.546000243659364e-06,0.002146764999906736,0.0006637910000790725,3.9102999835449737e-05,0.004043700000238459,8.179321349323303e-06,5.886397752520546e-06,0.0016358642698646607,0.11423181411473604,5.257493659177603e-12,False,nan,nan,False,False
25,0.125,0.0049923179999495915,0.0007884759997978108,3.5870002648152877e-06,0.0009791450002012425,0.0005636920000142709,3.0166999749781098e-05,0.004172113000095123,4.4968827766161104e-05,3.8000583929486445e-05,0.008993765553232221,1.4922047734439698,1.641736470077773e-13,False,nan,nan,False,False
26,0.13,0.004999120999855222,0.0009011790002659836,3.2359998840547632e-06,0.002180609999868466,0.0006762339999113465,2.7602000045590103e-05,0.004059910999785643,3.562272734637058e-05,3.0633748584354785e-05,0.007124545469274115,0.3853475304256687,9.059211129671427e-16,False,nan,nan,False,False
27,0.135,0.004999302000214811,0.0007968719996824802,3.4059999052260537e-06,0.00099233999981152,0.0005754039998464577,3.247099994041491e-05,0.0041615320001255895,2.9847139215066305e-05,2.5221567396312146e-05,0.005969427843013261,0.24324721287896622,2.82888357954847e-17,False,nan,nan,False,False
28,0.14,0.004996244999802002,0.000969066999914503,3.3669998629193287e-06,0.0021119799998814415,0.0006237249999685446,2.8432999897631817e-05,0.0039952390002326865,2.549654051739496e-05,2.1530726567505723e-05,0.005099308103478992,0.17409761850469815,8.833640639261247e-19,False,nan,nan,False,False
29,0.145,0.0050033600000460865,0.0007900689997768495,3.4769996091199573e-06,0.0009811290001380257,0.0005715279999094491,2.9565999739133986e-05,0.004170880000401667,2.4931048360990033e-05,2.099815598397078e-05,0.004986209672198007,0.02390463657304871,4.874462662572403e-21,False,nan,nan,False,False
30,0.15,0.005010502000004635,0.0008603920000496146,3.7770000744785648e-06,0.002200577000166959,0.0006124239998825942,2.8293000013945857e-05,0.004089235999799712,2.1720317917427273e-05,1.834411864705402e-05,0.004344063583485454,0.12862477499570396,1.522128826076054e-22,False,nan,nan,False,False
31,0.155,0.004987319000065327,0.0007794590001140023,3.3159999475174118e-06,0.0009844549999797891,0.0005588829999396694,2.8995000320719555e-05,0.004186118999768951,2.129284162461995e-05,1.7937258090315298e-05,0.0042585683249239895,0.01824364048289508,1.4742146959179081e-05,False,nan,nan,False,False
32,0.16,0.005003078999834543,0.0009403920003023813,3.477000063867308e-06,0.002177864000259433,0.000607774999934918,2.833300004567718e-05,0.004019233999770222,1.8601257832841442e-05,1.5508246593091745e-05,0.003720251566568288,0.11038953235326861,1.4033251227729693e-09,False,nan,nan,False,False
33,0.165,0.004998769999929209,0.0008017710001695377,3.2459997783007566e-06,0.0009204040002259717,0.0005618290001621062,3.382400018381304e-05,0.004158416999871406,1.8224833397978768e-05,1.5123063767280563e-05,0.0036449666795957537,0.017553985573704935,1.3033308664896128e-15,False,nan,nan,False,False
34,0.17,0.004998159000024316,0.0008778950000305485,3.105999894614797e-06,0.001983126999675733,0.0006533509999826492,2.847299992936314e-05,0.004085840000243479,2.4427633273689166e-05,1.6263581030351304e-05,0.004885526654737833,0.6588838785340924,1.210461595429953e-21,False,nan,nan,False,False
35,0.17500000000000002,0.005005563999930018,0.0008422970004176022,3.5170000955986325e-06,0.0008772830001362308,0.0005795520000901888,2.9366000035224715e-05,0.004119522999644687,1.9632060092169157e-05,1.4295686145474125e-05,0.0039264120184338315,0.4927371032045304,1.1522551046298214e-25,False,nan,nan,False,False
36,0.18,0.005001385000014125,0.0008630160000393516,3.4360000427113846e-06,0.0020579679999173095,0.0006200980001267453,2.8823999855376314e-05,0.00409101000013834,1.8492543558652378e-05,1.4317084603353706e-05,0.003698508711730475,0.08876935969639106,1.0968474244432012e-29,False,nan,nan,False,False
37,0.185,0.004991998000150488,0.0008152660002451739,3.266000021540094e-06,0.0008646500000395463,0.0005698539998775232,3.2701999771234114e-05,0.0041476359997432155,1.8996150055955904e-05,1.3760258607522709e-05,0.0037992300111911806,0.08487617805312514,1.1056132558874448e-35,False,nan,nan,False,False
38,0.19,0.005001865999929578,0.0008540590001757664,3.285999810032081e-06,0.0020096970001759473,0.0006085869999878923,2.8372999622661155e-05,0.004106239000066125,2.1093794928402237e-05,1.848386302024074e-05,0.004218758985680447,0.49648151537664176,1.3418673285974424e-37,False,nan,nan,False,False
39,0.195,0.004998029000034876,0.000770632000239857,3.3360001907567494e-06,0.0008581470001445268,0.0005569400000240421,2.8172999918751884e-05,0.004196318999674986,2.298209674645987e-05,2.0420709809661946e-05,0.004596419349291974,0.17322621932833399,7.40432095565916e-40,False,nan,nan,False,False
40,0.2,0.005005213000004005,0.0009366550002596341,3.3869996514113154e-06,0.0019967230000474956,0.0006994579998718109,3.112800004601013e-05,0.0040205269997386495,2.430867653057127e-05,2.1584747042554527e-05,0.004861735306114254,0.11771415588169981,4.0861863219711666e-42,False,nan,nan,False,False
41,0.20500000000000002,0.004997277000256872,0.0008882439997250913,3.5870002648152877e-06,0.0008675250001033419,0.0005587629998444754,2.9666000045835972e-05,0.004073005999998713,2.769725203216406e-05,2.422700131631343e-05,0.005539450406432812,0.23294644696066993,1.2751816025355835e-43,False,nan,nan,False,False
42,0.21,0.004999421999855258,0.0007898379999460303,3.2460002330481075e-06,0.0002671639999789477,0.0005649340000672964,3.176000018356717e-05,0.004170770000200719,2.676894484819533e-05,2.3303801461008376e-05,0.005353788969639067,0.11102393808158287,1.401298464324817e-45,False,nan,nan,False,False
43,0.215,0.005000003000077413,0.0007977129998835153,3.406999894650653e-06,0.000877614000273752,0.0005636020000565622,3.2080999972095015e-05,0.004162363999967056,2.8557642705853294e-05,2.5557586946120626e-05,0.00571152854117066,0.26676362249410007,0.0,False,nan,nan,False,False
44,0.22,0.004999811999823578,0.0009050260000549315,3.5860002753906883e-06,0.002032480999787367,0.0006761949998690397,2.8714000109175686e-05,0.004056865000165999,3.821865207817269e-05,3.163135917763789e-05,0.0076437304156345386,0.6285331828489424,2.7022588255931623e-07,False,nan,nan,False,False
45,0.225,0.005002878000141209,0.0008208569997805171,3.3960000109800603e-06,0.0008711719997336331,0.0005709259999093774,3.064800011998159e-05,0.004138399000112258,3.7332249272281474e-05,3.140448888480438e-05,0.007466449854456294,0.07977492100129363,8.438235887808787e-09,False,nan,nan,False,False
46,0.23,0.004997818999981973,0.000920223999855807,3.5260000004200265e-06,0.001981074000013905,0.0006914829996276239,2.8172999918751884e-05,0.0040424379999421944,3.912012043618675e-05,3.4730363164323925e-05,0.00782402408723735,0.37978527356278546,4.6562753652779065e-11,False,nan,nan,False,False
47,0.23500000000000001,0.005001335000088147,0.0007958399996823573,3.3759997677407227e-06,0.0008183519998965494,0.0005649439999615424,3.379299960215576e-05,0.004185227000107261,4.038810663152416e-05,3.5509275816981716e-05,0.008077621326304832,0.17186474145868394,1.4539963200457806e-12,False,nan,nan,False,False
48,0.24,0.005021102999762661,0.0007769839999127726,3.2570001167187e-06,0.0002461740000399004,0.0005579009998655238,3.145000027870992e-05,0.0041615530003582535,4.227707604081441e-05,3.7750543318037603e-05,0.008455415208162882,0.20265625797666445,8.023249389356186e-15,False,nan,nan,False,False
49,0.245,0.004979463999916334,0.0007854200002839207,3.28699979945668e-06,0.0007548019998466771,0.0005584629998338642,3.0207000236259773e-05,0.0041764409997995244,4.342060083087485e-05,3.841225727245979e-05,0.00868412016617497,0.09514988315057137,2.5053881974044557e-16,False,nan,nan,False,False
50,0.25,0.00500320900027873,0.0007861710000724997,3.2970001484500244e-06,0.0002275790002386202,0.0005659660000674194,3.1318999845098006e-05,0.0041703189999680035,4.5938199471219225e-05,4.044724674207478e-05,0.009187639894243845,0.30176060722862025,1.3824902222146032e-18,False,nan,nan,False,False
51,0.255,0.00499514300008741,0.0007838069996068953,3.385999661986716e-06,0.0007082950000949495,0.0005629409997709445,2.971599997181329e-05,0.004178214000148728,7.356126742240157e-05,6.462853814675308e-05,0.014712253484480313,1.2796240039282014,4.3170468927437284e-20,False,nan,nan,False,False
52,0.26,0.005002076999971905,0.0007977829995979846,3.716999799507903e-06,0.00013659800015375367,0.0005614179999611224,3.178000042680651e-05,0.004160581000178354,6.996842529669132e-05,6.171159328765352e-05,0.013993685059338262,0.1789586891424952,2.3821759082954857e-22,False,nan,nan,False,False
53,0.265,0.004998569999770552,0.0007937559998936194,3.6970000110159162e-06,0.0012257200000931334,0.0005682810001417238,3.51260000570619e-05,0.004179757000201789,6.560046742633323e-05,5.7714167139840525e-05,0.013120093485266646,0.4818934950483233,7.438724833406196e-24,False,nan,nan,False,False
54,0.27,0.005033775999891077,0.0012011840003651741,5.080000391899375e-06,0.00012388400000418187,0.0008670540000821347,4.352199994173134e-05,0.003751659999579715,6.568262756673838e-05,5.756881547493915e-05,0.013136525513347675,0.055676465882475525,4.1047384964068e-26,False,nan,nan,False,False
55,0.275,0.005012146000353823,0.0012776779999512655,5.270000201562652e-06,0.0012842600003750704,0.0008890760000213049,4.3032000121456804e-05,0.0036475439997047943,6.389488164317186e-05,5.6810087941852375e-05,0.01277897632863437,0.3568721339077498,1.2817702225673619e-27,False,nan,nan,False,False
56,0.28,0.004966409999724419,0.0007862910001676937,3.4869999581133015e-06,0.00010969699997076532,0.0005691630003639148,2.8233000193722546e-05,0.0041608209999139945,9.153323890543612e-05,8.093061252901466e-05,0.01830664778108722,1.1315415105653444,7.072894965959826e-30,False,nan,nan,False,False
57,0.28500000000000003,0.004985955999927683,0.0007876039999246132,3.035999725398142e-06,0.0012177950002296711,0.0005626610000035726,3.4574999972392106e-05,0.004175329000190686,9.06157507625394e-05,8.015505095379843e-05,0.01812315015250788,0.04115659932162803,2.2086245808164878e-31,False,nan,nan,False,False
58,0.29,0.005009621000226616,0.0007952880000630103,3.53700033883797e-06,0.00011300300002403674,0.0005727899997509667,2.850400005627307e-05,0.0041588079998291505,8.566375809323896e-05,7.615177715982418e-05,0.01713275161864779,0.3019348644278105,1.2187338084913315e-33,False,nan,nan,False,False
59,0.295,0.004994952999822999,0.0007935650000945316,3.385999661986716e-06,0.001225348999923881,0.0005645439996442292,2.8544000088004395e-05,0.004164078000030713,8.334639816135371e-05,7.411614175336258e-05,0.016669279632270738,0.1326343700782466,0.0003044767945539206,False,nan,nan,False,False
60,0.3,0.004997017000277992,0.000778266999986954,3.195999852323439e-06,0.00010526799997023772,0.0005603260001407762,2.8482999823609134e-05,0.004181569999673229,9.332764777421504e-05,8.275065928533297e-05,0.018665529554843005,0.4784681276121006,0.0004114833372927597,False,nan,nan,False,False
61,0.305,0.004999301999760064,0.0007869229998505034,3.3359997360093985e-06,0.0012271129999135155,0.0005659259995809407,2.8733999897667672e-05,0.004173194000031799,0.00010149063825965699,8.96458603081516e-05,0.020298127651931397,0.41217190636795065,0.0006866750413232363,False,nan,nan,False,False
62,0.31,0.0049993910001830955,0.0007875739997871278,3.3760002224880736e-06,0.00011746099971787771,0.0005654560000039055,2.8342999939923175e-05,0.004172464000021137,0.00010577339662390495,9.335566192596184e-05,0.02115467932478099,0.2610011370720007,0.0005738084424375529,False,nan,nan,False,False
63,0.315,0.004999210999812931,0.000779298999987077,3.59699970431393e-06,0.0012215619999551564,0.0005599250002887857,2.7803000193671323e-05,0.0041929019998860895,0.00010664933250675038,9.41089314406946e-05,0.021329866501350075,0.04166709813165724,0.0006086553016438495,False,nan,nan,False,False
64,0.32,0.0050305009999647154,0.0011764370001401403,5.5199998314492404e-06,0.0001508239997747296,0.0008296840001094097,4.264000017428771e-05,0.0037765669999316742,0.00011427233003972362,0.000101113445472584,0.022854466007944725,0.9123289843923724,0.0008047888070917929,False,nan,nan,False,False
65,0.325,0.005012224999973114,0.001285933999952249,4.958999852533452e-06,0.0012635610000870656,0.0008321089999299147,4.1417999909754144e-05,0.003655038000033528,0.00011427867936882925,0.00010112595358521142,0.022855735873765853,0.0042339731782619705,0.0017462242666142617,False,nan,nan,False,False
66,0.33,0.004996988000129932,0.0011721689998012153,4.888999683316797e-06,0.0001895170003081148,0.0008275499999399472,4.157800003667944e-05,0.003775715000301716,0.00011445902582973075,0.00010145409534796656,0.02289180516594615,0.1261250418181628,0.0026727046829938,False,nan,nan,False,False
67,0.335,0.005005922999771428,0.001296704000196769,5.190000138100004e-06,0.0012266020003153244,0.0008308060000672413,4.259099978298764e-05,0.0036413829998309666,0.00012420564301958304,0.00010863624374458401,0.0248411286039166,1.0693408127394244,0.0020807289793168837,False,nan,nan,False,False
68,0.34,0.004996787000436598,0.001158082999609178,6.703000053676078e-06,0.00012698899990937207,0.0008302139999614155,4.6999000005598646e-05,0.0037798729999849456,0.0001250810947683722,0.00011086730478764619,0.025016218953674434,0.5581139154691703,0.0011501378868072887,False,nan,nan,False,False
69,0.34500000000000003,0.004995253999823035,0.0012997989997529658,4.8790002438181546e-06,0.0012801729999409872,0.000840232999962609,4.348199991000001e-05,0.0036453400002756098,0.00012611300880689512,0.00011112671672727106,0.02522260176137902,0.2611442621974707,0.0026294415482327467,False,nan,nan,False,False
70,0.35000000000000003,0.005003008000130649,0.001170086000001902,4.7789999371161684e-06,0.00015263800014508888,0.0008509340000273369,4.227999988870579e-05,0.003772839999783173,0.00012940091185859425,0.00011458222594026526,0.02588018237171884,0.28417533340621615,0.002672288639394939,False,nan,nan,False,False
71,0.355,0.005001415999686287,0.0013273409999783325,4.788999831362162e-06,0.0006892689998494461,0.0008426379999946221,4.174900004727533e-05,0.003615253000134544,0.00014956202260827907,0.00013011214889513354,0.029912404521655812,1.092096517778446,0.002339747117757496,False,nan,nan,False,False
72,0.36,0.005028236000271136,0.0013421089997791569,7.193000328697963e-06,0.0023469530001420935,0.001002759999664704,4.3000999994546873e-05,0.0035715910003091267,0.000147162795947927,0.00012922339910850363,0.029432559189585403,0.3323959073352176,0.004407838911838402,False,nan,nan,False,False
73,0.365,0.00497081799994703,0.0012858529998993617,4.607999926520279e-06,0.0012114529999962542,0.0008562729999539442,4.3032000121456804e-05,0.003656420999959664,0.0001448656649768334,0.00012752407069902905,0.028973132995366677,0.1535175094114022,0.0035042413938855274,False,nan,nan,False,False
74,0.37,0.004998989999876358,0.0011852739999085316,4.639000053430209e-06,0.002244198999960645,0.0008500019998791686,5.618599971057847e-05,0.0037633420001839113,0.0001451971668296081,0.0001284700617472776,0.029039433365921623,0.3472080222223727,0.003423320251322234,False,nan,nan,False,False
75,0.375,0.0050233570000273176,0.0009250640000573185,6.102000043028966e-06,0.001273239000056492,0.0006599939997613546,3.2110000120155746e-05,0.004006911000033142,0.00014522372554814374,0.00012849779868014973,0.02904474510962875,0.003114060303038883,0.003747031979725015,False,nan,nan,False,False
76,0.38,0.005023167000217654,0.001306181000018114,7.373999778792495e-06,0.00016439999990325305,0.0009258850000151142,5.433200021798257e-05,0.0035962069996458013,0.0001453074750547343,0.0001262261760671769,0.029061495010946865,0.7127917932299155,0.004053969782181472,False,nan,nan,False,False
77,0.385,0.004970726999999897,0.0013082259997645451,6.241999926714925e-06,0.001220930999807024,0.0008554129999538418,4.5015000068815425e-05,0.0036274560002311773,0.00015760140025779107,0.0001393268960207057,0.03152028005155822,1.1926665854333396,0.004301060554680424,False,nan,nan,False,False
78,0.39,0.005012275999888516,0.0013647820001096989,7.4239997047698125e-06,0.002307177999682608,0.0010197020001214696,4.412299995237845e-05,0.0035528159996829345,0.0001581661838679184,0.00013965061556289168,0.03163323677358368,0.16474866591967927,0.006613087597107743,False,nan,nan,False,False
79,0.395,0.004979513999842311,0.001290231999973912,4.889999672741396e-06,0.0009280589997615607,0.0009538580002299568,4.1988999782915926e-05,0.003689002000101027,0.0001549386111340015,0.00013687195057546697,0.030987722226800296,0.38654734863550955,0.004726355265587506,False,nan,nan,False,False
80,0.4,0.005060657000285573,0.0012171639996267913,6.943000244064024e-06,0.0004255619996911264,0.0008741779997762933,4.6288000248750905e-05,0.0036673419999715406,0.00015332953179491557,0.0001349256153747486,0.03066590635898311,0.34829642817934303,0.003138306548274581,False,nan,nan,False,False
81,0.405,0.004958685000019614,0.001556673999857594,6.3820002651482355e-06,0.0014406549998966511,0.0011896820001311426,4.491400022743619e-05,0.0033701209999890125,0.00017542057688863246,0.00014970488036271352,0.035084115377726495,1.3301876716712053,0.00542568206311132,False,nan,nan,False,False
82,0.41000000000000003,0.005001785999866115,0.0013951089999864053,6.823000148870051e-06,0.0003904059999513265,0.0010286889996677928,6.013299980622833e-05,0.003681508999761718,0.00016977689683827263,0.00014618952323096,0.033955379367654526,0.3414897853103663,0.006216412301463462,False,nan,nan,False,False
83,0.41500000000000004,0.005203816999710398,0.0016480460003549524,9.90899980024551e-06,0.0015719929997430881,0.001225860999966244,5.185700001675286e-05,0.0031109829997149063,0.00016616097528327295,0.00014423409113019354,0.03323219505665459,0.2925102943812947,0.0038060879550546947,False,nan,nan,False,False
84,0.42,0.004895376000149554,0.0015076909999152122,1.1823000022559427e-05,0.000402959999973973,0.0010805459996845457,5.762799992226064e-05,0.0033233829999517184,0.0001514684909162194,0.00013198442167320149,0.030293698183243886,0.6205872720321965,0.004361661780062614,False,nan,nan,False,False
85,0.425,0.004913269000098808,0.0017052240000339225,7.4539998422551434e-06,0.001341929000318487,0.0012598749999597203,4.67579998257861e-05,0.0032476299998052127,0.00018455803249480985,0.0001617019307058637,0.03691160649896196,1.4347766052988045,0.004847954486176071,False,nan,nan,False,False
86,0.43,0.005073471999821777,0.001614312000128848,9.778999810805544e-06,0.00021745000003647874,0.0011776890000874118,5.2399000196601264e-05,0.0032302069998877414,0.00017908572518352835,0.00015636803136785183,0.03581714503670566,0.2545374063992607,0.0044428276492380825,False,nan,nan,False,False
87,0.435,0.004926934000195615,0.001673543999913818,7.173000085458625e-06,0.0013026650003666873,0.0012849510003434261,4.722899984699325e-05,0.0032616970001981826,0.00017062237492536785,0.00014825245473600317,0.034124474985073566,0.36897406941270533,0.005601076059306124,False,nan,nan,False,False
88,0.44,0.005035009000039281,0.0016573039997638261,7.914999969216296e-06,0.00021347299980334355,0.0012136770001234254,5.306000002747169e-05,0.003227361999961431,0.0001466423911992707,0.00012660070426786618,0.029328478239854135,1.0418684986726923,0.005162242031905541,False,nan,nan,False,False
89,0.445,0.004971458999989409,0.0015379989999928512,7.754999842291e-06,0.0013079249997645093,0.0011282760001449788,4.684799978349474e-05,0.0033628569999564206,0.0001634380840863829,0.000141751784962863,0.03268761681727658,0.7075955677282469,0.004965792625400365,False,nan,nan,False,False
90,0.45,0.004965487999925244,0.0012273729998923955,6.76300032864674e-06,0.0001447829999960959,0.0008739370000512281,4.45140003648703e-05,0.0036954739998691366,0.00015775266643049105,0.000136101430365347,0.03155053328609821,0.24249048057822786,0.005532563618648192,False,nan,nan,False,False
91,0.455,0.004968002000168781,0.0008191239999177924,3.8070002119638957e-06,0.0012346170001364953,0.0005775180002274283,3.7431000237120315e-05,0.004123230000004696,0.00019577330258602137,0.00017000482700427948,0.03915466051720427,1.5930767086090267,0.00480609411638837,False,nan,nan,False,False
92,0.46,0.004987849999906757,0.0008144749999701162,3.7969998629705515e-06,0.00010202299972661422,0.0005763059998571407,3.039700004592305e-05,0.004146695000144973,0.00018741705292148222,0.00016201033462512468,0.03748341058429644,0.34872986618075075,0.005093499557545395,False,nan,nan,False,False
93,0.465,0.0050165339998784475,0.0008493310001540522,4.578999778459547e-06,0.001240186999893922,0.0006015330000082031,3.112800004601013e-05,0.004089716999715165,0.00017937917349509082,0.00015449478022289587,0.035875834699018165,0.33430822903808816,0.005621151261850787,False,nan,nan,False,False
94,0.47000000000000003,0.004981899000085832,0.0008124410001073556,3.916999958164524e-06,0.00010037999982159818,0.0005801239999527752,3.036799989786232e-05,0.004141063999668404,0.0001610299429707922,0.00013936628499273398,0.032205988594158436,0.7512691661418299,0.006057710003009552,False,nan,nan,False,False
95,0.47500000000000003,0.004995974999928876,0.0008121609998852364,3.836999894701876e-06,0.0012116239995521028,0.0005798629999844707,2.9956000162201235e-05,0.004149019000124099,0.00018008335056290975,0.0001527455074875556,0.036016670112581944,1.3809100331558073,0.006944106662652321,False,nan,nan,False,False
96,0.48,0.0050051230000462965,0.0008914499999264081,5.160000000614673e-06,0.0023038320000523527,0.0006473599996752455,3.022700002475176e-05,0.004071863000262965,0.00017204371512077852,0.00014583215842668522,0.034408743024155704,0.39672613767293863,0.005027780385160859,False,nan,nan,False,False
