Joint,Initial angle (rad),Final angle (rad),Delta (rad)
theta_1,0.000000000,0.000000036,3.589060661e-08
theta_2,-1.570796327,-1.570796310,1.655971804e-08
theta_3,1.570796327,1.570796314,-1.316687159e-08
theta_4,0.000000000,-0.000000011,-1.124685357e-08
theta_5,1.570796327,1.570796311,-1.565246488e-08
theta_6,0.000000000,-0.000000000,-4.628022938e-24
