experiment,trajectory_name,solver_type,dlccznn_inner_steps,dlccznn_integrator,noise_profile,pdnn_gain,pdnn_inner_steps,mean_position_error_m,final_position_error_m,max_position_error_m,final_joint_drift_norm_rad,max_joint_drift_rad,mean_task_residual,final_task_residual,mean_solver_residual,final_solver_residual,min_boundary_slack,runtime_s,avg_step_time_s
single_ellipse_method2_dlccznn_live,ellipse,dlccznn,40,euler,paper_n2_linear,20.0,1,0.0004315276224845741,0.0003634693722195237,0.0008735130637942773,0.0009030688891462853,0.0007511377334594727,0.04487657299267513,0.023178439426208713,0.08370719422522158,0.04912370573159434,1.3446077148030016,184.05791909998516,0.09202895954999257
